Period_Index,Rep_Period,Rep_Period_Index
1,294,4
2,294,4
3,294,4
4,294,4
5,186,1
6,186,1
7,294,4
8,294,4
9,294,4
10,294,4
11,294,4
12,294,4
13,294,4
14,186,1
15,294,4
16,294,4
17,294,4
18,294,4
19,186,1
20,294,4
21,294,4
22,294,4
23,294,4
24,294,4
25,294,4
26,294,4
27,294,4
28,294,4
29,294,4
30,294,4
31,294,4
32,186,1
33,186,1
34,294,4
35,294,4
36,294,4
37,294,4
38,186,1
39,294,4
40,294,4
41,294,4
42,294,4
43,294,4
44,294,4
45,186,1
46,294,4
47,186,1
48,294,4
49,294,4
50,294,4
51,294,4
52,186,1
53,294,4
54,294,4
55,294,4
56,294,4
57,186,1
58,294,4
59,294,4
60,294,4
61,294,4
62,294,4
63,186,1
64,186,1
65,294,4
66,294,4
67,294,4
68,294,4
69,294,4
70,186,1
71,186,1
72,294,4
73,294,4
74,186,1
75,186,1
76,294,4
77,294,4
78,294,4
79,294,4
80,186,1
81,186,1
82,186,1
83,186,1
84,186,1
85,186,1
86,186,1
87,186,1
88,186,1
89,186,1
90,186,1
91,186,1
92,294,4
93,294,4
94,186,1
95,186,1
96,186,1
97,186,1
98,186,1
99,186,1
100,186,1
101,186,1
102,186,1
103,294,4
104,294,4
105,294,4
106,294,4
107,294,4
108,186,1
109,186,1
110,186,1
111,294,4
112,186,1
113,294,4
114,186,1
115,294,4
116,294,4
117,294,4
118,294,4
119,294,4
120,294,4
121,186,1
122,186,1
123,186,1
124,186,1
125,186,1
126,186,1
127,186,1
128,186,1
129,186,1
130,294,4
131,186,1
132,186,1
133,186,1
134,186,1
135,186,1
136,186,1
137,186,1
138,186,1
139,186,1
140,186,1
141,186,1
142,186,1
143,294,4
144,294,4
145,294,4
146,186,1
147,186,1
148,186,1
149,186,1
150,186,1
151,186,1
152,186,1
153,186,1
154,186,1
155,186,1
156,186,1
157,186,1
158,186,1
159,186,1
160,186,1
161,186,1
162,186,1
163,186,1
164,186,1
165,186,1
166,186,1
167,186,1
168,186,1
169,186,1
170,186,1
171,186,1
172,186,1
173,186,1
174,186,1
175,186,1
176,186,1
177,186,1
178,186,1
179,186,1
180,186,1
181,186,1
182,186,1
183,186,1
184,186,1
185,186,1
186,186,1
187,186,1
188,188,2
189,186,1
190,186,1
191,186,1
192,186,1
193,186,1
194,186,1
195,186,1
196,186,1
197,186,1
198,186,1
199,186,1
200,186,1
201,186,1
202,186,1
203,186,1
204,186,1
205,186,1
206,186,1
207,186,1
208,186,1
209,186,1
210,186,1
211,186,1
212,186,1
213,186,1
214,186,1
215,186,1
216,186,1
217,186,1
218,186,1
219,186,1
220,186,1
221,186,1
222,186,1
223,186,1
224,186,1
225,186,1
226,186,1
227,186,1
228,186,1
229,186,1
230,186,1
231,186,1
232,186,1
233,186,1
234,186,1
235,186,1
236,186,1
237,186,1
238,186,1
239,186,1
240,186,1
241,186,1
242,186,1
243,186,1
244,186,1
245,186,1
246,186,1
247,186,1
248,186,1
249,186,1
250,186,1
251,186,1
252,186,1
253,186,1
254,186,1
255,186,1
256,186,1
257,186,1
258,186,1
259,186,1
260,260,3
261,186,1
262,186,1
263,186,1
264,186,1
265,186,1
266,186,1
267,186,1
268,186,1
269,186,1
270,186,1
271,186,1
272,186,1
273,294,4
274,294,4
275,186,1
276,186,1
277,186,1
278,186,1
279,186,1
280,294,4
281,294,4
282,186,1
283,186,1
284,294,4
285,186,1
286,294,4
287,294,4
288,186,1
289,186,1
290,294,4
291,294,4
292,294,4
293,186,1
294,294,4
295,294,4
296,186,1
297,186,1
298,186,1
299,294,4
300,294,4
301,294,4
302,186,1
303,186,1
304,186,1
305,186,1
306,186,1
307,186,1
308,186,1
309,186,1
310,294,4
311,186,1
312,294,4
313,294,4
314,294,4
315,294,4
316,294,4
317,294,4
318,294,4
319,186,1
320,294,4
321,294,4
322,186,1
323,186,1
324,186,1
325,186,1
326,186,1
327,186,1
328,294,4
329,186,1
330,294,4
331,294,4
332,294,4
333,186,1
334,186,1
335,186,1
336,186,1
337,186,1
338,186,1
339,186,1
340,186,1
341,186,1
342,186,1
343,294,4
344,294,4
345,294,4
346,186,1
347,294,4
348,294,4
349,294,4
350,294,4
351,294,4
352,294,4
353,294,4
354,294,4
355,294,4
356,294,4
357,294,4
358,294,4
359,294,4
360,294,4
361,294,4
362,294,4
363,294,4
364,294,4
365,365,5
