Time_Index,EIC_utilitypv_class1_moderate_0,EIC_utilitypv_class1_moderate_1,EIC_utilitypv_class1_moderate_2,EIC_utilitypv_class1_moderate_3,EIC_utilitypv_class1_moderate_4,EIC_utilitypv_class1_moderate_5,EIC_utilitypv_class1_moderate_6,EIC_utilitypv_class1_moderate_7,EIC_utilitypv_class1_moderate_8,EIC_utilitypv_class1_moderate_9,TRE_utilitypv_class1_moderate_0,TRE_utilitypv_class1_moderate_1,TRE_utilitypv_class1_moderate_2,TRE_utilitypv_class1_moderate_3,TRE_utilitypv_class1_moderate_4,TRE_utilitypv_class1_moderate_5,TRE_utilitypv_class1_moderate_6,TRE_utilitypv_class1_moderate_7,TRE_utilitypv_class1_moderate_8,TRE_utilitypv_class1_moderate_9,WECC_utilitypv_class1_moderate_0,WECC_utilitypv_class1_moderate_1,WECC_utilitypv_class1_moderate_2,WECC_utilitypv_class1_moderate_3,WECC_utilitypv_class1_moderate_4,WECC_utilitypv_class1_moderate_5,WECC_utilitypv_class1_moderate_6,WECC_utilitypv_class1_moderate_7,WECC_utilitypv_class1_moderate_8,WECC_utilitypv_class1_moderate_9
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.089,0.0,0.089,0.05,0.0,0.004,0.113,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.125,0.422,0.159,0.418,0.327,0.062,0.182,0.425,0.369,0.039,0.034,0.032,0.042,0.02,0.045,0.0,0.003,0.062,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.468,0.632,0.483,0.639,0.575,0.411,0.488,0.632,0.586,0.454,0.383,0.385,0.385,0.36,0.391,0.351,0.357,0.36,0.375,0.354,0.151,0.193,0.193,0.0,0.209,0.0,0.092,0.0,0.165,0.0
83,0.635,0.746,0.64,0.755,0.71,0.592,0.642,0.736,0.7,0.611,0.553,0.558,0.561,0.528,0.558,0.531,0.546,0.565,0.576,0.56,0.457,0.47,0.489,0.197,0.501,0.019,0.341,0.013,0.395,0.004
84,0.716,0.773,0.714,0.788,0.753,0.678,0.709,0.76,0.736,0.685,0.68,0.661,0.67,0.663,0.663,0.682,0.69,0.659,0.728,0.68,0.651,0.649,0.664,0.448,0.674,0.37,0.564,0.31,0.568,0.316
85,0.745,0.772,0.737,0.789,0.758,0.706,0.728,0.766,0.74,0.717,0.721,0.707,0.708,0.73,0.706,0.758,0.76,0.696,0.799,0.719,0.752,0.744,0.767,0.566,0.77,0.544,0.698,0.415,0.7,0.499
86,0.754,0.765,0.744,0.771,0.745,0.73,0.734,0.752,0.716,0.752,0.737,0.742,0.73,0.761,0.723,0.785,0.777,0.695,0.813,0.738,0.781,0.787,0.801,0.623,0.804,0.598,0.745,0.513,0.774,0.584
87,0.743,0.751,0.74,0.754,0.732,0.724,0.718,0.727,0.69,0.769,0.742,0.757,0.727,0.767,0.73,0.783,0.775,0.721,0.813,0.737,0.766,0.797,0.806,0.604,0.814,0.63,0.74,0.583,0.798,0.605
88,0.709,0.69,0.698,0.689,0.672,0.709,0.686,0.649,0.631,0.751,0.723,0.74,0.709,0.747,0.718,0.759,0.755,0.716,0.796,0.722,0.74,0.781,0.778,0.589,0.793,0.596,0.683,0.604,0.748,0.592
89,0.626,0.551,0.603,0.545,0.543,0.646,0.587,0.507,0.497,0.67,0.652,0.664,0.641,0.677,0.653,0.687,0.686,0.646,0.738,0.652,0.709,0.734,0.728,0.543,0.745,0.585,0.635,0.569,0.695,0.577
90,0.444,0.297,0.417,0.284,0.308,0.471,0.39,0.256,0.259,0.487,0.505,0.499,0.494,0.518,0.498,0.531,0.534,0.494,0.588,0.5,0.663,0.606,0.623,0.482,0.631,0.5,0.557,0.51,0.596,0.545
91,0.153,0.011,0.108,0.001,0.005,0.187,0.066,0.007,0.009,0.202,0.259,0.238,0.253,0.266,0.254,0.28,0.29,0.241,0.353,0.245,0.527,0.405,0.448,0.404,0.44,0.414,0.42,0.386,0.41,0.469
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.065,0.148,0.224,0.122,0.252,0.191,0.219,0.113,0.313
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.005,0.0,0.003,0.0,0.005,0.0,0.004,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.072,0.0,0.059,0.032,0.0,0.004,0.079,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.012,0.261,0.009,0.234,0.138,0.0,0.026,0.301,0.239,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.086,0.425,0.121,0.43,0.327,0.099,0.193,0.491,0.401,0.11,0.028,0.04,0.051,0.047,0.055,0.066,0.081,0.068,0.134,0.085,0.104,0.087,0.08,0.0,0.076,0.0,0.041,0.0,0.086,0.0
108,0.238,0.524,0.255,0.533,0.426,0.256,0.346,0.568,0.495,0.28,0.095,0.115,0.155,0.126,0.154,0.171,0.191,0.169,0.256,0.216,0.404,0.325,0.326,0.058,0.322,0.003,0.3,0.002,0.299,0.0
109,0.331,0.543,0.328,0.558,0.473,0.356,0.434,0.585,0.541,0.344,0.173,0.189,0.23,0.215,0.241,0.262,0.288,0.251,0.423,0.261,0.58,0.48,0.488,0.223,0.485,0.06,0.506,0.066,0.479,0.046
110,0.355,0.533,0.355,0.538,0.477,0.379,0.48,0.573,0.55,0.353,0.205,0.196,0.279,0.243,0.278,0.338,0.38,0.267,0.524,0.289,0.687,0.551,0.595,0.375,0.576,0.19,0.617,0.216,0.592,0.144
111,0.375,0.468,0.364,0.482,0.459,0.359,0.49,0.544,0.53,0.366,0.219,0.2,0.267,0.25,0.287,0.36,0.37,0.279,0.552,0.281,0.727,0.569,0.653,0.43,0.637,0.283,0.662,0.318,0.636,0.21
112,0.346,0.382,0.326,0.382,0.379,0.371,0.44,0.449,0.456,0.387,0.198,0.208,0.222,0.285,0.253,0.4,0.413,0.271,0.556,0.258,0.735,0.56,0.669,0.437,0.659,0.319,0.666,0.38,0.646,0.277
113,0.269,0.238,0.269,0.238,0.252,0.31,0.329,0.268,0.276,0.234,0.122,0.225,0.147,0.255,0.16,0.374,0.385,0.146,0.553,0.185,0.712,0.524,0.624,0.45,0.617,0.324,0.631,0.381,0.612,0.273
114,0.128,0.061,0.121,0.068,0.085,0.166,0.168,0.079,0.099,0.126,0.042,0.159,0.054,0.18,0.077,0.287,0.345,0.061,0.512,0.092,0.62,0.436,0.527,0.374,0.522,0.32,0.551,0.351,0.499,0.279
115,0.017,0.0,0.025,0.0,0.0,0.036,0.016,0.0,0.0,0.0,0.001,0.049,0.001,0.059,0.006,0.131,0.145,0.0,0.292,0.008,0.471,0.241,0.357,0.253,0.335,0.213,0.387,0.262,0.291,0.249
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.024,0.119,0.004,0.093,0.062,0.093,0.032,0.054,0.067
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
