Resource,EIC_storage_metalair_advanced_0,EIC_landbasedwind_class1_moderate_0,EIC_landbasedwind_class1_moderate_1,EIC_landbasedwind_class1_moderate_2,EIC_landbasedwind_class1_moderate_3,EIC_landbasedwind_class1_moderate_4,EIC_landbasedwind_class1_moderate_5,EIC_landbasedwind_class1_moderate_6,EIC_landbasedwind_class1_moderate_7,EIC_landbasedwind_class1_moderate_8,EIC_landbasedwind_class1_moderate_9,EIC_utilitypv_class1_moderate_0,EIC_utilitypv_class1_moderate_1,EIC_utilitypv_class1_moderate_2,EIC_utilitypv_class1_moderate_3,EIC_utilitypv_class1_moderate_4,EIC_utilitypv_class1_moderate_5,EIC_utilitypv_class1_moderate_6,EIC_utilitypv_class1_moderate_7,EIC_utilitypv_class1_moderate_8,EIC_utilitypv_class1_moderate_9,TRE_storage_metalair_advanced_0,TRE_landbasedwind_class1_moderate_0,TRE_landbasedwind_class1_moderate_1,TRE_landbasedwind_class1_moderate_2,TRE_landbasedwind_class1_moderate_3,TRE_landbasedwind_class1_moderate_4,TRE_landbasedwind_class1_moderate_5,TRE_landbasedwind_class1_moderate_6,TRE_landbasedwind_class1_moderate_7,TRE_landbasedwind_class1_moderate_8,TRE_landbasedwind_class1_moderate_9,TRE_utilitypv_class1_moderate_0,TRE_utilitypv_class1_moderate_1,TRE_utilitypv_class1_moderate_2,TRE_utilitypv_class1_moderate_3,TRE_utilitypv_class1_moderate_4,TRE_utilitypv_class1_moderate_5,TRE_utilitypv_class1_moderate_6,TRE_utilitypv_class1_moderate_7,TRE_utilitypv_class1_moderate_8,TRE_utilitypv_class1_moderate_9,WECC_storage_metalair_advanced_0,WECC_landbasedwind_class1_moderate_0,WECC_landbasedwind_class1_moderate_1,WECC_landbasedwind_class1_moderate_2,WECC_landbasedwind_class1_moderate_3,WECC_landbasedwind_class1_moderate_4,WECC_landbasedwind_class1_moderate_5,WECC_landbasedwind_class1_moderate_6,WECC_landbasedwind_class1_moderate_7,WECC_landbasedwind_class1_moderate_8,WECC_landbasedwind_class1_moderate_9,WECC_utilitypv_class1_moderate_0,WECC_utilitypv_class1_moderate_1,WECC_utilitypv_class1_moderate_2,WECC_utilitypv_class1_moderate_3,WECC_utilitypv_class1_moderate_4,WECC_utilitypv_class1_moderate_5,WECC_utilitypv_class1_moderate_6,WECC_utilitypv_class1_moderate_7,WECC_utilitypv_class1_moderate_8,WECC_utilitypv_class1_moderate_9,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
AnnualSum,1.212547105177935e6,6966.062264013645,6258.8882953504735,6222.575285636404,4985.258456378909,6387.250164114997,4956.419559603231,5560.911469118182,4185.675777316154,4629.811980296735,751.6877765336621,8569.917566056323,9784.881816476638,6866.0325987578,8171.023979697654,6446.910150475578,5332.230986304376,5102.955245281547,5566.359166903436,4208.263306694361,1115.4399566210864,18838.512370864377,7719.271872652129,6728.16956903373,6949.040330350314,6597.263468015457,7076.919873354561,7152.014772924923,6539.117293709643,11489.76366181904,3525.096001091398,2520.3474072922895,7936.285238702549,7669.34525322325,7387.630791831618,6797.152076167878,6762.040771983871,6035.5835664699,5389.984416167348,6178.171779901353,2273.2483969826967,4426.11088112888,360351.25942035933,4974.682076529404,4916.109609602023,4043.5402818834928,4951.077638674667,4139.996586040914,1402.4692087966316,3829.598813631029,1103.6907524514045,3279.7171605255758,926.9739821656984,6772.908247573007,8375.491189839331,4905.603330018633,9270.60117301917,4169.263532847614,7540.323426755581,3581.7167433963646,5308.8402223965595,1407.8893306940918,3949.99717369997,1.9198084806741339e6
t1,0.03069517890243091,0.02986671530127659,0.028838112002107334,0.028846917684952723,0.02667520479313163,0.029103889180578196,0.0266328844792837,0.027883788061770554,0.024894095010954343,0.02603314427046142,0.01656398590801179,0.03212060820057774,0.03350630431752234,0.029851374846173576,0.031614499704748916,0.029246846941127936,0.027452420425843976,0.027014934540974117,0.0278936014454456,0.025019151868464613,0.01725815670951896,0.003986215250131599,0.004151015921122316,0.004100702075121814,0.004045258587121167,0.004122198514410003,0.004029663940394117,0.0041132663532479335,0.004033381709809273,0.003946099785776463,0.004052995617770399,0.004543194748911507,0.00403441936308724,0.004034466835126713,0.00403653048562523,0.004035784501717607,0.004038411525452652,0.004036177772501558,0.004039672584296795,0.00404132183831705,0.004071937341494738,0.004046037536096801,0.09659912956996876,0.0884907262634489,0.08763809315976652,0.083942539187286,0.08765526459236284,0.08445711135941118,0.06902424862998051,0.08289996031212356,0.06431869415315017,0.07881525167285686,0.07971462172172256,0.09175946522017507,0.09329463842625722,0.08739070043273095,0.09375240236372989,0.08440650069906973,0.09261056504379199,0.08094098398231929,0.08869579284569869,0.06060664218874903,0.08328759391545766,2.4228514926229474
t2,0.03006739094311737,0.029994594616734142,0.028951305137556855,0.028970935102461546,0.026771712748569446,0.029232007230457283,0.026732270697209307,0.02800786081311139,0.024976107950879928,0.026143827008060637,0.016610465020785885,0.03225453141192392,0.033651096475044176,0.02996672952161561,0.03174618139325523,0.029357679030505582,0.027546507917097146,0.02710585329282704,0.027992621547048808,0.025093156791942236,0.017288973032210022,7.576275641008137,3.0261620071777484,2.618970212828849,2.717675428157114,2.5617348293886724,2.7453366415662943,2.7492790024006903,2.498479686814645,3.4415374681583577,1.1547995232087591,0.1082607552144011,3.1270014358629807,3.0197492426977766,2.882029723641947,2.6074357769341403,2.5867864069812376,2.2161874745720396,1.8919413096596256,2.297428412972554,0.5851068442405923,1.4595560383174555,0.09665324880471357,0.08866338128814155,0.08792078892227553,0.08414343090643518,0.08784463664464892,0.08469007398961143,0.07049875596997462,0.0831534305823758,0.0654356416146818,0.07907071636448935,0.07958777576419844,0.09188455630457654,0.09340220663697127,0.08753639729309826,0.09384980807961465,0.08456708657817501,0.09272700381108005,0.08111290837478208,0.08883600780833067,0.060779102835535094,0.0834548346313927,56.216007462691536
t3,0.02943912827504958,0.030109409031754856,0.029055134983635097,0.0290859406880482,0.026856664694320017,0.029352350665433426,0.026817180323218313,0.028115056636712182,0.02504492361659586,0.026233003105641396,0.016614580090421056,0.0324102979779514,0.03381961826806843,0.0301017247328471,0.031899134476326106,0.029487648339047833,0.027657261901903624,0.027213150560480587,0.028108760855299716,0.025181815203406465,0.017325251044658575,7.575613171131852,3.0242303217924817,2.615935432245973,2.7096980753489475,2.5646537165383325,2.7410986994918485,2.751060100243075,2.494710227570657,3.442040422591382,1.146880861632508,0.10804204758815891,3.1270172480993814,3.0198869898862353,2.8823354542077215,2.6084055194735196,2.587721368513022,2.218204498213267,1.8944871352652308,2.299149314779946,0.5878009597668132,1.4614067292396011,0.09672031227216649,0.08851852553489215,0.08786861331548625,0.08419615228240417,0.08789154216414785,0.08471303508097039,0.07161859039143151,0.08315598988366597,0.0692503962590994,0.07905682771990917,0.07381763070927605,0.0919747404831957,0.09348882253016627,0.08763715744819675,0.09393330506917792,0.08467232386105195,0.09281661026436495,0.0812200561011932,0.08893500283364397,0.060884491710194964,0.08356151413422828,56.20623796913966
t4,0.028947633608723378,0.03042054074656324,0.029342229277505377,0.0293909069987194,0.027112614549311895,0.029665995032380838,0.027074505427913398,0.028415970514063686,0.025279309378220136,0.026502715607459863,0.01672426769465181,0.032737090890787156,0.034169806791708016,0.030394498851275528,0.032220729341740834,0.029772582139381606,0.027909189948907384,0.02746022180585454,0.028370624149256007,0.025398271868595536,0.01743741444192702,7.577263100451604,3.004936950381614,2.593343571570205,2.6887148876696476,2.546771631431694,2.7293935448720337,2.7353182222107,2.4913639374027925,3.4368065275865796,1.1428629993270478,0.1734608906221604,3.11403571197002,3.0069503887398694,2.8715237193325303,2.603727899217377,2.5842642754188576,2.2291941938485134,1.9105717967597884,2.3072615389306605,0.7035070071322247,1.4592752603779697,0.09716839785269157,0.08888489550886576,0.08826504417200301,0.08465989297118408,0.08838961214300638,0.08523010988403604,0.07263103486683492,0.08368804684054748,0.07111040007577812,0.07954099445237385,0.07215027715425502,0.09237970838542087,0.09392287675350203,0.08801517963984391,0.09436370943573566,0.08503360284160691,0.09323381072315405,0.08155188642468024,0.08932131763375614,0.0611058764079634,0.08390855359792211,56.269850402084
t5,0.02841191953813966,0.030605764254442686,0.029525440468911555,0.029545986525526403,0.027259696222198686,0.029814198676562355,0.027215879852228918,0.028532417940556224,0.025398704600608467,0.02658604075558143,0.016741764849147828,0.03296945835281818,0.03441073209606869,0.030599667942358973,0.03244110604870969,0.02996367386055929,0.028084032570413447,0.027626487880453826,0.028544717557337316,0.02553611638176359,0.017498973041358244,7.92162018801499,3.1496654341919723,2.7789155814564617,2.893252683984478,2.721660738016654,2.951099146760791,2.895897356078757,2.76119977242978,3.559071597691417,1.6235302171460748,1.6025400585368446,3.278315766893374,3.1793697469686566,3.068456568996103,2.8519991872749064,2.8399078604704626,2.581689726850212,2.3614206411934546,2.6378896713161533,0.9951883293418006,2.003977300477057,0.09733428909604563,0.08876984619666117,0.08810414501164751,0.08442597167771727,0.08817244594183996,0.08490741994689027,0.06703166708107573,0.08330511900758461,0.06634609553952742,0.07915650363314714,0.06440050770309833,0.09241388778580717,0.09397525171612557,0.08800215755626221,0.0944405134632583,0.08498967587409359,0.0932789841276927,0.08149345963022031,0.08932122098429168,0.061014903662411864,0.08386094336528244,62.99872536250683
t6,0.02773774329704988,0.030747253658993605,0.029651858159895413,0.029691885449005667,0.027368048781156947,0.029971383963817454,0.027329142585335735,0.028682167265088775,0.02549681854104951,0.02671831851123066,0.016776627761860053,0.03312149763773617,0.03454696249255052,0.030729648169040575,0.03256378958992062,0.03006295433509018,0.028191450078578192,0.02772711059490711,0.028632355983550045,0.025595149105300148,0.017525725276107983,7.921558868506612,3.1495850341502503,2.7788335558211963,2.8931659064594255,2.7215706459327693,2.95103607909775,2.8958296450483307,2.7611192955882977,3.5590108808099843,1.623062050763727,1.6079439447836634,3.278262975924137,3.1793164846053403,3.0684035536788583,2.8519447509909184,2.8398543161102348,2.581633776748712,2.361364445755737,2.6378360429668124,0.9956200136970229,2.003921935573889,0.09766405614797735,0.0891541170065164,0.08853782132458812,0.0848731908149289,0.08863434178072742,0.08540561670583231,0.0644005049278735,0.08383543884588346,0.06787775312104434,0.0796504376698667,0.06350772892765559,0.09277644846985408,0.09433886961392456,0.08835812668708036,0.09479908736699837,0.0853413009611426,0.09364541372313087,0.08183346805770697,0.08968051291221589,0.06125314266867537,0.08421122296975524,63.00952069495433
t7,0.027192324876117908,0.031039437060515734,0.029929164525478266,0.029971869225984053,0.02761100031031739,0.030260924774374427,0.027567118378384034,0.02895885264111701,0.025708779598645995,0.026971146159810635,0.016869808349245584,0.033430585757686156,0.0349035166362042,0.031002371934916072,0.032893873022527775,0.030351952765484694,0.028457615782610315,0.027953134038157964,0.028900855911702893,0.025813508652526025,0.01764594233809093,7.921552133284337,3.149563923428764,2.7788129175915297,2.893132741270363,2.7215359854917835,2.9510325644875968,2.895820266823164,2.7611056275199743,3.559015231204993,1.622506619131397,1.6084829936250857,3.278266528417646,3.1793200793095764,3.068407195900114,2.851947907916468,2.839857896748316,2.5816360731799928,2.3613662866340412,2.637839585502195,0.9956404152358594,2.0039231270540325,0.09883653972251201,0.0898745767255128,0.08950070013716636,0.08586411305845523,0.08969913008255649,0.08644494406673994,0.060980864453613726,0.08484703697310514,0.06385920615100776,0.08060552837879971,0.055890425372090234,0.09390318200726859,0.09549471139033322,0.08942353459459469,0.09596333719465827,0.08636228459964604,0.09479806834169005,0.08279963863841644,0.09077355277535595,0.06192062692054239,0.08522113320725165,63.01726301728843
t8,16.396171087645495,0.12684659229016723,0.11249215930185572,0.11191710762229005,0.08730366440958556,0.11529798276497115,0.08678730078291497,0.098645142662876,0.07249806916038802,0.08072559442753138,0.02818888464567902,0.15903615025074738,0.18287582331443997,0.12483963559508723,0.15136205495619673,0.11640765152675162,0.09400000760919851,0.08956927548477917,0.09862740472168566,0.07288573725433284,0.03074391233463941,7.921565391109188,3.149574398882671,2.778809656183043,2.8931132942194666,2.721526601023586,2.9510447163254887,2.895837437577782,2.7611006860899705,3.55902981929137,1.620567899564327,1.6029188412965416,3.2782644486623256,3.1793102565046567,3.068405292000639,2.8519592443457453,2.8398645399607276,2.58165739558996,2.3613968916662045,2.6378575722724906,0.9955577010193779,2.0041495056333103,0.10011989009224044,0.09073714717097985,0.09051831871489734,0.08691569740922489,0.0908015031118458,0.08750024474644293,0.05671568094697149,0.08586616700031958,0.05888555504205665,0.0815565690554756,0.05276160848259432,0.09501977211019522,0.09662496218617789,0.09047915081063027,0.09710591146279471,0.08737707380845688,0.09597965704484751,0.0837644650472165,0.09188795706441048,0.06260586794115881,0.08624766369551697,80.86020369092495
