Resource,Zone,Resource_Type,Cluster,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
EIC_offshorewind_class12_moderate_floating_0_28,1,OffShoreWind_Class12_Moderate_floating_0,28,0.0,0.0,0.004892854539819785,0.004892854539819785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_29,1,OffShoreWind_Class12_Moderate_floating_0,29,0.0,0.0,0.0031380548034483095,0.0031380548034483095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_68,1,OffShoreWind_Class12_Moderate_floating_0,68,0.0,0.0,0.0033632411442838166,0.0033632411442838166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_69,1,OffShoreWind_Class12_Moderate_floating_0,69,0.0,0.0,0.002009439091027004,0.002009439091027004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_138,1,OffShoreWind_Class12_Moderate_floating_0,138,0.0,0.0,0.0017354504312702885,0.0017354504312702885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_139,1,OffShoreWind_Class12_Moderate_floating_0,139,0.0,0.0,0.0033963842605641303,0.0033963842605641303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_naturalgas_ccavgcf_moderate_0,2,NaturalGas_CCAvgCF_Moderate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_naturalgas_ctavgcf_moderate_0,2,NaturalGas_CTAvgCF_Moderate,0,0.0,0.0,4750.075964849329,4750.075964849329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_battery_moderate_0,2,Battery_*_Moderate,0,0.0,0.0,4633.1001385099735,4633.1001385099735,0.0,0.0,11580.782145631762,11580.782145631762,0.0,0.0,0.0,0.0
TRE_naturalgas_ccccsavgcf_conservative_0,2,NaturalGas_CCCCSAvgCF_Conservative,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_advnuclear_atb_moderate_0,2,AdvNuclear_ATB_Moderate,0,0.0,0.0,0.03591990008096718,0.03591990008096718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_storage_metalair_advanced_0,2,Storage_MetalAir_Advanced,0,0.0,0.0,105.0,105.0,0.0,0.0,21000.0,21000.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_0,2,LandbasedWind_Class1_Moderate_,0,0.0,0.0,20796.58684959331,20796.58684959331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_1,2,LandbasedWind_Class1_Moderate_,1,0.0,0.0,27529.482573239642,27529.482573239642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_2,2,LandbasedWind_Class1_Moderate_,2,0.0,0.0,22035.41782515679,22035.41782515679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_3,2,LandbasedWind_Class1_Moderate_,3,0.0,0.0,7.962699947301408,7.962699947301408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_4,2,LandbasedWind_Class1_Moderate_,4,0.0,0.0,5618.990134189638,5618.990134189638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_5,2,LandbasedWind_Class1_Moderate_,5,0.0,0.0,0.8611791677615711,0.8611791677615711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_6,2,LandbasedWind_Class1_Moderate_,6,0.0,0.0,0.12667166768319213,0.12667166768319213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_7,2,LandbasedWind_Class1_Moderate_,7,0.0,0.0,12398.870268714249,12398.870268714249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_8,2,LandbasedWind_Class1_Moderate_,8,0.0,0.0,0.032578936708939965,0.032578936708939965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_9,2,LandbasedWind_Class1_Moderate_,9,0.0,0.0,0.014421173000543902,0.014421173000543902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_0,2,UtilityPV_Class1_Moderate_,0,0.0,0.0,0.5343514249537151,0.5343514249537151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_1,2,UtilityPV_Class1_Moderate_,1,0.0,0.0,82463.70393712439,82463.70393712439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
