BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t50,125292.90426711256,258511.69116515658,-0.12360794959031003,17656.971576891174,-56203.75464920467,11301.544261725157,0.032719866914695,-3974.0099293219537,-177.25580054573993,-352408.0,18375.12878815574,105.07853077134271,-0.02342225006995057,5167.464047614236,-11580.893750849564,3881.77489919726,40798.5268690501,1229.853691479743,-39.90964913573877,-57937.0,109406.8587466933,16159.9521577071,-0.0877054859363392,31091.13777455441,-51367.52074935725,10586.153982953634,39519.69571044668,2744.156237842211,-137.34615141000117,-158003.0
t51,112668.8657907729,257255.81001750025,-0.12248682516393744,12011.900415225928,-49673.84883546886,10929.62564029872,0.03266217117677315,-3974.007524601783,-177.25567539375362,-339041.0,18931.56663452748,105.07191503607058,-0.023738037144585587,2639.713816056277,-14067.053287990466,3614.91386453969,41539.86693532374,1229.8535058264865,-39.909641726878874,-53954.0,126050.2296086197,13593.657271023047,-0.08648272613156836,21047.19098736057,-61058.146750940934,9434.490886642523,29139.856499028916,2744.1540187752967,-137.34603366687475,-140814.0
t52,106341.40828319032,252071.82686855338,-0.12267069711019819,11533.059706746066,-42028.790681761915,10800.84403433708,0.03251935139693578,-3974.002619777464,-177.25543631734462,-334567.0,17263.23779499012,105.06711934789698,-0.023812980086271175,2151.885223692718,-12996.03815155019,3531.69981221958,41466.228482637816,1229.8531702776738,-39.90963520309392,-52712.0,130946.43272238155,13234.661932424377,-0.08605226905914373,11291.355078401664,-57112.02705214757,8428.618937009202,16405.240789815514,2744.14944949979,-137.3458011142507,-125801.0
t53,101962.81111604803,247362.09041481782,-0.12166610158643178,7361.487052489096,-32199.818664498136,10693.765595338513,0.03194424478105545,-3973.9909330195333,-177.25485569848496,-331029.0,14249.794758097416,105.05949486245488,-0.02463404345568888,1756.4390366991156,-10613.682090840295,3485.0007316790025,41842.46929843943,1229.8530432960038,-39.90963503546235,-52015.0,126698.04937003051,13575.381259927051,-0.08698072446548147,6095.293448146531,-45381.8154847802,7877.543201800136,6104.842520249691,2744.1378897235295,-137.34522066302262,-117576.0
t54,87726.62487087793,253336.50287584416,-0.12015209368355619,7169.450931566483,-20413.66565671089,10793.3834092904,0.03225422457329629,-3973.9554454249155,-177.2530840065191,-334461.0,14235.434108748526,105.05775201186006,-0.08554336256692044,739.0537603034954,-9102.34716213432,3445.8416875417115,40818.10215181018,1229.8528720655142,-39.90962383334696,-51431.0,124481.00882083787,10077.981209045589,-0.08373617868809133,5145.7307798844695,-36807.10735047579,7753.191727080881,2462.5194403889946,2744.1025733594015,-137.34346017317213,-115720.0
t55,133248.19400759388,204170.4091705405,-0.10959118460047972,12640.662743138206,-10964.679723090338,11105.625298359439,0.03170023342705085,-3973.884069825619,-177.24953194785473,-346049.0,11532.200831494943,105.05441095975827,-0.08995437474685443,1006.0262721449484,-5496.624879375129,3506.3379421190566,40491.15289546279,1229.8520786430245,-39.90959358221396,-52334.0,122130.36072351047,5061.699137389852,-0.08408332770701356,3632.8854312160083,-28589.13572064171,7610.0109439252265,1130.5715189682414,2744.0319911825945,-137.33993836564076,-113583.0
t56,326361.80537784763,12380.166680378203,-0.11566062225900348,20585.776083385375,-6017.0960602960695,11298.405454572863,0.031969940017219145,-3973.731861906107,-177.2419794205428,-360458.0,9662.38395245137,105.05151765337887,-0.09599244859926222,1632.75317861705,-2975.24992812043,3573.1348962634142,40143.08181755014,1229.8500937749134,-39.90953227732676,-53331.0,114466.36521100234,3452.1250424600394,-0.08459457050419082,2546.446263195547,-18976.163529320907,7517.5507049851285,590.2115850888307,2743.8817681311934,-137.33244714321606,-112203.0
t57,611726.447216244,676.0863993418711,-211249.19230403434,22989.1983611421,-42844.84349595369,10465.497653773213,0.01396519755198039,-3974.9098012044037,-177.29799043100112,-387611.0,14592.297107720144,105.05498891690742,-0.09744942260980352,2670.6767097602915,-2736.7880275160996,3740.229379116236,36263.57895730577,1229.961005399813,-39.91266770293141,-55825.0,104874.59379024978,3390.7462318312314,-0.06400363223935539,4362.180127170367,-9803.100729329542,7590.507691731678,269.57342279117887,2744.9487958045906,-137.38532272806972,-113292.0
t58,886073.761377766,676.0885217819712,-477642.0693286909,37497.876880370335,-33876.41612945739,11490.041411084343,0.013625806294698076,1515.0025325893753,-177.2988870375036,-425557.0,37685.67272724282,105.0516810480852,-0.1014110457380588,4351.364194516662,-2689.0311821951836,4058.8801816091395,15879.115210537744,1229.961279480497,-39.912676962522305,-60581.0,126517.99606825388,219.03586952670204,-8536.892539662213,6975.213286950806,-6346.948165443722,348.93724916013025,0.008257424124109108,-2744.9638120698723,-137.38621007498128,-116295.0
t59,1.0993959321744854e6,676.0914925247233,-669999.9553640139,52487.494132785105,-35894.051153231376,12431.750576812954,0.013634305065506206,1515.0240019178627,-177.29949105309146,-460435.0,54208.79025494974,105.04826545428227,-0.10537450211443795,6884.00203659185,-2823.0229370223406,4441.247790949508,2281.9915778766467,1229.9610657447229,-39.91267561208869,-66288.0,150752.65084667655,38.49459539598661,-27521.007836487228,10314.824908756782,-8110.629216173756,0.03391032499386003,0.004678984352757924,-2744.9850676625856,-137.38681544100277,-122592.0
t60,1.267334153444166e6,676.0889017771138,-802735.0180980623,64036.83531057723,-49922.61616741799,13339.818677660181,0.013550420082217357,1515.0238656655924,-177.29948006024307,-494067.0,63449.120952945676,105.0425459675033,-0.11566035091830153,8244.50198323838,-7647.739259451025,4765.324728400514,1018.8163802001224,1229.96100972856,-39.91267619527064,-71125.0,150728.99641049874,43.501725960708484,-26881.759033827155,17249.706376535447,-3153.111852532694,0.033471749518237635,0.004585356506089712,-2744.9848753941524,-137.38680386497242,-135105.0
t61,1.333547177689335e6,676.0901559461698,-824625.2300976787,76950.64661628351,-73113.97494951355,14284.552245366322,0.013476159082945489,1515.0243583481556,-177.29948925891875,-529057.0,70845.67835776255,105.0402587031194,-0.12806048568707146,9743.862431237249,-12090.678330568784,5080.75997698912,958.4170702079101,1229.9609772659005,-39.912676622760834,-75833.0,178390.19954364034,33.14976401192145,-27392.438300804817,20117.744219414115,-18990.31830894622,0.03079507556940617,0.004440510782882939,-2744.985335614056,-137.3868126361579,-149276.0
t62,1.2613821883006373e6,676.0833840894871,-742905.6214312807,84695.27712960307,-73029.59940744715,14766.932978990944,0.013362028306891096,1515.0251617597062,-177.29947342476845,-546923.0,73758.63165346613,105.0382440438141,-0.13592561881094478,11893.972238981834,-13370.46819586848,5356.867003770632,1020.0473624245915,1229.960278918694,-39.91265563418425,-79954.0,210941.39555011457,32.853489093746745,-27242.75100520587,23242.92074200033,-40579.081958164556,0.03101761419844011,0.0044276238759833,-2744.9854406784,-137.3868177905842,-163513.0
t63,1.095814025573603e6,676.0862466332361,-549111.4541912763,83272.77628905828,-94150.78527215538,14924.610899314132,0.013549671476742041,1515.0263524492784,-177.29944261304686,-552763.0,75077.08279760373,105.03587535537868,-0.15336721630556555,12312.23039855624,-14499.274824033439,5409.261123776678,1141.7714460263444,1229.9591810077623,-39.91262658719688,-80736.0,228986.54812175746,32.24148809122312,-27167.15214535233,28420.497001021315,-49963.7977112556,0.03120593493395219,0.004394021531015012,-2744.9855334570407,-137.38681602584998,-177426.0
t64,881364.5821320532,676.0959787935288,-284011.2653686015,83090.19640566298,-139223.67309603398,15074.323811263588,0.013154262641363055,1515.0264393071154,-177.29945196868593,-558308.0,74436.4792858516,105.03483907933374,-0.1659012261021652,12701.231350538144,-14224.580249783865,5432.243762809567,1438.710210347982,1229.9593418727547,-39.91263500085086,-81079.0,222082.03627171542,33.19204603977874,-27064.46360715665,35344.286706070954,-38719.71581994979,0.03244517794935643,0.004560838043935478,-2744.98578117987,-137.38681696783507,-188793.0
t65,597867.6312958966,676.1102955480343,-19759.1312885077,93576.92471791236,-120542.93269766652,15349.655697147598,0.01366758824755202,1515.0277286508936,-177.2994119498052,-568506.0,71939.99260260563,105.03210347929546,-0.1990356576214176,13363.619197592532,-13293.747140468704,5466.280500873208,2815.9761372825483,1229.958242233704,-39.91260322496306,-81587.0,225789.61247519043,40.33739197008953,-26794.002323426666,37955.47341956951,-39259.088510413225,0.03569299381679558,0.004638468751920205,-2744.9859708845975,-137.38680872484215,-194850.0
t66,326868.8558400617,151472.13251531278,-0.14171059616000764,109544.88145545652,-40783.62171206595,17147.029425721266,0.03244553484445967,1515.1277646921706,-177.29601975225762,-565587.0,65617.11095261476,105.02879747367427,-0.25673870767563495,14621.917681939187,-15339.905035516787,5532.946782782935,10855.218298303673,1229.8487803620849,-39.90951481904731,-82582.0,224319.34693907056,219.13771415502958,-21105.91030108785,40750.41057808262,-41021.30693727572,602.6769021794042,0.008159823128978361,-2744.9765450542554,-137.38650493321032,-200882.0
t67,182706.4568012296,318129.7443944823,-0.12452288507348838,110778.80522241996,-54077.604739218914,17300.8977072629,0.032407711856587626,-3973.954226926997,-177.25303974037084,-570687.0,51684.13560803172,105.02522006474823,-0.4926487372462704,13846.856194318565,-18131.03159646811,5383.002086085959,26266.561726376804,1229.8530500794957,-39.90963588928656,-80344.0,175202.62252930546,5495.823636227086,-0.07959116583282409,44812.80544239223,-40055.678602356944,13832.83661868782,4565.912199109211,2744.101176847501,-137.34340385108428,-206461.0
t68,151128.6002588216,369585.7015737454,-0.1246872446283168,114815.99333480513,-65611.93463476306,17643.009173167564,0.031889452656590475,-3974.02054706778,-177.2563560993868,-583410.0,27097.26858150988,105.31943655313904,-0.02071424906363341,18862.546279155627,-4162.234693168928,5599.654927574636,34884.522661189934,1229.8531782206321,-39.909653406553076,-83577.0,110565.04617666166,14828.118383839057,-0.08121972024595824,51831.65930585757,-23269.463433627676,14037.52513578295,38916.37499019096,2744.167368847148,-137.34670269283373,-209516.0
t69,142846.50820822938,367919.94416613743,-0.11917523407877402,104656.89157683353,-63277.95760146602,17155.980626628498,0.032192472611174264,-3974.0234836092422,-177.2565051957153,-565150.0,19613.313058573774,105.17796762164217,-0.021888949832477304,20568.814602377865,-962.0203643373411,5691.31097607594,38738.48134683726,1229.8539778000206,-39.90967281996546,-84945.0,64252.4327978736,17043.067035990836,-0.08656632451010732,58297.16883707849,-3079.741888758934,13814.417021631882,53251.920093957764,2744.1695058092214,-137.34683237574984,-206186.0
t70,153542.44739566947,336505.42069799453,-0.12272786564950626,86654.83601594943,-67224.78218781605,15943.446350251786,0.03199384685472201,-3974.0211524965434,-177.25638037236826,-521270.0,22295.1314737663,105.12822888268079,-0.02221309245331026,17048.265912858136,-2631.976054999044,5352.424973423355,36528.1031389244,1229.854222111551,-39.909678781096005,-79887.0,63951.33493028815,17153.074526577722,-0.09094591117119523,62629.57380206769,-2924.301106035616,14067.341068487722,52477.24750001704,2744.166930384992,-137.34670159127225,-209961.0
t71,157280.93824506755,303981.42362802755,-0.12491971482089982,69685.02924908361,-69085.88928647863,14590.866695628349,0.03178691826608859,-3974.019107598162,-177.25628542839655,-472301.0,22232.197534486957,105.10606776044797,-0.022826305633633498,14394.267871018594,-6842.207890437993,4894.9489423116465,37084.76586982315,1229.8541110461404,-39.909676468130776,-73059.0,61482.364474921655,17617.919651812805,-0.09251550204346372,59085.39134708444,-3125.0912010171364,13721.151251184467,53405.53860792467,2744.164996552022,-137.34660896026577,-204794.0
t72,153366.75865168907,278310.26443736244,-0.12355859840553281,51833.287253143906,-68157.94488210141,13270.002308937912,0.03146340336471311,-3974.0193521602073,-177.25631608913147,-424471.0,18377.854281791726,105.08755041298053,-0.024258388676803206,11451.287840763547,-8655.242538537634,4420.789902387254,39092.30303956611,1229.8538599031494,-39.90967468949041,-65982.0,54739.73541480649,17446.720860505262,-0.09250432249094058,49704.59193557731,-4241.444781656631,12740.33792005554,57158.33230809218,2744.165492257058,-137.34664139964107,-190155.0
t73,48936.40561969904,372072.8900455532,-2848.583756896851,23235.02038833436,-65771.62642522345,0.00019646697433980582,1.8682055193034233e-5,-2774.812544513049,-163.2935369682076,-372686.0,64275.42778307773,5.095517938935702,-72.82792990310513,2632.681727091773,-15754.286260879546,0.00017489753625539754,1.993817776967059e-5,29.815372609924736,-25.90639752328315,-51090.0,147760.5839559609,16663.462244870312,-0.013805817158806794,20174.136762577637,-48155.77942770729,0.00022294990881514232,2.0215284104594284e-5,2744.997171903124,-137.38713944492446,-139050.0
t74,49152.51781783607,361505.17559839145,-2797.5073588063756,18803.6200083651,-63835.19059718474,0.00019624186679435037,1.8690449091837105e-5,-2772.3182356972056,-163.2974426463977,-359893.0,61567.7592265866,5.342593050942518,-71.15342337046722,3487.6513327678867,-13493.010677490362,0.00017458182693492807,1.9896331841119098e-5,27.321064628504928,-25.910303516922525,-51498.0,145641.77894059327,16758.815565093424,-0.01380957670667661,14218.89029639063,-51043.08126062128,0.00022064182359013738,2.027699768057726e-5,2744.997171068701,-137.38713912947517,-128184.0
t75,49482.35309946801,351492.7813099446,-2734.938676629134,14243.64258242134,-62270.68678935418,0.00019598451399319722,1.8693789112147654e-5,-2766.8502988038863,-163.30143619373465,-347283.0,58229.42589238467,5.592522479942561,-69.41724896855,1883.7288100543537,-11393.268994171849,0.00017358765276848234,1.9876050634299546e-5,21.853128878591406,-25.914296986495458,-48652.0,147533.89254809107,16851.71096695794,-0.01366338327680301,12084.415844065254,-56228.61596121944,0.00021972585906595367,2.025564583200313e-5,2744.9971699252947,-137.3871392072392,-122849.0
t76,50452.47771345771,329015.28467673034,-2609.363239638348,14971.12081076655,-43392.71219988312,0.00019603777479948933,1.8674844544796684e-5,-2765.5000975200883,-163.307872753405,-345508.0,55123.277415577526,5.833073715546186,-67.62768086595717,1453.0666276121185,-8742.131818123114,0.00017290181024634389,1.977952633172073e-5,20.50293029008776,-25.92073352558336,-47767.0,147553.8467155938,16173.43089414538,-0.01344202343457735,12333.772374472743,-55363.64680471938,0.00021934846291719922,2.0174862650997382e-5,2744.9971672300003,-137.38713922782165,-123305.0
t77,65273.66322675953,299353.0629497587,-2299.632987913622,11421.16898758819,-24897.370239434807,0.00019970557834929004,1.8773084648337667e-5,-2751.5750933036124,-163.31705560703574,-345936.0,52665.35408209237,6.084234784578805,-65.77925028998602,1110.6531598065221,-6164.960446788231,0.0001720663064386413,1.968409502169503e-5,6.577952324364446,-25.929916773298565,-47532.0,142640.86321429902,11299.477733909065,-0.009245702813850194,7024.605624307456,-47984.547561730666,0.00021728576977941188,2.0093664957174486e-5,2744.997140979248,-137.38713883373717,-115588.0
t78,67560.20892045608,298302.29958482936,-2022.5664291294283,12459.46225092608,-16643.06898040875,0.00020733482371762418,1.926656201230497e-5,-2736.006687843329,-163.32887910268997,-356757.0,50207.76416735896,6.395456282747107,-63.813154483285956,606.6106284350781,-2947.0272063572515,0.0001727826712532663,1.990923656359295e-5,-8.988277104359668,-25.94180059996352,-47775.0,133905.03737739686,0.018211044936058286,-3950.878886317198,5644.672699415734,-23786.45749777908,0.0001951330878121136,1.9650002683900265e-5,2744.994964947689,-137.38707850272644,-114420.0
t79,57084.986837415985,321534.45469360467,-1850.2478432998041,20013.68211931494,-13043.071181571295,0.00020485829188433526,1.916984635417376e-5,-2746.4363394239117,-163.36850385184002,-380830.0,51736.57873481262,6.644158048334888,-61.84538790762883,869.6113892408287,-2624.44911974343,0.00017261895990924913,1.9782458790566452e-5,1.4414679534907577,-25.98142858176618,-49902.0,130734.11542546393,0.03339501745950182,-3983.3278099964286,4338.3796663448775,-19832.808683052717,0.00019466186195771207,1.9612547514609135e-5,2744.994871470421,-137.38707527007384,-113864.0
t80,215204.5860841576,168116.36202100868,-1761.8074381057004,29108.220311695168,-7767.065557139973,0.00020166874330543173,1.9025219224257794e-5,-2763.835489552556,-163.46014668448132,-399973.0,53091.6141126355,6.990589248908784,-59.727674613337896,1588.2466727398603,-2336.891470248439,0.00017360932709788147,2.000330866826954e-5,18.84065356008057,-26.073071792597155,-52283.0,121364.22282364586,0.05159099071802624,-3961.208252361178,3690.6574921037154,-8986.331624977696,0.0001949243819601892,1.9614654147136766e-5,2744.994835992475,-137.38707489188417,-114715.0
t81,565689.9216493662,0.006021232445687658,-160174.10579768172,39106.95813391934,-22435.484111258047,0.00016765923163536103,1.8666538184709526e-5,-3974.995473857314,-177.300601675095,-418035.0,53407.87531815695,7.323781486987469,-57.55373655240079,2506.5185240147043,-2506.2483843976465,0.00017378020821757795,1.9905393941794184e-5,1229.9977542907925,-39.91344522935588,-54548.0,122289.55088645646,0.24761252560867006,-3975.862988910911,6574.513171582128,-7256.059455556737,0.0001954625005901624,1.9547879310804814e-5,2744.9977195665215,-137.38715644573912,-120240.0
t82,1.0037434780666186e6,119947.54551816374,-716723.8676794699,56570.798771008216,-16650.658749832222,0.00016574262945840977,1.8767505539050236e-5,-3974.995502747024,-177.3006013588684,-442735.0,56519.95994067449,7.687687896695338,-55.21651307144226,4092.2255268502554,-3379.741311880191,0.0001748045174085439,1.993379851239738e-5,1229.9979285968122,-39.91344820742015,-58375.0,139339.07946651682,0.011892151616191081,-12023.083831099573,8160.489719985746,-11311.107865231219,0.00018245314010674767,1.9136233242825185e-5,2744.997574150212,-137.38715315144825,-126773.0
t83,1.3623115114169132e6,36652.43663378567,-986423.3304130513,74905.60994033553,-17201.931484186847,0.00016221073165605243,1.8595280360428938e-5,-3974.995662876706,-177.3006045590087,-466092.0,60566.970631946664,8.067715661967801,-52.695746516851905,6409.267338441756,-4410.694684451769,0.00017634052892447131,1.979000406380494e-5,1229.9980053945321,-39.91344964304108,-63711.0,154317.6766300259,0.32639189515177075,-25807.613453220016,10952.514876853807,-10126.515145194833,0.00018275757312770686,1.919813738697872e-5,2744.997657482174,-137.3871549159676,-131944.0
t84,1.5583758008128041e6,0.011210537427910769,-1.0231851338868405e6,65443.11304311138,-110559.50146387567,0.00015333793713096097,1.832283480658785e-5,-3974.9961629765303,-177.3006153437861,-485922.0,65166.71246531713,8.506008585560595,-49.88653146137824,8441.248656569407,-6215.665586043329,0.00017767323576730538,1.9748470814877978e-5,1229.9982506655974,-39.913453692800644,-68541.0,151795.5344061794,0.285034411894223,-25537.629273605417,17662.645600276872,-5121.446715429174,0.00018334469190950224,1.9186717657188605e-5,2744.997912310933,-137.38716165098546,-141407.0
t85,1.6343286358569614e6,123.3459614110192,-1.0230617974896202e6,68403.62009930886,-167304.50836662122,0.00015493921965250223,1.8362707075580152e-5,-3974.9961472553114,-177.30061503856848,-508337.0,69728.88496325514,8.99430600923251,-46.72837313979907,10366.144514256284,-8149.380391806048,0.00017814763647504007,1.9648852341532144e-5,1229.9982446195993,-39.9134535713458,-73098.0,170499.47095977186,0.27831056108103003,-26032.408041313196,21792.44080366417,-16560.39297224307,0.00018451398911213695,1.915787232889879e-5,2744.997902635712,-137.38716146722268,-152307.0
t86,1.5901700105520904e6,146.3510720777899,-1.023038786432376e6,81298.09343077056,-123195.36725608817,0.0001547022192362007,1.836004255935127e-5,-3974.996155138642,-177.3006152795414,-521228.0,74504.88085359156,9.53736150896168,-43.22870246989911,12849.535022728418,-9995.809525519035,0.00017889279050263676,1.9661287042430224e-5,1229.9982522940109,-39.91345372356316,-78515.0,199284.85693054087,0.2920691831125948,-26013.538252072638,24435.55344731381,-38419.7751354518,0.00018528335405170796,1.9165952025317287e-5,2744.997902844631,-137.38716155597825,-161895.0
t87,1.4241335865495473e6,48589.89935533011,-974595.240009388,90331.76816578614,-60794.718038636805,0.00017212164251581422,1.9449283209801208e-5,-3974.99560417089,-177.30060358116785,-523513.0,79078.61351029917,10.171851227801932,-39.47292019001728,13550.040464000545,-12151.437636953968,0.0001795547600820336,1.97889069932464e-5,1229.9979877774,-39.91344933603539,-81638.0,211132.49472071248,0.29359427469430244,-25983.608673165963,29161.268934533044,-45772.059238005284,0.00018591335105023685,1.912730417157164e-5,2744.99761639349,-137.38715424513245,-171146.0
t88,1.1291539716866005e6,212539.48754768205,-810645.6517770246,88379.4088411793,-89958.92025672535,0.00016822616181069703,1.9094030028974577e-5,-3974.995618509138,-177.30060387922447,-525316.0,82432.512375177,10.91039988077232,-35.593536765610416,14052.792253878019,-13496.706229085426,0.00018059515199146447,1.985376758625547e-5,1229.9979922050286,-39.91344945846287,-84154.0,207515.28902132454,0.2941982852427593,-25853.3243679071,34704.19158743221,-39711.061111160256,0.00018659449883356473,1.9141224868245767e-5,2744.9976263041094,-137.3871544207616,-179263.0
t89,694633.1035773489,447541.2223932649,-575643.9169210293,92677.63318918849,-120078.74617772888,0.0001666153843294907,1.872151470552639e-5,-3974.995635630503,-177.30060414537198,-534977.0,84850.54353131681,11.787777769218437,-31.89698328600129,14885.35085099522,-14637.869922098567,0.0001807960539686465,1.9889269942858572e-5,1229.997999906967,-39.91344946407697,-86268.0,201025.54277138883,0.2968511744172482,-25347.50001176296,36372.70643544771,-34264.65672745764,0.00018662777393887786,1.9133500329426576e-5,2744.997635723536,-137.38715468129502,-180394.0
t90,271170.02975359507,201486.88002614054,-2205.533468114588,105971.1291225791,-42990.51771233948,0.00019953361114999249,1.8789891336687102e-5,-218.8935991394929,-113.09433508850712,-533100.0,87554.94762527205,12.891700846589293,-28.597922994645277,16484.576247855242,-15751.719792442093,0.00018111238660989203,1.98921620146726e-5,48.856603370388996,-25.95465742833298,-88295.0,212212.79324118723,0.2823386250941898,-25061.300479283822,37270.194316902576,-42334.86693656206,0.00018781696144477372,1.914039025959286e-5,170.0369957691039,-87.13967766017414,-182170.0
t91,63603.91067533948,432946.9373031356,-2320.223828660884,111112.36731479806,-53874.81904692641,0.0001998042722688064,1.8704250458822894e-5,-1707.5237173763471,-134.6489130074738,-549626.0,80203.70620531526,14.554204690202386,-25.883359696110702,15893.344665565559,-11004.646458542222,0.0001804247735855097,1.968387138296657e-5,67.92950425825717,-26.004955248048276,-85123.0,194059.76940753637,0.27712476224464194,-7945.355107130096,40934.16319109962,-43731.80507309841,0.00018826075672047457,1.9142924492375917e-5,1639.59421311809,-108.64395775942552,-184848.0
t92,44479.6908558955,470686.1941838109,-2402.6430700989,117874.81161063857,-63021.66812080107,0.00019952564069694196,1.86493352399446e-5,-2837.964272633181,-163.42139926098787,-564615.0,76700.43778536678,17.231353959837683,-23.606887981784975,19207.37547053427,-7167.370762106602,0.00018028595766581503,1.9516197415607632e-5,92.96710739629424,-26.03426057636335,-88801.0,125672.28269079661,19334.449642865962,-0.0138029795363858,51744.339215186104,-11716.668012630193,0.00022507187057985053,2.004070216031963e-5,2744.9971652368868,-137.38713868462452,-187642.0
t93,47214.24947897408,454344.48927395424,-2442.3220613015997,105698.06140209945,-62576.44607729962,0.00019932214062633194,1.861216546967902e-5,-2838.6243005260585,-163.4079280509963,-539236.0,75004.71724174003,22.468332694059523,-21.48249200530253,19558.218696790795,-6366.5283094546385,0.00018212893367690732,1.9738204817221488e-5,93.62712364678714,-26.020788656609525,-88265.0,108101.45368472977,24813.23037266336,-0.013350722529287644,55970.41834389511,-2812.6993304926345,0.00022766901122080202,2.012824073613304e-5,2744.9971768792716,-137.38713939438676,-188680.0
t94,47436.738262146835,439563.7775932571,-2479.762279208379,88640.88875470952,-67228.18738960019,0.00019751124790827297,1.856341576740806e-5,-2816.0796625602943,-163.37548886806044,-502954.0,76832.80706946467,30.07536254682352,-19.659637632426893,16149.105888942187,-10142.423015173388,0.00018153358566869008,1.9813801708033234e-5,71.08248657862902,-25.98834950860686,-82895.0,110546.08494662007,25306.776791346918,-0.01337747231829913,62737.88837681234,-2675.3470176344786,0.00022845917971896364,2.014479560573059e-5,2744.9971759816654,-137.38713935945358,-198523.0
t95,47798.40180403176,418721.49835439323,-2495.918877184508,72075.38447341078,-69108.15677296247,0.0001968471220315526,1.8570762653228954e-5,-2808.8360716680486,-163.3731189072971,-464019.0,75731.9429696592,41.45455676021746,-17.738956727151816,13608.62967037001,-12058.141347739314,0.00018040648750544008,1.980234424688295e-5,63.838893680621936,-25.985979533297538,-77344.0,110040.60727858648,25291.099568367033,-0.013345335189688818,59904.513315125194,-2757.8170985980278,0.00022787944011762643,2.0124931546154565e-5,2744.9971779874268,-137.38713937399956,-195086.0
t96,48130.650258254194,395120.71746907005,-2491.787156664784,51991.66704245145,-70136.82779484494,0.0001957868324409677,1.8578672777726186e-5,-2803.0480730778336,-163.37195322571748,-419648.0,71888.84571453594,30.180116307241686,-16.877322942266655,10997.170136011302,-11793.384919276117,0.0001787395598275687,1.9760462260176122e-5,58.05089725744716,-25.984813714544202,-71138.0,105905.33175843641,25149.89666634371,-0.013268533658966138,50837.96232216371,-2771.7877564707082,0.00022613661945109715,2.0092343258065252e-5,2744.9971758203865,-137.38713951117327,-181729.0
t97,229210.9820463979,50082.52364908978,-0.04073811983961082,63841.962634025156,-109461.65330577531,35557.699611985176,261480.5322272116,-0.0005633044822604127,-0.005554444096906956,-530712.0,78760.47377805036,105.0567772109547,-0.08696980662081392,10431.500396330672,-17760.398524492033,5267.491543877777,1815.9667158561817,-0.0010079813131442586,-0.0027018833307858097,-78620.0,81545.75553126099,8176.443878880684,-0.03107698478541429,46014.264646953365,-9775.552157398099,13087.374796973074,56285.745665817674,0.0015712857954046713,-0.002852560766121146,-195334.0
t98,222807.63255312108,40989.37204633007,-0.0412641992510253,47146.58271626795,-114208.03815355756,33115.884582050014,264415.61322493496,-0.0001387331737986927,-0.005559176473047541,-494267.0,73584.96213459055,105.05580733929268,-0.08662201824403212,7570.26395392083,-15655.702031049701,4840.098890480571,1796.41186570144,-0.0012886677021844012,-0.002702878367184855,-72241.0,80123.79192368365,6544.334169876204,-0.031080491818643335,35082.610981491045,-14011.602255356083,11907.437760629786,58076.45993323563,0.001427400875983094,-0.002856298105862686,-177723.0
t99,216280.42884592316,35592.10746685992,-0.04063837890790856,42458.862481816,-108853.2808840569,32328.09859244148,264702.82997447584,-0.000265014244143269,-0.005567170742495964,-482509.0,74641.2793457719,105.05639439986186,-0.08615018929758464,6233.0126489908025,-18068.696201372913,4638.965258805066,1689.472807850067,-0.0013958223958595792,-0.0027012984543064063,-69239.0,79481.28924497013,5386.78393840764,-0.03097704337172675,24071.92613940319,-20491.80309961686,10688.774746026025,60397.06121694633,0.0016608366400028482,-0.002865872288189558,-159534.0
t100,204625.9913810835,30889.616271482788,-0.04060685897351786,43337.90409943552,-94320.73908629915,32297.345568794422,265219.9293275276,-0.0013700219223176414,-0.005578248686237526,-482050.0,67112.91526624029,105.05553565375557,-0.0870917772613736,6426.468912210586,-11299.750343093376,4611.026692331454,1866.3743985580545,-0.0006626135465651467,-0.0027004323944636944,-68822.0,79121.63404668726,4709.079614029777,-0.03096750069125256,16107.082347230207,-28821.718235208027,9636.204729939223,63071.749313918,0.002032635468882788,-0.0028778162917738317,-143824.0
t101,184342.617451706,30324.514961741294,-0.03982327314662419,40572.87568197091,-74686.59257772056,32411.78157597705,270792.8489290788,-0.0006180660529360588,-0.00557508763929067,-483758.0,68714.06150788198,105.05598455954443,-0.08838516401349755,6410.339130841037,-12406.88051289765,4639.099542753294,1779.4167329307516,-0.0012914578068931662,-0.0027023698488302045,-69241.0,81873.71882586692,4437.215401336586,-0.03096576866281266,12642.804566043193,-34440.09701611118,9208.275718632754,63715.114437109165,0.001909523859829225,-0.0028727177904604656,-137437.0
