Zone,1,2,3
t37,-3.0533341850051045e-7,-3.208230134771688e-6,-1.3422203399712019e-6
t38,-2.958053122355459e-7,-2.9574619552907036e-6,-1.2643634583611498e-6
t39,-2.8895781137933996e-7,-2.8404609328414877e-6,-1.1940472066505766e-6
t40,-2.792193054131285e-7,-2.758188518324296e-6,-1.1513617206279688e-6
t41,-2.8119467192615365e-7,-2.598130096187188e-6,-1.119015733170157e-6
t42,-2.931951545781777e-7,-2.3880854135759667e-6,-1.0601461164263678e-6
t43,-3.320153126249509e-7,-2.4038646770149413e-6,-1.0519296353494774e-6
t44,-4.0603068843775504e-7,-2.7491928817684306e-6,-1.054859132777645e-6
t45,-4.692711943433662e-7,-3.370142189569533e-6,-1.1208066617734832e-6
t46,-5.1698481571243e-7,-3.846530993343157e-6,-1.4078810427110149e-6
t47,-5.779307076725845e-7,-4.447802521038288e-6,-1.7932940197264492e-6
t48,-6.449631988544621e-7,-5.446400032942696e-6,-1.915882340949383e-6
t49,-6.058332657152935e-7,-1.1477403488536614e-5,-1.8592054991664069e-6
t50,-6.582170885924979e-7,-1.699373886864997e-5,-2.1145708842184793e-6
t51,-6.828356684810781e-7,-2.565959824457315e-5,-2.229840115384093e-6
t52,-6.914113936316748e-7,-2.920272119079222e-5,-2.2634155799435355e-6
t53,-6.987096217200714e-7,-3.349364492889962e-5,-2.167045441166666e-6
t54,-6.926832054147473e-7,-3.1053620826245246e-5,-2.1455387638729388e-6
t55,-6.691732863970236e-7,-2.681528658635131e-5,-2.160650682959109e-6
t56,-6.425234104491911e-7,-2.3293116454213902e-5,-2.1752297907417804e-6
t57,-5.96569596109145e-7,-1.4235134379706671e-5,-2.1423965329438036e-6
t58,-5.448878905469935e-7,-5.565068942548968e-6,-1.9484169455364283e-6
t59,-5.096202463595834e-7,-3.8067628751699434e-6,-1.8552826232557006e-6
t60,-4.7472939735533763e-7,-3.4623674598119326e-6,-1.6841168993738593e-6
t61,-4.4312100831559475e-7,-3.239319294469659e-6,-1.5254842887105325e-6
t62,-4.2885290681834594e-7,-3.074198298760597e-6,-1.3916639186143864e-6
t63,-4.237611798077598e-7,-3.0446268775382484e-6,-1.2798957211930425e-6
t64,-4.224016047477652e-7,-3.0543046724688197e-6,-1.2123268732370589e-6
t65,-4.1250844399333385e-7,-3.0809080159658712e-6,-1.1722350847317494e-6
t66,-4.140859106791272e-7,-3.4461926888751187e-6,-1.1365511305705654e-6
t67,-4.080984076048457e-7,-4.615319938732678e-6,-1.2039745526886164e-6
t68,-3.9784835124908823e-7,-5.2121127489931424e-6,-1.4454253139928746e-6
t69,-4.1450063426469016e-7,-5.545256197440431e-6,-1.6324472902845531e-6
t70,-4.485407264998593e-7,-5.876995770019093e-6,-1.5781978729234898e-6
t71,-4.946179617544312e-7,-7.226880378915976e-6,-1.6417606868722102e-6
t72,-5.512066441105224e-7,-9.990631185776094e-6,-1.8663389011477173e-6
t73,-4.666260162424626e-9,-3.4082107960385455e-8,-1.2512033045810146e-8
t74,-4.813777450110059e-9,-3.376578675221058e-8,-1.3650805502020018e-8
t75,-4.984012803575615e-9,-3.5717424954130083e-8,-1.421672581971576e-8
t76,-4.9994507448107564e-9,-3.6309555725258785e-8,-1.4125819309338456e-8
t77,-4.992130448010472e-9,-3.644241097259889e-8,-1.5060698733428337e-8
t78,-4.86307218055145e-9,-3.638054654705425e-8,-1.5280020635526324e-8
t79,-4.548734782643856e-9,-3.477273990390214e-8,-1.5346182783175936e-8
t80,-4.326155823917816e-9,-3.347543613324313e-8,-1.5208096088207662e-8
t81,-4.1370835306131184e-9,-3.2051454062733126e-8,-1.448597066639478e-8
t82,-3.912475045983215e-9,-3.002158698550791e-8,-1.3732328535369822e-8
t83,-3.7349053544292515e-9,-2.733286038791042e-8,-1.3326767086937496e-8
t84,-3.5959602676050803e-9,-2.5475481481208314e-8,-1.241086679333156e-8
t85,-3.429046479030613e-9,-2.3888636804422954e-8,-1.1490232947029538e-8
t86,-3.3448848964931885e-9,-2.221030567735913e-8,-1.0799985415607741e-8
t87,-3.3244794161737044e-9,-2.1434835080517023e-8,-1.019560372690134e-8
t88,-3.3213144840524208e-9,-2.0798569965793476e-8,-9.790104946281929e-9
t89,-3.2533443155987486e-9,-2.0312194218674832e-8,-9.723096252427901e-9
t90,-3.247425073417768e-9,-1.985114604315489e-8,-9.60463708083971e-9
t91,-3.1244729977399703e-9,-2.0436277000798356e-8,-9.440312689940332e-9
t92,-3.0376802887638386e-9,-1.9536534218064584e-8,-9.321190304817813e-9
t93,-3.212161704881976e-9,-1.976927735197415e-8,-9.244480600425188e-9
t94,-3.44388699357872e-9,-2.106626523493016e-8,-8.772488395301784e-9
t95,-3.7206593191996603e-9,-2.2545858208553345e-8,-8.902443948233909e-9
t96,-4.118840196912122e-9,-2.4444732145047042e-8,-9.528040104126947e-9
t97,-9.92024407306814e-7,-3.1831592860411474e-6,-1.7979812700425605e-6
t98,-1.1817859554996336e-6,-3.4647920428863717e-6,-2.1015093931108772e-6
t99,-1.2475694332725575e-6,-3.6172912565693346e-6,-2.5653856412273563e-6
t100,-1.2452169379307913e-6,-3.646833640225954e-6,-3.190111388972522e-6
t101,-1.2596214400062414e-6,-3.6171997091173966e-6,-3.5200053769368246e-6
t102,-1.1862972413636757e-6,-3.580801914236837e-6,-3.5680667609051067e-6
t103,-1.1400278180557068e-6,-3.4698961839849323e-6,-3.590500063158455e-6
t104,-1.0446730913955714e-6,-6.268918466201587e-6,-3.862187791280445e-6
t105,-6.586575344792754e-7,-3.345960511295364e-6,-3.288072263632896e-6
t106,-4.275277348334393e-7,-3.924446918434523e-6,-2.7645952167861704e-6
t107,-4.253017714492457e-7,-3.5461976337017653e-6,-2.3050526950015765e-6
t108,-4.1981036926575427e-7,-3.334420273338326e-6,-1.4245502693204662e-6
t109,-4.1029798764333647e-7,-3.1529216987128863e-6,-1.3689534960212146e-6
t110,-4.0690506912797476e-7,-3.1266376572968312e-6,-1.3204451318526704e-6
t111,-4.0742632270034536e-7,-3.277764784258596e-6,-1.2729453776570349e-6
t112,-4.978876677828306e-7,-3.348444091164408e-6,-1.2418899667028901e-6
t113,-6.20384235119558e-7,-3.4454369246581715e-6,-1.2303036307936442e-6
t114,-7.048265818785508e-7,-4.039080323413295e-6,-1.380033273643082e-6
t115,-6.493968022229714e-7,-4.869057506724965e-6,-1.6213525586081497e-6
t116,-5.395938985160002e-7,-2.7375569028402452e-6,-1.3930205049150098e-6
t117,-5.61106784192908e-7,-2.6778155177708502e-6,-1.334219033120109e-6
t118,-6.050007215676765e-7,-2.7799139542785746e-6,-1.2674701209842211e-6
t119,-6.697636589509618e-7,-2.9552022880571577e-6,-1.3047319919441682e-6
t120,-7.855967541538293e-7,-3.2033388487571837e-6,-1.422957357314992e-6
