Segment,1,2,3,4,1,2,3,4,1,2,3,4,Total
Zone,1,1,1,1,2,2,2,2,3,3,3,3,0
AnnualSum,6.022387798682176e6,933090.788506437,958958.6042860836,119870.3750706828,1.3027448050759437e6,227409.6813087966,136446.7801520608,17056.294678709422,1.6748224410686304e6,321228.96763444203,218446.50554440732,28258.17072260865,1.1960721212730978e7
t1,1.0201450261042783e-5,1.247543423859599e-5,2.291149361421502e-5,7.103985038538758e-5,1.0527738599186731e-5,1.4133336956707853e-5,2.5459908686296843e-5,5.883673680048935e-5,1.0621698528359398e-5,1.3679076735184871e-5,2.544190766657078e-5,6.350899576271251e-5,0.0003388376282347497
t2,1.0209080943389176e-5,1.2532230382788914e-5,2.309093443420671e-5,7.04162940447721e-5,1.0425730802252485e-5,1.3965887193333497e-5,2.4788051647910446e-5,5.479120258828537e-5,1.0623296845070956e-5,1.373626015023407e-5,2.5503767994185177e-5,6.269267972790337e-5,0.0003327754167543323
t3,1.020976855160795e-5,1.2571480280276475e-5,2.3214129145490907e-5,6.990930278590073e-5,1.0412907238156885e-5,1.3988355435930346e-5,2.4703942344036967e-5,5.457736719172072e-5,1.0618049650740461e-5,1.3785013045756538e-5,2.5533014885711263e-5,6.205876665710884e-5,0.00033158209721243816
t4,1.0211893831923693e-5,1.2591356462660064e-5,2.3270603206230292e-5,6.965935638088734e-5,1.0403467099897534e-5,1.399352685289661e-5,2.4617968540305545e-5,5.439543921455383e-5,1.0610775408474292e-5,1.3815041291815693e-5,2.553519366465811e-5,6.155869738997573e-5,0.0003306633193442787
t5,1.0188652359718796e-5,1.2573755656592006e-5,2.3226893818164876e-5,6.937706733120278e-5,1.0360459515543135e-5,1.3942420629381716e-5,2.4494328668579453e-5,5.4285439271468754e-5,1.0564990987735393e-5,1.3803105042036077e-5,2.543919625129216e-5,6.112962623003607e-5,0.0003293859357617512
t6,1.0250576788036922e-5,1.2639704372047367e-5,2.334388685893483e-5,6.991746320233393e-5,1.0446714136779471e-5,1.3978980787343626e-5,2.4611540381110487e-5,5.4330060777474345e-5,1.0633820200531641e-5,1.3868179505760313e-5,2.567180003688874e-5,6.111303753106553e-5,0.0003308057645783071
t7,1.0297264488989126e-5,1.2649746804980439e-5,2.320454820188769e-5,6.991500502376226e-5,1.0502024484498578e-5,1.4082254432268758e-5,2.4928788455626247e-5,5.632815847008294e-5,1.0625713718532008e-5,1.385598064348959e-5,2.5613172766319517e-5,6.098641544683658e-5,0.0003329890729372737
t8,1.0340475103019154e-5,1.2678906302232538e-5,2.3069462733406763e-5,7.058567362784514e-5,1.0431472650347902e-5,1.3957126009357005e-5,2.4674619552188847e-5,5.46481201907417e-5,1.0614636972580464e-5,1.3832828304956412e-5,2.5542844644994297e-5,6.0932061996063555e-5,0.00033130822808773375
t9,1.0348228750627766e-5,1.2650711436054317e-5,2.280636205130113e-5,7.158755375255983e-5,1.0408120224432829e-5,1.3894053686626931e-5,2.4833561497226655e-5,5.520996378195485e-5,1.0605494182314718e-5,1.3800290243418934e-5,2.5526271725151968e-5,6.126715967950784e-5,0.00033293777101117775
t10,1.041186640928864e-5,1.270324201407694e-5,2.2894360288710773e-5,7.288752978354168e-5,1.0389286752708069e-5,1.3838131080057275e-5,2.488429186479908e-5,5.569599482646302e-5,1.0573647090209402e-5,1.3691366533128405e-5,2.5312252729446733e-5,6.120290783768879e-5,0.0003344848772101188
t11,1.0411193600423313e-5,1.274365096576973e-5,2.289582397102251e-5,7.401510803147686e-5,1.0461010141295158e-5,1.3819883389510406e-5,2.50455649362715e-5,5.5900131028985395e-5,1.0543116373972222e-5,1.3594521505149207e-5,2.5087027123829823e-5,6.0133436714497236e-5,0.00033465046778220336
