BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t9,762453.5060938473,225076.4565562201,-485810.69424669497,57827.214908170085,-47287.10104723496,0.0016401231930909632,0.00010697806889398757,-1515.0887926220437,-177.2951892402215,-510567.0,10406.010812334858,78499.87911364442,-19076.473554049884,7718.55635197048,-4512.237058393464,0.001592029505121521,0.00010541517108246374,-1229.8269598207137,-39.91038123457586,-71766.0,57873.27666906401,81042.64991967002,-23988.181433015758,9500.468565722822,-3832.7463824814618,0.0016389482602585984,0.00010788338142865889,2744.9157524427574,-137.38480800564565,-123203.0
t10,1.0306649201064801e6,253422.68343267898,-742972.6426287595,58888.96405058265,-46663.80021565018,0.0016481215315925916,0.0001073769568924435,-118.6756008543432,-107.45087042749813,-553114.0,11883.016668237722,89616.3945848946,-14315.500084488898,7128.074257249951,-14314.259029438002,0.0016130408615809152,0.00010556685219878979,-1229.8175787215348,-39.91051319141941,-78728.0,92889.7526809323,59942.31077611452,-33711.866836303525,18235.089434712878,-5147.240585675905,0.0016299027516512407,0.00010757830386176917,1348.493179575878,-67.54035723607872,-133489.0
t11,1.2183904914239238e6,254342.28660153082,-886117.1539148082,62387.18397962963,-56506.05832000604,0.0016641681443412889,0.00010792624987668531,3974.5396118502385,-177.29112257503812,-596294.0,14767.081336010879,90163.67965299553,-14169.366907342299,7551.139381512809,-13249.809169107391,0.001663804764680949,0.0001061953427929164,-1229.8154625638833,-39.910578773759774,-83793.0,129865.98053073687,57718.8333153345,-55190.76205346176,22734.57492338899,-8243.523749856873,0.0016493208941277082,0.00010806229170550884,-2744.7241492863554,-137.38054380127835,-144003.0
t12,1.340948938844946e6,252517.84301664832,-926164.7311944945,68735.92181517568,-95727.22130974433,0.0016606339086086806,0.00010788165077705078,3974.5381195287937,-177.29103228070954,-644108.0,18627.136411709627,89217.16642675083,-15247.77050958839,8955.554275496603,-10897.361535777498,0.00165745859122502,0.00010603558274498639,-1229.8162374618744,-39.91057189149268,-89385.0,159006.50426390217,45374.73418909894,-64584.429797819175,21887.955638516094,-9042.663673109204,0.0016457173363484913,0.00010784153340521807,-2744.721882066919,-137.38046038921686,-149760.0
t13,1.3783039817970472e6,251393.9629123185,-925467.497271892,79647.47636526705,-103579.1709215103,0.0016600678027576174,0.00010776353844644912,3974.5364025386366,-177.2910199630757,-684096.0,20674.85098890919,92089.79871820677,-13954.466297084406,11276.049519780463,-12715.505827608327,0.001656982327542465,0.00010591888073356428,-1229.818205986704,-39.910636386199585,-96101.0,188532.29249005474,43810.281472544215,-65977.62163696648,17432.517048209174,-26801.372523088554,0.001654104418738577,0.0001077991277443244,-2744.7181965519326,-137.38038357687614,-154114.0
t14,1.3230182327339712e6,251287.55264555864,-873777.7995851609,87208.80275654202,-87333.34601127608,0.001656764852885346,0.00010755213098260198,3762.0058486734088,-170.45011847937408,-703995.0,21747.50024328446,91283.76207200887,-14537.291479892632,13352.964307012262,-10113.58077391207,0.001658891323315972,0.00010589089202358255,-1017.2863747716002,-33.06973577950691,-100683.0,206914.60801001047,43673.31699903732,-66139.47399852608,19403.699449508196,-38504.052340020986,0.0016605359934406029,0.00010774840110623616,-2744.7194739018087,-137.38038269986717,-162466.0
t15,1.1914277998772028e6,251976.40419321024,-724544.6583946445,92492.63280226132,-97101.38908255668,0.0016576126573611817,0.00010745529968711008,3758.547113507726,-170.33824324724083,-717839.0,22975.164262208647,95804.4622228621,-12051.635924823186,12653.81068503698,-15682.022553615385,0.0016571456588747335,0.0001058872422142349,-1013.8225227041751,-32.95790842970647,-102653.0,214987.811033922,43661.07472300832,-66174.13222694315,22629.478940228757,-41311.12928128972,0.0016606693992252857,0.00010771713469132587,-2744.724590803551,-137.38033481753436,-170911.0
t16,1.0011091003601957e6,251723.7801197429,-481729.7156025273,110601.16125963368,-136428.20210538086,0.0016688898611103657,0.00010752723656243669,3493.631073845855,-161.7568507076297,-748608.0,22487.358693006274,96190.827184287,-11906.030129998011,14961.43142959579,-16044.312640630938,0.0016849925274876343,0.000106382759770922,-748.8998023476354,-24.37650088339058,-104916.0,212341.30058014157,43771.62207988896,-65666.25457138126,25099.271722421923,-36487.82992687528,0.0016606577083589057,0.00010816043138100762,-2744.73127149822,-137.38034982423912,-176176.0
t17,757487.212841178,237609.39096645277,-157722.4424007512,134790.6697834919,-185592.36339882587,0.0016429434811531933,0.00010686675827097184,1514.8224058197325,-177.2919134475015,-787910.0,21649.86818306004,96655.3041259233,-11638.846764908963,18981.28595541003,-16517.605945668984,0.0017074887301325398,0.00010668233783803545,1229.9042870196345,-39.911630601666026,-110320.0,201304.1781419282,45244.4962400255,-63985.51866673618,27219.814000659608,-27470.864467072744,0.0016534418910877095,0.00010784813427067746,-2744.726692839367,-137.3802828458355,-179430.0
t18,488391.53445683606,289011.01378503145,-20676.472246603273,178546.4603812916,-128273.32619279361,0.001658439830740294,0.00010693874358776864,1515.083571578269,-177.2954869914135,-808337.0,20664.61201540241,103587.70018750567,-8533.146482849384,23018.057558334323,-23335.148528194703,0.0016913442119442725,0.00010634308970068935,1229.8341198612732,-39.91064417880314,-116592.0,180478.58977549785,62017.764671044824,-50844.167129881724,32171.002215651002,-32169.888718798087,0.0016465090428065205,0.00010780227423253606,-2744.917691439542,-137.38484281261034,-188771.0
t19,231554.07047644674,468233.03567966993,-37815.414914063906,168723.5549770257,-69943.97283388796,0.0016452221788790563,0.00010659350544435118,1515.0214763228728,-177.29658064646014,-762089.0,17579.17070163712,100619.22706569127,-9615.67079884733,27794.38470739365,-18554.104250992754,0.0016630516202614256,0.00010590738494756184,1229.902407446838,-39.911578137730615,-119013.0,149135.78985909693,100413.70340652493,-33077.519362793515,40768.393626112964,-49136.0603426214,0.0016278502587416548,0.0001073537346989098,-2744.9238837697108,-137.3850025087295,-205222.0
t20,68445.79127134822,617512.950421697,-67960.8471335407,112313.90437884211,-67625.1059470529,0.0016390184158214885,0.00010650792812612128,1514.5848358337676,-177.2795408060863,-664024.0,14915.048107431305,91153.42956877775,-13011.954561677045,25563.792703630115,-10496.300126332713,0.0016477263435747186,0.00010578488910490189,1229.8940859480767,-39.91150813866355,-109314.0,121034.40263379247,109483.41183310877,-8115.830033580687,52974.89598093544,-52699.035173141936,0.0016408473834436097,0.00010773358891653546,-2744.4789217818443,-137.36803266742274,-219796.0
t21,22707.305782650466,644479.0237190473,-81802.81117048024,78969.26203315546,-63118.65751853214,0.001637231048465391,0.00010648126985118708,-1295.8968196821322,-43.22773635177208,-599895.0,14984.923358846774,81124.02539981862,-18772.15670665812,18942.826224698874,-3163.686822382052,0.0017967992436973786,0.00010828689950741435,1229.9796971813068,-39.91303114189913,-94306.0,79198.09424586369,122223.93331690315,-6822.746919377646,58771.46306647919,-32978.34784018771,0.0016423363245090961,0.0001080280003068949,65.91712250082537,-3.3147052098729475,-220455.0
t22,18697.455498942454,629868.6820940988,-83373.989089258,63549.38037654958,-62069.04590133652,0.0016368030924525962,0.00010640362934810703,-1291.478155717001,-43.00653317484025,-565338.0,14722.054457645387,79913.44461194063,-21898.162531444643,14358.892374261603,-424.29758483167336,0.00176847906559681,0.00010803299023809116,1229.9798586144043,-39.913037457595046,-87862.0,46357.163089488684,126531.85882500184,-5438.292397859922,44132.942114204765,-18115.078143069553,0.0016384327439983087,0.00010787055968962007,61.498297102596716,-3.093495717245204,-193527.0
t23,18650.01409670167,600029.3740769234,-82614.94654865022,48322.922893257724,-59363.2786909313,0.0016365772827253962,0.00010649508096552271,-1288.2433105202736,-42.84422738041424,-523693.0,12689.688323371165,78749.81706309406,-22428.760343154216,11598.274147227325,-0.0948824836973084,0.0020480329067686675,0.00011165119684237201,1229.986703691472,-39.9131461902623,-81799.0,36882.76002150415,129803.49755946481,-3608.1778572472836,25724.053103991027,-21895.460048381814,0.0016281220704349735,0.00010737993881608358,58.25660682880149,-2.931081190151933,-166962.0
t24,18744.15077523429,571909.9232467349,-81783.3700408946,36024.15226876544,-59334.38816118802,0.00162757752642475,0.00010627315011189452,-1288.605089694094,-42.86469950038933,-484229.0,13041.715060691926,86152.6852009839,-19631.15895662318,7692.416378324034,-12993.644886045191,0.001561749429343868,0.00010518493726147283,1229.8970944915739,-39.91153351691973,-75452.0,34225.96282181954,129081.39397153427,-3712.0550453153855,21046.5362894902,-23202.594554383286,0.001612951887639937,0.00010742057210993093,58.70799520252008,-2.9531659834695967,-157495.0
t25,19624.320519410758,462603.284980367,-81730.74621245504,26732.73855726656,-54747.40702169498,30921.103594681725,58113.77162360755,-0.02860414562848118,-0.03739954733388559,-461517.0,12320.896238314406,80415.2429652573,-21627.513044682317,5380.12475971921,-29694.45630387745,4764.791829426013,19563.959336268996,-0.028324391973012786,-0.01743246598941041,-71123.0,39700.99862877981,105956.10048203717,-14163.357656902519,21556.667322435893,-51483.571753722776,10716.551426898324,47670.57462928062,0.05692853760149397,-0.019967081344475182,-159954.0
t26,19387.69155526574,438105.4549837669,-81612.28021205908,18729.331558262744,-48167.467746421135,29035.845244570566,57900.48485228555,-0.022646636512476642,-0.03755238022700615,-433379.0,11691.947768718434,79245.33317977766,-22097.09099502814,3052.542325168271,-18537.608636496425,4422.495649742531,8236.43448818481,-0.036345403238829954,-0.01741360431297077,-66014.0,41987.172494510065,103861.23953550587,-14948.984881168792,14942.91046667472,-54084.14461647796,9697.474149522446,43288.29403843245,0.058992039751306596,-0.020138775914035383,-144744.0
t27,19245.61541995286,413794.79774682736,-81549.46951004236,15333.889936858923,-38557.61371630311,27766.456511987068,58399.378948169586,-0.017706779845085507,-0.03759401604864385,-414433.0,11214.866824590394,77585.67734498643,-22785.66218640993,2191.410294142912,-15697.643836421214,4209.506942828488,6116.9056854505425,-0.04363310877420465,-0.01741499925544394,-62835.0,43263.771425298415,97986.62156743972,-16792.278882097133,10387.471562038725,-51590.03033927595,8943.591692994203,41292.81185132045,0.061339888619290156,-0.020179016793199903,-133492.0
t28,18961.39434446214,401677.2111866045,-81821.25608747335,13131.644450089312,-30217.16908066511,27311.911086877233,58605.32550075007,-0.023662300058458097,-0.037700018027601756,-407649.0,9827.17239802904,74079.45670342051,-24211.750170940584,1626.7374661661743,-10458.776505411357,4060.0957091374144,5682.127273425434,-0.045441040834603486,-0.017411099040807367,-60605.0,40239.20834930779,88841.12396617781,-18263.80763065773,6772.290817183387,-34586.84705943096,8403.034617677069,34018.94816223862,0.06910334089306158,-0.020288918986794392,-125424.0
t29,18392.36039729776,397737.452222252,-81928.72337401066,11731.728764273252,-21755.920406467412,27439.547439584323,57937.60191230677,-0.009012256219704584,-0.03790465283362796,-409554.0,9631.973005174075,68739.60614037645,-26474.491216869435,1495.078914713099,-4824.081251128109,4055.337065426324,7910.650091677961,-0.055195242334175026,-0.017532441275997006,-60534.0,39577.058499123625,84970.19123419441,-19471.459485539217,4510.2693085363035,-26718.84242339772,8043.771861812871,29150.96720690059,0.06420749855387961,-0.020372211557630956,-120062.0
t30,51111.58054242142,368349.4540460466,-81725.4329509939,17957.331354869693,-13512.75589904998,28572.389471314105,55709.507505561516,-0.03604011103605931,-0.03798985023789576,-426462.0,9198.284522995493,63962.53109881102,-28579.56933898031,1358.3182855623713,-2853.062912816665,4136.409124603275,14521.145516267537,-0.038901885072607834,-0.017372870935900106,-61744.0,39561.218175514594,83674.08231004028,-21879.890420296968,3206.5465341019067,-18726.184062416996,7815.711204126903,23006.461969158943,0.07494199610866714,-0.02061697930199565,-116658.0
t31,187032.8718168513,233026.1873455157,-65140.380515228906,40709.42791641268,-7870.400541659405,31136.788486603295,45842.594490628035,-0.050521112518907785,-0.03843780178973229,-464737.0,8786.318123309093,61093.91176011257,-29954.546010160415,2140.050950969263,-2804.7133199836494,4326.942292562461,21000.087579658808,-0.0339079499838118,-0.0174468314151549,-64588.0,38713.88545006286,87518.63069320083,-19681.06957381715,3292.2454927307863,-13315.873887193793,7810.056787685408,12236.061634484362,0.08442906250271959,-0.020990970374577384,-116574.0
t32,442608.89903163066,170442.99107137858,-91454.56404173636,52081.612956878635,-56416.53829017584,14239.271946617067,0.3424746929993442,-3973.7550597691284,-177.26005265319142,-527351.0,8779.99296515682,59059.86682634118,-30239.17811588269,4520.721249160104,-2974.337360715999,4600.478460880025,23733.85941050285,1229.4995073208238,-39.90292170353919,-68671.0,46192.74963217947,82735.97243282053,-22226.252089761776,4165.892523668115,-7486.962589251482,7957.304125223544,4826.397578032203,2744.2555524483046,-137.35713094965223,-118772.0
t33,743722.6365061814,219777.47079402156,-396839.1580261969,65593.93256354787,-56611.78942359989,15859.292127348574,0.3407545725026451,-3973.4784968148624,-177.24676616872398,-587352.0,8949.89471916589,67502.24120695531,-24169.938877977875,6801.252955222799,-7535.81346495927,5160.784612709418,19135.984899750758,1229.4968075902086,-39.90283718858881,-77034.0,59556.668565648724,74310.45007410372,-20854.13306693138,9646.530337318654,-6332.732222305564,8543.969501209476,52.60908679346719,2743.9816892246536,-137.34392898013516,-127530.0
t34,1.0212446192728025e6,245257.57056770648,-663938.6559690938,66040.18922122839,-58673.17620615912,16963.04500017017,0.3414286054039362,1515.3540000515309,-177.28728074737336,-628232.0,10010.43475494951,74145.33933242164,-22459.922699273866,7897.789776198906,-9595.956923196984,5582.049403126326,16551.64078105689,1229.5287031746311,-39.90310635221559,-83321.0,98492.30337564553,67118.16074995001,-35603.803352185656,18774.486687255703,-5260.236609885346,0.3001259114271131,0.055934711785985664,-2744.882703226162,-137.38417439515777,-140639.0
t35,1.2310841853576414e6,249924.8336100038,-837384.5481531974,70771.3446042866,-63770.50687746623,18092.302434677666,0.34658072766334824,1515.3297254587608,-177.28724714978046,-670056.0,10498.869637993126,78231.3630847137,-21611.286610974104,8380.041283392206,-10761.682059250412,5906.4852020876315,16329.569074679977,1229.5436671936893,-39.903258149072414,-88163.0,142219.53509894366,59026.32066929283,-57620.23207303616,24333.98872642956,-8748.742007698802,0.32985567602314064,0.057144991964024935,-2744.87339265245,-137.38398900070806,-156329.0
t36,1.3548279037674405e6,249570.10977022117,-888608.404528721,77798.7628505396,-96519.79909004194,19381.05092250972,0.3452907154779135,1515.318589466985,-177.28753798454443,-717788.0,11171.234463747007,79492.86446353649,-22184.12133420968,10149.807526811754,-10964.850065828774,6280.708135626294,18613.706831092288,1229.5535867298486,-39.903587490851535,-93749.0,175626.1059493574,48546.765237750624,-64321.231423547084,21633.546464062147,-15024.313965187994,0.3270480499072698,0.05685040571841364,-2744.8721761968336,-137.38395049369288,-163579.0
t37,1.3934714076688294e6,249221.852881656,-882984.4754667508,88166.95136363966,-110474.36232856351,20500.24980976226,0.3455566110152204,1515.3181491751186,-177.28760188581364,-759240.0,13104.631352055087,80693.95453847431,-21977.804214459167,12258.128524838721,-11867.683501805663,6736.358525532598,20407.76676824652,1229.5517334303233,-39.90370462601089,-100545.0,204527.19630496926,46077.79547084107,-66096.76932266218,18958.28596108128,-31781.641554617734,0.33006164481025446,0.05689197275381867,-2744.869882605442,-137.38389725980275,-168803.0
t38,1.338922179425638e6,249590.25189455607,-829307.4339926584,96372.62754719306,-96536.74357750492,21100.727949053064,0.3464654720611524,1515.3317289638778,-177.28740823917434,-781480.0,15183.174889494278,81488.2096180195,-21448.073936003737,13732.159636715776,-11071.7901983731,7097.001325122344,19757.683963584732,1229.5382200279862,-39.9034969009855,-105928.0,222340.19226263993,46633.81570787877,-65591.33692735329,21601.078517261543,-42900.88556830757,0.3331210997475178,0.05678131106676203,-2744.869948991864,-137.38391133818885,-179201.0
t39,1.207228632456555e6,249840.1873603399,-668383.4121518631,100987.3895407753,-115243.93924230039,21527.731735652393,0.34602211484239476,1515.3512841173392,-177.28697124519647,-797295.0,16660.536905756166,82246.26589838395,-20746.002141088993,13827.597748005675,-11193.252021342152,7269.928435222619,19254.306824656727,1229.521470684916,-39.9030977559234,-108509.0,228344.08958765925,46706.323792226525,-65461.175144441935,25511.87631446146,-42296.25169961587,0.3370096814463961,0.056802520872012895,-2744.8727548022553,-137.38387348927307,-189923.0
t40,981894.1118167433,249716.4742392747,-379864.67993144126,119466.06657883008,-165836.88211378746,22386.480381437552,0.34866635291504156,1515.36703442872,-177.28663769259703,-829100.0,16061.757926436181,80162.32727316051,-20930.8147950454,16360.413261594342,-8062.837084471151,7461.818127564702,19130.729293991153,1229.5087772939935,-39.902758001417276,-111373.0,223329.36842563664,48251.62580555615,-64229.69387345153,28856.560957174966,-35546.00247629073,0.3438049062468451,0.05708626335717509,-2744.8758117227135,-137.38387969117974,-197780.0
t41,698730.4406955492,236847.51448254808,-54142.43012425462,150960.25471502272,-187600.6271558277,23480.41044904545,0.3441979783928232,1515.3792204206948,-177.2864425734572,-869614.0,14848.058941650614,79740.25714560797,-19484.613038106865,21637.4511528408,-6816.612275287583,7835.665644794654,18003.199078325728,1229.4959751198385,-39.90260284037455,-116953.0,217938.23555723345,55606.5639480462,-58979.83444916374,31023.739066499213,-39031.847991609415,0.3460623825408157,0.056881102794687104,-2744.8751955405332,-137.38383973308265,-203675.0
t42,455511.72722830635,305544.9636255888,-20549.67562886631,192379.7315767959,-124408.15852357687,59718.942668072035,20533.945147720642,2744.9257359959743,-137.4017879467663,-891339.0,13613.066715199317,87022.53722547705,-15319.7238796685,26049.756079070805,-13118.489816024818,8211.867022238386,16109.036842436357,-0.03265086407301765,-0.01751659589634827,-122568.0,206347.32226369652,62030.271353511234,-50045.863367658356,39185.499533955655,-39914.3437624167,0.3351465997685279,0.05622801211317445,-2744.8930851319014,-137.38427135086994,-214721.0
t43,215842.99394459394,466928.37698604295,-36660.66275163486,178340.0762037604,-80711.58874675819,56010.68878635555,36240.80560955247,0.3653202243981526,-0.05531025608087366,-835991.0,11697.347780403734,76944.04297704929,-19721.501450872256,33436.251588078376,-5080.414151718711,8342.245575537856,18896.091090832608,-0.04574689509340585,-0.017641147197964894,-124514.0,169670.69394020597,68782.98680105852,-26374.32250932512,50783.62732213074,-46977.56943327022,15582.398706448294,1109.542457752216,-0.31957332930474674,-0.03766910888290877,-232577.0
t44,65561.80130064585,587816.2774349536,-65716.13986653075,120279.12948438842,-76137.6867052097,48684.177522777005,46151.54325419884,-0.06275776766308186,-0.03962557472244543,-726639.0,11307.028579900183,73766.44067911853,-22200.972123789415,28757.84889640844,-6092.039187349462,7686.0513890259,21495.698975825257,-0.03951692636129139,-0.017671153479687993,-114720.0,125915.74338333297,82841.15775853851,-23943.426509073004,67326.54809596458,-30877.77769614552,16660.924282221575,10751.750407450327,0.10227469402437325,-0.021954421242757434,-248675.0
t45,19890.312896144707,609265.3280486616,-82931.06739007693,86143.4854426313,-68012.93168297918,44135.37310432739,50254.567019247275,-0.029634852402068534,-0.03776122310507225,-658745.0,11991.083586375324,79243.89255398641,-21957.369301848572,18051.42437294038,-16818.944124967893,6705.984452831959,22875.976536532966,-0.030443951953748105,-0.017607285172868976,-100092.0,74933.30700146296,85162.42863285328,-22591.208858272217,82521.16788743703,-8261.834998324894,16635.704817472797,19897.39563464872,0.06007880435581664,-0.020153937932203277,-248297.0
t46,16967.299000980624,584001.6378600141,-84513.479868938,67803.70001292834,-66259.75130039135,41013.36809536757,53135.283908836216,-0.02024247006092661,-0.037424655764963274,-612148.0,11124.740982914203,72693.1196204734,-24695.602483214734,13960.64635774499,-11292.528842343401,6299.832925323075,25939.84583161071,-0.036767310699671873,-0.01760330174649461,-94030.0,50842.1607879267,86292.3776808444,-22559.407234701106,60850.38205760852,-6647.960545298145,14566.484535675805,34071.92557166111,0.05700978076059848,-0.01982135401846866,-217416.0
t47,18010.28578426971,543992.8966979876,-83715.17113341531,50100.39340172536,-63903.418867860004,37297.01086830873,54898.062503632806,-0.02252699734445343,-0.036685979632775506,-556680.0,12499.005580238269,73048.63232201827,-24340.27257550093,11057.48056895946,-18640.42657938999,5806.582408538661,27237.061858809506,-0.046002380629493744,-0.01756274161650464,-86668.0,40417.59847930031,87148.74958800776,-22536.966479082126,37626.38853411585,-6861.710637130142,12508.756703365725,38401.13444805383,0.06852937797394718,-0.019123238016270867,-186704.0
t48,18341.960393853926,507002.2453139947,-83069.28107672067,37052.69765088858,-62717.80367350974,34052.580274548855,57593.66145807438,-0.023588866016770627,-0.03671059220994166,-508256.0,11872.263653270908,73523.82204366125,-24150.17244262262,8789.367051547904,-26154.400567692446,5281.575323810627,29669.606679414566,-0.04413583084092049,-0.017586172120621586,-78832.0,35962.75314234624,91992.57154897852,-18605.851221651705,29231.55109212429,-12243.243647858637,11672.393297123384,36210.777230387066,0.06772469685769111,-0.01912442008932008,-174221.0
t49,19479.04798339111,438574.7572251085,-82604.02079380328,31072.815681492255,-54511.99283250526,25710.82809647048,6027.88314833805,-0.26698188671791623,-0.05150249378434149,-383749.0,11184.004537144288,46406.06810264615,-38063.0074588888,8476.552043847674,-13797.511579499323,4241.66356000868,44861.30883170547,-0.06260124383715782,-0.015407134927518804,-63309.0,25288.93649181976,107997.50116833784,-13504.166403976717,40660.629938912476,-53062.85269998565,11802.786450056628,56985.871589766495,0.32958313055507404,-0.03609535885682269,-176169.0
t50,20143.477552317036,421537.8319912268,-82665.66576216264,16494.792344774738,-52643.505274890624,23610.91644292822,5930.512568384985,-0.307653531857794,-0.052185771725433636,-352408.0,11423.497494430903,45701.380560555095,-38648.186256834604,5008.540918625656,-12099.905109586829,3881.74040607423,42669.97659743854,-0.02858558673302669,-0.015998203286043056,-57937.0,29278.797866878605,111016.26285059766,-12693.595156850328,31221.426941827733,-51296.067306151424,10585.666231363275,39890.208543486864,0.3362391185908207,-0.03618756843939058,-158003.0
