Resource,EIC_storage_metalair_advanced_0,EIC_landbasedwind_class1_moderate_0,EIC_landbasedwind_class1_moderate_1,EIC_landbasedwind_class1_moderate_2,EIC_landbasedwind_class1_moderate_3,EIC_landbasedwind_class1_moderate_4,EIC_landbasedwind_class1_moderate_5,EIC_landbasedwind_class1_moderate_6,EIC_landbasedwind_class1_moderate_7,EIC_landbasedwind_class1_moderate_8,EIC_landbasedwind_class1_moderate_9,EIC_utilitypv_class1_moderate_0,EIC_utilitypv_class1_moderate_1,EIC_utilitypv_class1_moderate_2,EIC_utilitypv_class1_moderate_3,EIC_utilitypv_class1_moderate_4,EIC_utilitypv_class1_moderate_5,EIC_utilitypv_class1_moderate_6,EIC_utilitypv_class1_moderate_7,EIC_utilitypv_class1_moderate_8,EIC_utilitypv_class1_moderate_9,TRE_storage_metalair_advanced_0,TRE_landbasedwind_class1_moderate_0,TRE_landbasedwind_class1_moderate_1,TRE_landbasedwind_class1_moderate_2,TRE_landbasedwind_class1_moderate_3,TRE_landbasedwind_class1_moderate_4,TRE_landbasedwind_class1_moderate_5,TRE_landbasedwind_class1_moderate_6,TRE_landbasedwind_class1_moderate_7,TRE_landbasedwind_class1_moderate_8,TRE_landbasedwind_class1_moderate_9,TRE_utilitypv_class1_moderate_0,TRE_utilitypv_class1_moderate_1,TRE_utilitypv_class1_moderate_2,TRE_utilitypv_class1_moderate_3,TRE_utilitypv_class1_moderate_4,TRE_utilitypv_class1_moderate_5,TRE_utilitypv_class1_moderate_6,TRE_utilitypv_class1_moderate_7,TRE_utilitypv_class1_moderate_8,TRE_utilitypv_class1_moderate_9,WECC_storage_metalair_advanced_0,WECC_landbasedwind_class1_moderate_0,WECC_landbasedwind_class1_moderate_1,WECC_landbasedwind_class1_moderate_2,WECC_landbasedwind_class1_moderate_3,WECC_landbasedwind_class1_moderate_4,WECC_landbasedwind_class1_moderate_5,WECC_landbasedwind_class1_moderate_6,WECC_landbasedwind_class1_moderate_7,WECC_landbasedwind_class1_moderate_8,WECC_landbasedwind_class1_moderate_9,WECC_utilitypv_class1_moderate_0,WECC_utilitypv_class1_moderate_1,WECC_utilitypv_class1_moderate_2,WECC_utilitypv_class1_moderate_3,WECC_utilitypv_class1_moderate_4,WECC_utilitypv_class1_moderate_5,WECC_utilitypv_class1_moderate_6,WECC_utilitypv_class1_moderate_7,WECC_utilitypv_class1_moderate_8,WECC_utilitypv_class1_moderate_9,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20184.753134753773,6.196752268108082e8,6329.1680470512465,22683.569778566973,5621.57074754827,4648.983533684971,3625.4769243901887,5821.269442347854,2966.098026947801,1346.9972865275656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.662877056572775e7,1.5327033664112476e8,19721.3393890738,29910.918758180444,10908.045849793973,47271.17266103076,15281.602229169925,5440.897456552221,1240.3070644507252,2617.416992085033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2213.472307518647,1096.9426770345185,1316.413050284693,2323.07517444957,1147.9752540737454,2273.4383590929083,1214.145888422052,1857.098491785939,899.4893078488285,1523.6348192011346,7.997958192903126e8
t1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.318278976844,0.0,0.03043106738142855,0.003910713549904026,0.0,0.0,0.022112428310517174,0.03295919529607822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.407692381382
t7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724185180219127,33716.96793465335,0.06611257712663984,1.3870239380654654,0.1981763958999155,0.0,0.012333486147519153,0.4304644978190233,0.20802790115916744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33719.44249196759
t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.378843638218969,126141.12788660702,0.820806128275967,4.63905874940743,1.0493780634544105,0.406026007027511,0.4552060138455769,1.2696998108230761,0.5876378497987399,0.0969033158922714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.4364600691584,5566.549714460792,0.536970132830126,0.6326523962767631,0.2902845010192361,0.3181797712991303,0.0929863358548187,0.14648555772057967,0.0,0.06728518850370586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00269449967430068,0.004005481362770235,0.003584726963439632,0.014296994737807158,0.0046459624268297885,0.0,0.0015910914208918058,0.0,0.002239941605521911,0.0,132498.93552329545
t9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1349852151365045,197541.79232759884,1.6666519459292835,7.125855195032494,1.6728038733614865,1.0945731418068902,0.8917353991453582,1.8490480267212663,0.8744793183006936,0.27727852633215583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4323.128092785807,26242.964105414812,1.6571981797233803,2.371691209646602,0.9549582478264982,3.6346329959744312,1.1586250436452759,0.5096533885796994,0.12721134750370974,0.25576575185664946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505172681628468,0.19776049306599594,0.1395944475149057,0.42945073919669674,0.11347441356668285,0.2925003562074245,0.08693669284797095,0.20565713324579715,0.06014793417344524,0.16336530173816155,228141.08107738572
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.780639101892146,237208.8214089164,2.1087503775090957,8.376258049482688,1.9935664535584539,1.4784505797265144,1.1419442108739097,2.0854136871322795,1.0135978321501695,0.4101017814270347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5375.458595303066,38409.62263882305,2.0349910094844583,2.854633921012679,1.1305493227233243,4.265386241899555,1.5006239944474566,0.6024777572887112,0.19910527990721716,0.3124212498568132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920057647192441,0.3125561032636913,0.3095743273103328,0.7087661688796144,0.23853368651640655,0.6044601972294135,0.2150971714583897,0.4705857792611378,0.13035381276219585,0.3485057560748485,281036.2219926604
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.213111472549449,238399.01954911777,2.2554538491632106,8.786286057995087,2.0981972571504253,1.5970559217556157,1.2510108284656234,2.175302822648793,1.0794244818142678,0.4536195890496877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5932.216283764459,42321.44020603822,2.2011732517812894,3.0500333599433658,1.231036162947486,4.5635366301088665,1.6622483605292382,0.6555812120388703,0.23360797669991168,0.3559005822101825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42226568004922194,0.2084328744975485,0.27026073204813855,0.3939756290882639,0.23430237101969523,0.3889514409920172,0.22720017994548336,0.3287093795543971,0.17740252474953452,0.27865432188552797,286696.46877387114
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.263392347156343,238399.01796359252,2.3160393157292924,8.825671055771137,2.1501443392694273,1.646598007477176,1.3288766908325007,2.225390598263072,1.1226690796678274,0.4757919940224791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8212.452766352513,45078.86184873999,1.9663853557079183,2.9457914238845038,1.1306056161288416,4.749299000564827,1.4627927626786734,0.643473476490058,0.25334611234612253,0.3635240550633569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44573628152469497,0.23352185244049442,0.2994397540297147,0.4156789303139358,0.2674730507773058,0.4164184123753868,0.26521254169756614,0.3551028980426437,0.2121068571189,0.30252644968526315,291734.41558694403
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.262515293891377,238399.0027630704,2.33866670511117,8.832991074379484,2.180657195061078,1.6635910986653863,1.365243785449994,2.2479781760213204,1.1385946796931883,0.4870876509201679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9469.582560409955,46242.38107615142,1.8981112147893424,2.621416259130474,1.0704198043394064,3.313189468049067,1.441616730579477,0.5874578586985887,0.26771681231878197,0.3517178752227707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4546685716934675,0.24926344436190315,0.31069238336321137,0.43099833439132645,0.2825875130456164,0.4324243340960152,0.2849211639936374,0.36841237725880194,0.2320205100645711,0.31640241253568313,294153.3977623589
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.262684109916047,238399.00228081798,2.3372953898797184,8.834314189277212,2.1743687379815198,1.6751388008414292,1.3796102412996671,2.251724301968757,1.1295691591357855,0.4960130432299792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9994.303452997661,46738.13906523066,9.358309341541167,13.991552279229463,5.064816842656056,22.604439711254482,7.125203382318647,2.4195909317988797,0.4253566896785068,1.1268779869034866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4542053872908144,0.25588848966152017,0.31402719107779825,0.43433929467889254,0.28648580312919375,0.4361708959918829,0.29247233716311627,0.37153029578178026,0.2408591848835465,0.32004961646397506,295224.5076926812
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.257944957465457,238399.00611075165,2.319188974064797,8.804198552940994,2.139912037870631,1.6755585979042167,1.365205933289237,2.2203031578461685,1.0992118103479585,0.4840666037680833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9994.304725552265,46738.14325652547,9.358382453350332,13.993443641084095,5.062549267743841,22.607380533945406,7.1356084191520734,2.423514816621313,0.42969539249884575,1.1290152216575313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45550454799659545,0.25403616798300616,0.3165674091878775,0.4330680502449933,0.28977479089922703,0.4371851180802379,0.29228744123813716,0.3724971479598547,0.24074139554163707,0.3197230530426312,295224.3706583231
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.259437169498235,237605.51479949788,2.297011199411097,8.463733925836179,2.0806623362804446,1.673103862970261,1.353836210962541,2.172644082998973,1.0716425062813815,0.47438126317757295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9994.311042529862,46738.152975503115,9.361997912943512,14.00219424756839,5.0706475180093795,22.615926579802377,7.1395622923666595,2.424072443063457,0.42712979728591843,1.12250906842307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4689279187074712,0.2562924429052523,0.32316628519202445,0.43978157491214276,0.29111302447029136,0.43949564269477925,0.2940443010580053,0.37445710758365625,0.23885665441260717,0.3216403378331961,294430.43708523747
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.206149947601142,216581.98861626195,2.2412661110863925,7.76593294399783,1.9494662888597896,1.653191269750177,1.3065742610254611,2.049286893428868,1.0180345751219437,0.46339723423013146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9994.666153492566,46738.49603541466,9.729448551426676,14.354265381053029,5.437223898181891,22.943826225945816,7.470594183300715,2.752265334232045,0.5130286516610937,1.3424735579881506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4589372485111103,0.24866080119208242,0.3129593656680169,0.4378542448335821,0.279747078977229,0.43365316007539,0.2819907790836953,0.3672441573710392,0.2319793196573059,0.3143628741994896,273408.7146195076
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.102554323868882,179295.0311208828,2.1859043055211567,6.67042487166328,1.7835471890844083,1.7031188592794784,1.2801414319817643,1.7813726490932373,0.9674634096337243,0.499718983375644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9137.215989981889,46738.50240483953,9.306147632391008,14.347082478255949,5.261273949178386,22.890354223861358,7.389151904710519,2.677724641668897,0.5001521234540608,1.2599021290445915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4460756538126576,0.23368990867071318,0.3018693786428381,0.4281136973529827,0.26320763225283544,0.4228784307769065,0.2692816575275258,0.3559632396684163,0.2161329757490858,0.3048142119658589,235261.59757759672
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19497975747128,114241.07318015092,1.8772686529048914,4.443862040643227,1.3307386461065291,1.5350707746596033,1.093538226107153,1.1501199564420814,0.7102377705568774,0.4561155617856108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7468.939229584066,41730.787159283274,8.124931108252847,12.769678467964132,4.6006171796611595,20.14374862228423,6.508213955086549,2.283863491142359,0.45342519104237405,1.0525035332771955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3680954854399427,0.18531332763902825,0.2508300940817565,0.3543212083386874,0.22013903660425657,0.35156057065079066,0.23742473338498285,0.293907883910516,0.19334460527696476,0.2568738836204605,163518.24029278258
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22903683812522,34113.637339125955,1.2564528365569687,1.6502629055649678,0.6728758275000543,1.1235748671745367,0.7396858923643863,0.374848406703595,0.33972012294559356,0.3468436718246368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5310.896524011607,29211.541783172044,5.446176964460081,8.843027118629156,3.1588989448679645,14.284593248994145,4.622163765191726,1.5127438325667164,0.33553103819739305,0.6649534119071852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0345416975665653,0.4154987117025863,0.4567465625734888,1.0447049670504687,0.35146465639897756,1.04545321397841,0.40444928471221286,0.8450543599856353,0.18236856361032813,0.6228132085217195,68692.08013122929
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5661955989028016,3966.6760157062126,0.42108981879724705,0.43332780588132713,0.13447390447375,0.4785855321494674,0.22338322648763595,0.09320782151226838,0.06858188686110141,0.15970839086781002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.2980511203311,10154.491859557951,1.3987428581923411,3.0496783175844895,0.8370411843610963,5.086217013135929,1.7277008381238734,0.3316489148410417,0.16324816672527792,0.14499727007339297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761385851198739,0.3054851737353589,0.3449395623677743,0.9829585064385993,0.2586789975552728,0.9947726949343539,0.3579307241388952,0.8142501870348422,0.13961318063327524,0.6045166485617611,15612.348286460066
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292317795513266,0.11234772017501438,0.13456487690486288,0.7639182189109072,0.09589861319842931,0.8257887932502402,0.21597128457263415,0.6676807960353629,0.06631049182819877,0.5088734484404185,3.7205860228673946
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02207664263062402,0.02358373632635793,0.009058123056159934,0.4049808191230071,0.007607740292227381,0.5088457763177159,0.04167217664840553,0.4052300038927435,0.018464044418649538,0.321962418875502,1.7634814815813926
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.2939424713499,0.0,0.018381511011989433,0.001875769850204627,0.0,0.0,0.008566404748512587,0.005146979585944365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.3279131365465
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1675747754940645,37286.99432331852,0.06301651621740598,1.660585997161676,0.22052224572984752,0.0,0.013487712943521754,0.40556032304009937,0.1316446275589682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37289.65671551667
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9860479507935875,123761.14851290216,0.7295113180879162,4.943024825300468,1.0508595213040388,0.2723637162450124,0.47492885429635073,1.2406471119663927,0.5292089151987903,0.11145336692227334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.47664881298509,1947.3860750733522,0.09802503767744034,0.37843155044447035,0.0746248375375817,0.551077851618509,0.13456111345449473,0.0592685338210877,0.008473801386084608,0.028758580497158768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001735839368604414,0.0013067445415319884,0.0016258626954520068,0.0011103323564105759,0.0,0.0,0.0,0.0004880791863765436,0.0,125797.6887705332
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3866003650800875,193971.82711998044,1.5504497073021413,7.31703244841861,1.7156743379569963,0.9415892137467441,0.9782688223049811,1.8819722722244034,0.8690116079305167,0.2950174420718646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4606.830872265098,20030.738877872885,4.4158074073482085,6.888267704481394,2.5045585364754634,11.66468485914485,3.6020506640842833,1.2925849011528308,0.255201448523032,0.5476609916593621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23351513787416478,0.1622724784390312,0.1536024617856133,0.36365933787317395,0.13268634613431798,0.2585821818935993,0.1548285116085739,0.1832379657499262,0.05858239170937771,0.12388516354116132,218662.32815482488
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.891405432153438,231655.51712415382,2.040915762492476,8.47576571701473,2.0577880818805325,1.3816527134529442,1.263283223658059,2.167322865278349,1.0190282506340673,0.3822217259922146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7866.859419229862,33662.80985956886,7.396847654670954,11.288314585872083,4.222615766693192,18.494707202855274,5.896646552271251,2.055118549157511,0.3911838006422163,0.9204155339379025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27875326042576376,0.14581986592431395,0.16113499605324166,0.30022785330682106,0.13884591305273727,0.2665308948519406,0.14826713277244266,0.21228422417601345,0.09413043473413261,0.16961349435270226,273262.44724444085
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617141717506818,238399.12268275078,2.2504768810684155,8.880951991840371,2.1686159036200325,1.5509693111657856,1.3624359829707553,2.2463397941837813,1.0619515109632056,0.40905441346496996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9611.659251181252,39852.881229550505,9.13150426009132,13.36360001487461,5.109640042645265,22.18199578235156,7.15311474162284,2.4281215162586354,0.4573951707126572,1.131942562517163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3819483809998017,0.20159001949751368,0.2253901008414273,0.38880910606237995,0.1936950052787681,0.3638433519885554,0.20095579434711244,0.28719940868139976,0.12204481119434564,0.22305465095671909,287953.75694571034
