Zone,1,2,3
t82,-4.258596551422124e-7,-3.6414162438297735e-6,-1.855678505109825e-6
t83,-4.847163617383575e-7,-3.585076802860583e-6,-1.7847451764624465e-6
t84,-4.972809257190472e-7,-3.631123941102483e-6,-1.638179270162477e-6
t85,-4.5759674578503195e-7,-3.371451405941516e-6,-1.5453713566920775e-6
t86,-4.549207721079165e-7,-2.966174199071696e-6,-1.5234600810767177e-6
t87,-4.109583683490782e-7,-2.8016932702659765e-6,-1.5033758478653257e-6
t88,-4.1863398159337e-7,-2.552869052767625e-6,-1.3984691119457876e-6
t89,-3.5416915629540174e-7,-2.414608219700218e-6,-1.4250844457337384e-6
t90,-2.568690781286932e-7,-2.231879013402941e-6,-1.3780014761166003e-6
t91,-1.8611898405066355e-7,-2.4746216242278913e-6,-1.3234496083288837e-6
t92,-1.8147030715710312e-7,-2.602945680145633e-6,-1.237862862468254e-6
t93,-1.981640999142055e-7,-3.1386809736672274e-6,-1.2070190683344043e-6
t94,-2.395591420356676e-7,-3.423454690058645e-6,-1.1022540558092755e-6
t95,-3.0726255296619397e-7,-3.5203846734411906e-6,-1.0841472027405455e-6
t96,-3.7558627637858633e-7,-3.6646773711456617e-6,-1.2458807839538254e-6
t97,-0.00018040365957743178,-0.0004883770686803244,-0.00023765200669208903
t98,-0.0002123182236163615,-0.0005273512044044536,-0.00026849531338526175
t99,-0.00021539001821611675,-0.000571471379009438,-0.0002933637083419091
t100,-0.00020558671538056415,-0.0005721183245337277,-0.0003254553263525256
t101,-0.0001893959250420793,-0.0005477902667120913,-0.0003493627767129221
t102,-0.00016400931232367995,-0.0005307309489086356,-0.00031166182190392006
t103,-0.00013455946697873503,-0.0004981147111673219,-0.00032598112683930385
t104,-0.0001141136346379273,-0.0004926006070817447,-0.0004102061232750397
t105,-6.805491681338045e-5,-0.0004967136340246717,-0.00036468897722285646
t106,-4.4155635326493054e-5,-0.0005254393611597036,-0.0003314828559887619
t107,-5.029132779458371e-5,-0.0005752800594336421,-0.0002307299626667994
t108,-4.8728767704022855e-5,-0.0005903600219587797,-0.00019611104250576652
t109,-4.4490353272892096e-5,-0.0005800217825094434,-0.0001914004198468124
t110,-4.21596926000046e-5,-0.0005710082153851934,-0.00019433162201892737
t111,-4.0277389040636085e-5,-0.0005651730325852005,-0.00020184306619574376
t112,-4.003346658819794e-5,-0.0005865011391856189,-0.00018123993848568915
t113,-5.940487556514548e-5,-0.0005283067601850875,-0.0001839318567124794
t114,-6.442013489633565e-5,-0.00045813536800177394,-0.00018744762310712404
t115,-5.534281338748482e-5,-0.00041022527968743246,-0.00020179670665883544
t116,-5.4892375666478626e-5,-0.00037597500793081157,-0.00021199115218449496
t117,-5.068927606179004e-5,-0.00036248201702848286,-0.00018110858391651624
t118,-5.8882782995481206e-5,-0.00036724279380275296,-0.00017622703715158958
t119,-7.456693446429572e-5,-0.0003738812247968047,-0.0001837083592678116
t120,-0.00011074431717252568,-0.00040420620645374846,-0.00021193154077301114
