Resource,Zone,Resource_Type,Cluster,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
EIC_batteries_1,1,Batteries,1,712.2,0.0,0.0,712.2,1424.4,0.0,0.0,1424.4,0.0,0.0,0.0,0.0
EIC_biomass_1,1,Biomass,1,1722.5,0.0,0.0,1722.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_conventional_hydroelectric_1,1,Conventional Hydroelectric,1,24200.8,0.0,0.0,24200.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_conventional_steam_coal_1,1,Conventional Steam Coal,1,12806.9,12806.900000000001,0.0,-1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_conventional_steam_coal_2,1,Conventional Steam Coal,2,109345.4,109345.26378826916,0.0,0.13621173083083704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_hydroelectric_pumped_storage_1,1,Hydroelectric Pumped Storage,1,17783.1,0.0,0.0,17783.1,275638.0,0.0,0.0,275638.0,0.0,0.0,0.0,0.0
EIC_natural_gas_fired_combined_cycle_1,1,Natural Gas Fired Combined Cycle,1,27155.3,0.008343316201050574,0.0,27155.2916566838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_natural_gas_fired_combined_cycle_2,1,Natural Gas Fired Combined Cycle,2,169897.4,0.006665020136984099,0.0,169897.39333497986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_natural_gas_fired_combustion_turbine_1,1,Natural Gas Fired Combustion Turbine,1,98926.5,0.006458407633714763,0.0,98926.49354159237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_natural_gas_fired_combustion_turbine_2,1,Natural Gas Fired Combustion Turbine,2,10412.9,0.007319490173508976,0.0,10412.892680509825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_natural_gas_internal_combustion_engine_1,1,Natural Gas Internal Combustion Engine,1,2578.5,0.010694242994155442,0.0,2578.4893057570057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_natural_gas_steam_turbine_1,1,Natural Gas Steam Turbine,1,39625.2,1497.3640557358815,0.0,38127.835944264116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_nuclear_1,1,Nuclear,1,82406.6,0.01305656052330841,0.0,82406.58694343948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshore_wind_turbine_1,1,Offshore Wind Turbine,1,29.3,0.0006022272815355283,0.0,29.299397772718464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_onshore_wind_turbine_1,1,Onshore Wind Turbine,1,47407.4,0.37146355056377134,0.0,47407.02853644944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_petroleum_liquids_1,1,Petroleum Liquids,1,23196.2,0.0,0.0,23196.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_small_hydroelectric_1,1,Small Hydroelectric,1,1672.2,0.0,0.0,1672.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_solar_photovoltaic_1,1,Solar Photovoltaic,1,8533.9,0.03958810423497165,0.0,8533.860411895765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_batteries_1,2,Batteries,1,360.7,0.0,0.0,360.7,721.4,0.0,0.0,721.4,0.0,0.0,0.0,0.0
TRE_biomass_1,2,Biomass,1,44.5,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_conventional_hydroelectric_1,2,Conventional Hydroelectric,1,477.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_conventional_steam_coal_1,2,Conventional Steam Coal,1,5063.6,5063.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_conventional_steam_coal_2,2,Conventional Steam Coal,2,3713.0,3713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_fired_combined_cycle_1,2,Natural Gas Fired Combined Cycle,1,30139.1,4576.718691029189,0.0,25562.38130897081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
