region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,CapRes_1,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr_x,Fixed_OM_Cost_per_MWyr_x,capex_mwh,Inv_Cost_per_MWhyr_x,Fixed_OM_Cost_per_MWhyr_x,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,regional_cost_multiplier,cap_recovery_years,wacc_real,ids,MISO_CleanPower,NY_CleanPower,PJM_CleanPower,SERC_CleanPower,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,MinCapTag_1,MinCapTag_2,MinCapTag_3,MaxCapTag_1,MaxCapTag_2,MaxCapTag_3,CapRes_2,CapRes_3,Resource_Type,Inv_Cost_per_MWyr_y,Inv_Cost_Inverter_per_MWyr,Inv_Cost_Solar_per_MWyr,Inv_Cost_Wind_per_MWyr,Inv_Cost_per_MWhyr_y,Fixed_OM_Cost_per_MWyr_y,Fixed_OM_Inverter_Cost_per_MWyr,Fixed_OM_Solar_Cost_per_MWyr,Fixed_OM_Wind_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr_y,SOLAR,WIND,STOR_DC_DISCHARGE,STOR_DC_CHARGE,MinCapTag_MWh1,MinCapTag_MWh2,MinCapTag_MWh3,MaxCapTag_MWh1,MaxCapTag_MWh2,MaxCapTag_MWh3,STOR_AC_DISCHARGE,STOR_AC_CHARGE,Existing_Cap_Inverter_MW,Existing_Cap_Solar_MW,Existing_Cap_Wind_MW,Existing_Cap_Charge_DC_MW,Existing_Cap_Charge_AC_MW,Existing_Cap_Discharge_DC_MW,Existing_Cap_Discharge_AC_MW,Max_Cap_Inverter_MW,Min_Cap_Inverter_MW,Max_Cap_Charge_AC_MW,Min_Cap_Charge_AC_MW,Max_Cap_Discharge_AC_MW,Min_Cap_Discharge_AC_MW,Max_Cap_Charge_DC_MW,Min_Cap_Charge_DC_MW,Max_Cap_Discharge_DC_MW,Min_Cap_Discharge_DC_MW,Min_Cap_Solar_MW,Min_Cap_Wind_MW,Inv_Cost_Discharge_DC_per_MWyr,Inv_Cost_Charge_DC_per_MWyr,Inv_Cost_Discharge_AC_per_MWyr,Inv_Cost_Charge_AC_per_MWyr,Fixed_OM_Cost_Discharge_DC_per_MWyr,Fixed_OM_Cost_Charge_DC_per_MWyr,Fixed_OM_Cost_Discharge_AC_per_MWyr,Fixed_OM_Cost_Charge_AC_per_MWyr,Var_OM_Cost_per_MWh_Solar,Var_OM_Cost_per_MWh_Wind,Var_OM_Cost_per_MWh_Charge_AC,Var_OM_Cost_per_MWh_Discharge_AC,Max_Cap_Solar_MW,Max_Cap_Wind_MW,Inverter_Ratio_Wind,Inverter_Ratio_Solar,Var_OM_Cost_per_MWh_Charge_DC,Var_OM_Cost_per_MWh_Discharge_DC,Eff_Up_DC,Eff_Down_DC,Eff_Up_AC,Eff_Down_AC,EtaInverter,Power_to_Energy_DC,Power_to_Energy_AC
EIC,EIC_landbasedwind_class1_moderate_9,LandbasedWind_Class1_Moderate_,9,71,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,194921.8,-1.0,0.0,0.0,0.0,0.0,0.0,879445.731,301278.0,36613,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,244461.674,1.266,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4799323976039886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_wind,244461.674,3620.647522983481,0.0,56816.326,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,194921.8,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate_,0,72,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1039740.8,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,39941.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8863.386,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2651756703853607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,8863.386,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039740.8,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,73,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,605687.8,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,35542.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4464.156,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2466083765029907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,4464.156,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605687.8,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2,74,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1295064.3,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,45707.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14629.711,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2629424631595611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,14629.711,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295064.3,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,3,75,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,883374.8,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,41203.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10125.593,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2470176964998245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,10125.593,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883374.8,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,4,76,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1734384.6,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,47326.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16248.012,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2507049739360809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,16248.012,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734384.6,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,5,77,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,676453.5,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,53903.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,22825.004,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2681180536746979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,22825.004,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676453.5,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,6,78,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1537561.5,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,55643.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24565.988,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2581669390201568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,24565.988,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537561.5,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_7,UtilityPV_Class1_Moderate_,7,79,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,864125.3,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,52258.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21180.786,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2454592734575271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,21180.786,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864125.3,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_8,UtilityPV_Class1_Moderate_,8,80,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1924213.8,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,63492.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32414.229,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2478771954774856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,32414.229,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924213.8,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
EIC,EIC_utilitypv_class1_moderate_9,UtilityPV_Class1_Moderate_,9,81,1,1,0,1,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,251138.0,-1.0,0.0,0.0,0.0,0.0,0.0,630556.245,179746.0,14425,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,148668.665,1.017,30.0,0.026,0.0,0.0,0.0,0.0,0.0,0.2701950669288635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,hybrid_pv,148668.665,3620.647522983481,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251138.0,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
TRE,TRE_storage_metalair_advanced_0,Storage_MetalAir_Advanced,0,127,2,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,0.65,0.65,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,standalone_storage,2560.0,3515.191769886874,0.0,0.0,0,1442.5,3894.7500000000005,0.0,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
TRE,TRE_landbasedwind_class1_moderate_0,LandbasedWind_Class1_Moderate_,0,128,2,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,20796.6,-1.0,0.0,0.0,0.0,0.0,0.0,879445.731,56273.0,36613,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14392.776,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4687584936618805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,hybrid_wind,14392.776,3515.191769886874,0.0,41880.224,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,20796.6,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
TRE,TRE_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,1,129,2,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,27529.5,-1.0,0.0,0.0,0.0,0.0,0.0,879445.731,62178.0,36613,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20297.809,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.5088496804237366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,hybrid_wind,20297.809,3515.191769886874,0.0,41880.191,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,27529.5,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
TRE,TRE_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2,130,2,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,22035.5,-1.0,0.0,0.0,0.0,0.0,0.0,879445.731,56636.0,36613,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14755.103,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4285815358161926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,hybrid_wind,14755.103,3515.191769886874,0.0,41880.897,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,22035.5,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
TRE,TRE_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,3,131,2,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,22639.4,-1.0,0.0,0.0,0.0,0.0,0.0,879445.731,65511.0,36613,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,23630.35,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4637539088726043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,hybrid_wind,23630.35,3515.191769886874,0.0,41880.65,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,22639.4,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
TRE,TRE_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,4,132,2,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,21021.7,-1.0,0.0,0.0,0.0,0.0,0.0,879445.731,54379.0,36613,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12498.46,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.3935146629810333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,hybrid_wind,12498.46,3515.191769886874,0.0,41880.54,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,21021.7,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
TRE,TRE_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,5,133,2,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,21153.5,-1.0,0.0,0.0,0.0,0.0,0.0,879445.731,65668.0,36613,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,23787.558,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4314826428890228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,hybrid_wind,23787.558,3515.191769886874,0.0,41880.441999999995,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,21153.5,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
TRE,TRE_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,6,134,2,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,32345.3,-1.0,0.0,0.0,0.0,0.0,0.0,879445.731,57514.0,36613,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15633.08,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.3774875700473785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,hybrid_wind,15633.08,3515.191769886874,0.0,41880.92,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,32345.3,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
TRE,TRE_landbasedwind_class1_moderate_7,LandbasedWind_Class1_Moderate_,7,135,2,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,12398.9,-1.0,0.0,0.0,0.0,0.0,0.0,879445.731,70901.0,36613,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29020.777,0.933,30.0,0.03,0.0,0.0,0.0,0.0,0.0,0.4186038076877594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,hybrid_wind,29020.777,3515.191769886874,0.0,41880.223,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,12398.9,-1,-1,0.15,0.15,0.65,0.65,0.65,0.65,0.967,0.0032500000000000003,0.0032500000000000003
