Segment,1,2,3,4,1,2,3,4,1,2,3,4,Total
Zone,1,1,1,1,2,2,2,2,3,3,3,3,0
AnnualSum,0.10599189112288261,0.3444562641419746,0.5466411354691071,1.6622629662621644,0.0869836552968022,0.30217496611027583,0.5401525014867226,1.5956085384476673,0.15366853442301445,0.312935890211414,0.5385111692306292,1.6560076774146089,7.845395189617263
t1,0.0,4.5986263113693197e-5,6.82450235696441e-5,0.00021876654918412142,0.0,3.653971253988132e-5,7.127625227968652e-5,0.00020807683076562078,0.0,3.689762751822786e-5,6.468136523608617e-5,0.00021745181910420803,0.0009679214433111693
t2,0.0,4.570208411384029e-5,6.788191933147765e-5,0.0002185333712946999,0.0,3.664733415093808e-5,7.143855873530733e-5,0.00020546159612990766,0.0,3.644786166567677e-5,6.495511216497362e-5,0.00021678912055759895,0.0009638569581444202
t3,0.0,4.204605667268827e-5,6.086051523507918e-5,0.0002224788700617723,0.0,3.632686319421173e-5,7.252141291344847e-5,0.00018960150097889348,0.0,3.404689282459186e-5,6.260006558446564e-5,0.00021017472999251317,0.0009306569074576641
t4,0.0,4.5431592377327434e-5,6.765542750292552e-5,0.0002182823970393597,0.0,3.672428521639884e-5,7.153777823597939e-5,0.00020415211883438006,0.0,3.596849365565036e-5,6.531148648434887e-5,0.00021517905889738303,0.0009602426382437532
t5,0.0,4.1772638883366396e-5,6.0735339554704456e-5,0.0002200513812120847,0.0,3.585542658002501e-5,7.12249151663573e-5,0.00018676526434922803,0.0,3.366731940520817e-5,6.247784932358263e-5,0.00020607224175880792,0.0009186223762333646
t6,0.0,4.666677379730994e-5,7.935473186892583e-5,0.00025113520187406763,0.0,4.992017674457202e-5,8.560242290644985e-5,0.0002244750687887785,0.0,4.93688643963957e-5,8.933605854844184e-5,0.00022513470814177768,0.001100994007066719
t7,0.0,4.8760974856685096e-5,7.165203967128518e-5,0.00022624961168617955,0.0,3.703711609332959e-5,7.296714478797747e-5,0.00021352205893934684,0.0,3.644480925297869e-5,6.716709957271137e-5,0.00022089103152849016,0.000994691886388984
t8,0.0,4.894006134982298e-5,7.736549441975635e-5,0.00024067235031540262,0.0,4.1283015692854315e-5,7.687791994462463e-5,0.00022356886639520753,0.0,4.194905428419025e-5,7.748591203244137e-5,0.00022252806542194775,0.001050670739856248
t9,0.0,4.87107302822743e-5,7.229005333301268e-5,0.0002251562636100229,0.0,3.6195949711041995e-5,7.034578963312549e-5,0.00021486121765383186,0.0,3.679899750289293e-5,6.56419728611158e-5,0.00021984025961158005,0.0009898412341988979
t10,0.0,4.5740026812033915e-5,7.700732823657048e-5,0.0002503986132703912,0.0,4.988271837800676e-5,8.706684628496831e-5,0.0002215920728177603,0.0,4.833154478788837e-5,8.938225283316674e-5,0.0002260112505445924,0.0010954126539653784
t11,0.0,4.557476694971771e-5,6.482145215179762e-5,0.0002311555302706813,0.0,3.595941441498915e-5,7.353033704323698e-5,0.00020373092004503715,0.0,3.546812173364234e-5,6.171145190493374e-5,0.00021942331853278902,0.000971375313046825
t12,0.0,4.530159875502866e-5,7.698730874298345e-5,0.0002476080168434949,0.0,4.9128200339075056e-5,8.589517032068787e-5,0.00021833723338364008,0.0,4.7684558667840416e-5,8.823717308422206e-5,0.00021970619944870228,0.0010788854595856748
t13,0.0,4.8237534756779696e-5,7.64043061451323e-5,0.000231799954676205,4.670846578414837e-5,4.210673511902408e-5,7.995716849859009e-5,0.00023458743643710664,0.0,4.256616098616579e-5,7.70445849508375e-5,0.00021646752821726306,0.0010958798755712526
t14,0.0,4.814462253120578e-5,7.629446972264886e-5,0.00023124789591488705,4.670168334937047e-5,4.2071962172725375e-5,7.996777646366196e-5,0.00023566236234525225,5.015906401407216e-5,4.320423872622941e-5,7.939582265519861e-5,0.00023539015701735467,0.0011682400549126067
