BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t16,844324.4086460664,204021.5447368378,-341759.0621689327,95641.02960193274,-192733.07912499877,0.0003719031155366548,0.0,-2648.6751270852274,-118.16691995819554,-606728.0,8918.89624549934,65142.85081264929,-14042.044740967087,10865.889723629765,-2755.954458485623,0.00036183430751382317,0.0,819.9706502096569,-26.608586400605073,-68923.0,189909.46738740904,103900.31778338485,-115100.32302037999,25856.31023411042,-37793.918934424306,0.00036960920320987175,5.032438458856067e-5,1828.7044768755704,-91.55833355759046,-168509.0
t17,438087.34961129865,269392.0562228873,-35737.26243301507,138373.52430783998,-143293.0624893411,0.0003736141791412631,0.0,-886.3347593895109,-88.2708181295227,-665848.0,3838.3816748707686,69829.26263418721,-6559.628278772536,14012.330977201042,-9694.705989634907,0.00036312950792497146,0.0,819.9671619973624,-26.608535163727012,-72219.0,161229.53919776712,63870.93352363344,-32056.44902556296,26373.395481972286,-49384.12490045454,0.0003712439338140873,5.032906058859468e-5,66.36759739214848,-61.662282965795676,-170038.0
t18,111202.85711075724,499906.06986071094,-6831.173584588776,191846.45277519652,-50863.71359695255,0.00036768451668242684,0.0,846.4873427393042,-113.98025900163469,-745993.0,1133.2404516300116,70839.681103423,-12633.151336455508,18126.77201543912,-1495.8353231534556,0.00034139865201690474,0.0,819.9002429667755,-26.60748528080346,-76764.0,130590.41033751547,65776.95034098325,-17223.3164410155,34017.40505220154,-34082.689331387475,0.0003655031681448604,5.018169996748564e-5,-1666.3875857060798,-87.37277372083123,-177325.0
t19,13148.581737786268,648393.689455568,-7050.006457858225,173554.8934367584,-73429.56141565328,0.00034603662146689496,0.0,-2649.410897393171,-118.18618949819226,-751850.0,44.84100261856524,68936.40666390212,-7143.02207139065,21910.531488055145,-1668.0504554703589,0.0003210576203589059,0.0,819.9005401883326,-26.607479516154054,-82874.0,74418.50012803826,108893.48145791863,-1499.689208858792,45391.35782011832,-35726.58222797502,0.0003567729698096477,5.000076318894487e-5,1829.510357204838,-91.5787099820382,-193215.0
t20,9627.627340535491,648193.4120701451,-7051.15247209835,120436.22358960255,-78232.040638633,0.0003671088203879471,0.0,-1718.4183078860672,-109.65193390779233,-691146.0,44.78177450255839,85248.07386751866,-2572.232941089567,18574.866911071134,-18166.324402547045,0.00034036047819852136,0.0,-111.09205248126116,-18.073487309668174,-83000.0,28657.98520538829,143714.03560572932,-2607.904188005027,61937.88587248279,-19267.93481482345,0.00036930122639424525,4.993403150299127e-5,1829.510360367328,-91.57844659812415,-214172.0
t21,9545.88475243655,630195.34609131,-7049.668127583636,88429.86989599874,-75278.86733115169,0.0003654008909333104,0.0,-1693.853975888416,-109.71165603673238,-644039.0,44.7872488244801,83893.3469866241,-2724.0893981121767,11501.488099911827,-17656.778399943876,0.00034021910973915337,0.0,-135.62152733977314,-18.133338560977432,-74905.0,14311.087479286556,169623.2792943339,-3207.257200416349,66460.06207188303,-21924.069162516746,0.0003454509342747536,0.0,1829.4755032281892,-91.57831747575494,-227001.0
t22,26178.853643376875,565844.316305169,-0.41835053254456817,65005.74575517169,-86752.23314271313,0.00033767554646408867,0.0,-2649.094726759745,-118.16979962399472,-567509.0,44.892499513309865,83362.55406683813,-21935.24807358953,8909.703091382773,-0.19016456050195818,0.0003183109409931912,0.0,819.895534906625,-26.60725421572639,-71175.0,43312.33221946198,139473.60961050334,-107.80088191645422,47924.60437661675,-28127.382348916333,0.00035540505768907773,4.901724181385199e-5,1829.1991918531196,-91.56254540826833,-204213.0
t23,9082.153317110737,552061.0595419632,-6913.05774879474,50679.91695231832,-83322.84805450607,0.0003600509565290276,0.0,-1524.2765929962316,-110.94776092304848,-519952.0,44.77931766827414,81159.38439663275,-3537.6038720480956,6933.4396535363385,-17271.431978250075,0.0003407507438707514,0.0,-305.1983399603111,-19.369505300911534,-67004.0,10905.345347748706,163058.53583543922,-3208.428605422396,30566.512180495418,-24383.86176483164,0.0003430269142794781,0.0,1829.4749329565427,-91.57825562213695,-178676.0
t24,9082.177075248312,533488.6294525083,-3296.718046728879,40986.80283072625,-92472.64568910802,0.00033627861279219906,0.0,-1011.0871946859486,-118.158745997168,-486659.0,44.7877403648236,82288.04316883851,-3168.3299836933693,4981.171635680829,-21904.721029696302,0.00032043625777659196,0.0,-818.369928554114,-26.581909573817377,-61396.0,10904.33992684934,157407.38315107216,-3207.217658449916,24806.64793985426,-25321.03394641904,0.00032319443640806275,0.0,1829.4571232400626,-91.57683642335063,-166328.0
t25,14089.779444983713,464462.7296295671,-166.10026732235113,32308.913125496765,-74541.42272429609,0.00020361299506156943,0.0,-1009.7116898728284,-118.18771142954566,-435026.0,44.77928295533377,82057.55543181617,-3249.120443357005,4845.468078093944,-22338.148808325284,0.00018889408307304375,0.0,-819.9259167651212,-26.607798418503286,-60514.0,17493.8299742132,148639.44759631567,-602.2132848076694,18709.831672072592,-30870.953831750947,0.0001917756689561017,0.0,1829.6376066379496,-91.57991301104238,-155108.0
t26,17189.93068634617,436978.193538956,-0.2875943605623005,28120.1648010179,-60849.20917639978,0.00020302669019101735,0.0,-1009.6083691825979,-118.18407742097295,-420311.0,44.76788048781016,76259.73753598321,-5178.027288396019,3449.22042589002,-16538.139134875528,0.00018835676729008475,0.0,-819.9513834365767,-26.60820911654254,-57191.0,23023.1721249936,135336.2308041707,-0.3001096686972334,13768.221936683713,-32316.308821142014,0.00019093163482356454,0.0,1829.5597526191748,-91.57586830443041,-141549.0
t27,15299.570974436476,426670.5991353721,-0.2970312540730213,25614.48417528559,-53258.58207142669,0.00019406898487310783,0.0,-1009.592298125312,-118.18305994409234,-413198.0,44.7699718275485,71802.66944517336,-6867.017235057605,3111.2995124175823,-12056.16175881357,0.00017965424532311977,0.0,-819.951924909489,-26.60816206172067,-55189.0,21015.69149739669,128867.45512870152,-0.32002971669689534,10683.635132608659,-29576.431217990405,0.000183332551480588,0.0,1829.5442230348012,-91.57489788237167,-132728.0
t28,15623.15578435283,421148.60661948775,-0.3071853018607205,26350.661757882128,-46861.31296109552,0.00019395887770314678,0.0,-1009.6203654042828,-118.18382649693899,-415133.0,44.77005902382406,71512.93271921366,-6970.943262912829,2883.6188489801234,-12284.820707665016,0.0001794089508770058,0.0,-819.9496174103203,-26.608191321025824,-54339.0,23424.129962851006,119337.1133454823,-0.34617710793350887,8614.56101548155,-25889.452657126967,0.0001826198869174434,0.0,1829.5699828146032,-91.57563517591318,-127224.0
t29,16344.086308621816,428573.79983888153,-0.3240795247272393,27074.16854754687,-43840.966632589945,0.00019492750483307857,0.0,-1009.581337065776,-118.18281962238245,-427023.0,44.77213778071614,69915.6385570675,-7547.927558209579,3193.45348619329,-10073.375744175903,0.00018000011646220927,0.0,-819.952852427895,-26.608177997594744,-54686.0,23130.714759280767,115515.95083934967,-0.39063519612352826,8312.452140996098,-23904.686815868332,0.00018304375988386528,0.0,1829.534189493671,-91.57464162478772,-124792.0
t30,16341.23547173358,442312.4505572189,-0.33767406465300737,34797.44604497211,-29709.033443185795,0.00019751027729619403,0.0,-1009.5783150925204,-118.18281666792187,-462614.0,44.77572407589654,67262.0069939761,-8534.093669504291,3746.7379447541994,-5429.866049535191,0.00018129345194088761,0.0,-819.9529186382638,-26.608178191461704,-56243.0,18015.971602848414,114356.62254281563,-0.49090306399034067,7970.407907238515,-18099.467910196294,0.00018427535639086535,0.0,1829.5312337307842,-91.57463847646017,-123981.0
t31,16373.313521060503,477562.398867228,-0.40809231105839117,57003.165449870095,-21365.70218875203,0.00020927850288073315,0.0,-1009.5841950077222,-118.1835579761523,-528445.0,44.778323398601174,69841.23926360221,-7585.357735719629,5127.817379651139,-4673.914878806597,0.00019030181321668248,0.0,-819.9542968758462,-26.60821805850581,-61908.0,13602.874705653043,115185.1378006291,-502.6308585346282,8818.63267846968,-12380.977659961576,0.00019245307584661266,0.0,1829.5384918835684,-91.57533991764649,-126461.0
t32,53029.95916496465,468948.64916014636,-6865.846107028552,87351.49075967513,-13039.215944331765,0.00022169408963812226,0.0,-1324.9515798383343,-113.08566191529964,-587987.0,91.29595505046775,71935.5332379708,-6709.700093069416,9364.225215215383,-0.10670759198510577,0.00020427235676762534,0.0,-504.74649168727046,-21.501305578284725,-74155.0,10887.081562930913,121897.76732576966,-3209.2937699386307,10576.19330386873,-8379.86233433159,0.0002064678161014884,0.0,1829.6980715256045,-91.58435633701492,-133510.0
t33,316759.8488217316,266974.51621594303,-32275.932799820475,93649.70579453059,-49560.67292696514,0.00021064237631805618,0.0,-1776.902140201431,-109.56316165121513,-593661.0,384.8948785915724,75496.43024017589,-5469.228749138589,11237.935447700393,-2495.9763192348646,0.00019106770933468675,0.0,-53.084563948461835,-17.971110320663772,-79083.0,13585.283509905608,122432.32873062487,-1075.2509147811397,18163.862929929728,-4445.619092157623,0.00019393153095341348,0.0,1829.9867041498928,-91.59205133055136,-150399.0
t34,817928.6465204695,182400.6618376918,-347996.18751942954,64811.415494136454,-137941.4664587435,0.00020835017371091785,0.0,-2649.8705866837586,-118.19948158264283,-576435.0,3514.0032683925056,88871.57759931171,-9426.972948541932,8459.607401031566,-14997.468210251207,0.00018955960507023174,0.0,819.8595694411322,-26.60684036809903,-77214.0,46486.02612774841,109948.93892251648,-0.1160356790950599,27140.207522986067,-14319.475098203284,0.0001948065393403384,0.0,1830.0110172426264,-91.5926412145438,-170994.0
t35,1.2067098576757312e6,145235.41650683593,-779539.1270947083,65409.27024237105,-71100.08755985144,0.00020705878906182622,0.0,-2649.1495477147378,-118.18041489303704,-563948.0,8530.779025364267,88871.5622919296,-22469.22538351399,7585.10654922976,-7735.476821958762,0.0001890257734404877,0.0,819.8610046915384,-26.606839237720376,-75576.0,80158.3694916476,105590.2195332305,-11149.808992562877,27992.339278547704,-24878.834460275033,0.00019232155070044381,0.0,1829.2885430231995,-91.57357565531666,-179450.0
t36,1.4272035910992783e6,117775.05013741927,-983802.8986454792,69641.25132108126,-68313.72223712198,0.00021589852717526342,0.0,-2649.0925458109837,-118.1793310567458,-559736.0,12527.198617373353,88871.53236865082,-27222.720105488264,7894.467872322918,-7644.733300024047,0.00019834988810986918,0.0,819.8612031087158,-26.60683906057592,-75219.0,135037.6680754577,105590.23326701834,-60291.66742282238,24358.313520989548,-31634.206483347916,0.00020231281575518664,0.0,1829.2313427022675,-91.57249199616989,-174798.0
t37,1.482398268358884e6,109123.28102231944,-1.0285016060738028e6,74833.21585446374,-73525.87852544531,0.0002055474639026993,0.0,-2649.1014390901305,-118.17938991177934,-561560.0,14006.724822216487,88871.50332025914,-28223.58888438098,8523.940012334237,-7709.835622586253,0.00018798482933761465,0.0,819.8630224580062,-26.606842771744315,-76262.0,180582.70159402007,104612.34811596341,-115536.6137749993,22366.044076990365,-25052.14606145585,0.00019072888653942153,0.0,1829.2384166321244,-91.57254714003503,-168710.0
t38,1.3849786755263177e6,118108.1939580379,-934742.1702676811,75186.0235222331,-81584.44290365797,0.00020592817507057747,0.0,-2649.1006385319292,-118.17938968107086,-559179.0,14720.97879551405,88871.47549915148,-28243.657107805204,9183.050695751006,-8467.10656990724,0.0001884761125093199,0.0,819.8653623557009,-26.606848018408993,-76858.0,212824.7270575844,101656.7697193222,-146126.0585374353,24107.628308643998,-25414.72946297833,0.00019101702468481515,0.0,1829.2352761762288,-91.57254166266186,-168786.0
t39,1.1523638378580129e6,140916.9037358257,-705612.1076394117,76809.88048539122,-101572.23362100648,0.00020667567500152524,0.0,-2649.1015976886074,-118.17941374366212,-560139.0,14601.945498180821,88871.43392969164,-26663.039802230247,8999.459639682122,-9946.05760358978,0.00018891727987608558,0.0,819.8650296190283,-26.606851547646244,-76657.0,226134.7561562086,101053.41171829947,-153874.79975578244,26313.002659731046,-30110.034965414357,0.00019175930002635313,0.0,1829.236568069579,-91.57256219601588,-171254.0
t40,807743.5198156842,173400.18653598908,-300131.3967879373,90720.24411838167,-182795.25712333032,0.00021808318094901884,0.0,-2649.1172419153545,-118.17952199019744,-586170.0,12510.195354467796,88871.41688965981,-21192.307043199668,9565.877052707356,-13172.44400265418,0.00020127402595157448,0.0,819.8684204876231,-26.606857501426298,-77376.0,220445.8048691738,101589.23498087181,-135720.66879939442,27038.359781406692,-42364.40718400423,0.00020513189620211612,0.0,1829.2488214277312,-91.57266448877115,-172726.0
t41,403489.5891407222,277458.08193012176,-35685.17762795599,131559.53021273387,-135553.6352848378,0.00021795696249243994,0.0,-840.0520628519378,-88.33651315503978,-640340.0,8020.598305054969,88337.72730917571,-6822.757545416432,12519.88909679509,-21403.677070438604,0.00019962578780898947,0.0,819.8257980433069,-26.606077566340698,-81445.0,190521.92024536198,43373.27572929963,-41088.42224966594,28124.558798427242,-47144.82854561432,0.00020348689727137188,0.0,20.22626480863088,-61.73043558869907,-173745.0
t42,102832.110753339,481627.2930786963,-9757.291346963455,179779.62805267193,-47966.35150464317,0.00021413893359846243,0.0,2649.808248934716,-118.19748341751635,-709047.0,2476.6586566001806,87345.82052214895,-1482.7254662104383,17749.911349257243,-18120.167514329136,0.00019249469829947692,0.0,-819.8904442564982,-26.60728012639591,-87123.0,151029.08638573496,54015.59626153527,-22404.909501049104,35482.05611141225,-35543.32143418902,0.00019613089535796906,0.0,-1829.9178046782179,-91.59020329112045,-180657.0
t43,13921.402722282848,611515.4419231534,-13373.35820139048,163522.00926434953,-63181.47923376489,0.0002136248929908973,0.0,-1736.1271067510875,-109.88956904594016,-710558.0,196.6342106887348,74363.69720047619,-5828.962450850605,25706.09743990116,-173.5562035580177,0.00019282750136931275,0.0,-93.60535089500368,-18.305023074874967,-94152.0,85535.82716390055,107053.08008246444,-3209.1033075834134,46999.774191848555,-40490.72622751328,0.00019750729755989738,0.0,1829.7324576460912,-91.5845459710652,-197627.0
t44,10815.698776988014,608274.3758688212,-6974.195903859504,111179.37060571201,-72439.62267469412,0.00021164180345685515,0.0,-1724.7062928666353,-109.92057968524249,-649021.0,75.55812332691887,76989.6478356005,-4902.644219920774,21998.648829924834,-353.8334630717101,0.00019187496625257003,0.0,-105.04154268337327,-18.335740157942713,-93684.0,26500.00436910536,150594.67302931173,-3209.094994970888,64328.82143462256,-20327.567018841215,0.0001979053461265022,0.0,1829.7478355500086,-91.58483952729978,-219625.0
t45,10882.547216185647,591074.5795746923,-6969.278181594902,80507.48188479492,-71892.5590533285,0.00021009884841495023,0.0,-1697.768778300538,-110.0028599031161,-601795.0,75.5155315444314,76175.12941337649,-5199.275860393788,13676.808938055916,-246.80717995683779,0.00019129554770805647,0.0,-131.95286776984537,-18.4181512586894,-84331.0,14983.904742868011,176456.23181037116,-3209.133185739605,68947.10114025915,-24730.24163042379,0.00019731485078944045,0.0,1829.7216460703835,-91.58470864442671,-234186.0
t46,11647.86524297308,546568.8736285641,-6875.632433839244,60204.331898101555,-76725.02799667609,0.00021789577918539558,0.0,-1417.076413110019,-112.33413149554274,-533291.0,74.91954955425764,75426.89822077531,-5466.864689038452,10573.898162505,-211.45939172615655,0.00019975738733189858,0.0,-412.6425749837732,-20.749462183926667,-79964.0,15360.881689158376,174765.37305555143,-3209.1593836136435,50000.186929842865,-26864.416805882243,0.0002062392390076714,0.0,1829.7189880937924,-91.58466931161607,-211791.0
t47,14717.81759338395,513581.26857136644,-6825.780721052365,45827.31025788819,-80026.60335742189,0.00020628621577862473,0.0,-1009.8233396107381,-118.18919774704653,-486146.0,44.7653536008695,77094.69740187287,-4973.5822872912895,8089.151283663749,-4667.566431824022,0.00019011358884047928,0.0,-819.8587722911107,-26.606714084662208,-74741.0,18174.17144138453,165908.40127051162,-1105.2020227682297,30942.235204464192,-29586.705704035176,0.00019430124610012123,0.0,1829.6821119018489,-91.58248366238432,-186071.0
t48,13462.00837466631,492829.5735377647,-6825.898614907081,36765.763467418816,-81382.44153445114,0.00020455804786759487,0.0,-1009.8164301571837,-118.1889914676039,-453721.0,44.767127258413026,87264.22460247097,-1564.5325695947295,6030.55678919433,-22775.547956355058,0.00018959033801643077,0.0,-819.8614374803203,-26.606730284264604,-68153.0,16813.770409487897,162794.7246904903,-2389.564633200476,24999.743613087776,-30432.769867899857,0.0001929594526931565,0.0,1829.677867637504,-91.58226118333928,-173524.0
t49,14088.65047474354,483792.69285085925,-669.7539987622667,33720.173301703406,-83881.7051305653,0.00037377376109735657,0.0,-1009.8850235805814,-118.17282409564052,-445922.0,44.760179509605535,80637.36908730942,-3795.2314826707593,4263.354814372149,-20795.184831731294,0.00035950477195853097,0.0,-819.4687371243842,-26.599362493913347,-59509.0,17492.70148646297,164133.75674511006,-1068.7843248163463,21843.673317862125,-36000.1279518866,0.00039757687935837064,5.341134576898182e-5,1829.3537607049657,-91.57346160172717,-168139.0
t50,17607.924093699832,451525.55490665504,-0.43694123801618584,31215.167423765368,-67599.85819657388,0.0003709639171122487,0.0,-1009.185810190623,-118.16582150785204,-431621.0,44.76164981814266,76208.58322795434,-5575.058286290805,2862.166934979614,-15566.942867400287,0.0003568501856092988,0.0,-819.903698364583,-26.607289316450526,-57127.0,23808.930586890383,149148.62687568236,-0.4408257754608866,16687.811896998035,-37932.45993699532,0.0003967760267684405,5.327120365793439e-5,1829.089508555206,-91.55853219140151,-153450.0
t51,15486.080796615084,438831.341230269,-0.44311482232525484,28924.115062191417,-56422.74701676798,0.00037043787532481365,0.0,-1009.1816656319072,-118.16563701172161,-425691.0,44.76651393788842,72313.45901884722,-6882.7343679848145,2695.1686896769315,-11487.149325505256,0.0003568446615278307,0.0,-819.903565887888,-26.607292009417318,-55837.0,20964.573157634048,140889.02555373925,-0.44895790875052133,13697.288258836012,-33680.96532676662,0.0003968092187020236,5.3103069312343154e-5,1829.0852315197953,-91.55834500230429,-143607.0
t52,15382.094497064987,433079.75263944064,-0.44545066676113004,30202.4747894926,-48813.53214477198,0.0003687260748462021,0.0,-1009.1791140986421,-118.16555929960899,-428723.0,44.771276919042656,70815.7292955148,-7377.649643301237,2793.1828439599353,-9996.52341597289,0.0003547640752500811,0.0,-819.9033910108881,-26.607292953573413,-55433.0,20210.233787049867,132093.8169740192,-0.4576707249662198,11591.666963602387,-28142.784720279342,0.0003955661519724008,5.303241736375868e-5,1829.0825051095303,-91.55826634603557,-137490.0
t53,15830.274476206416,446454.6662908142,-0.44773857482526447,30444.340024903904,-49756.48809421969,0.00035558744472208477,0.0,-1009.1796494295005,-118.16563841925272,-441845.0,44.77310485475051,69364.26936752806,-7895.119270352572,3168.9865564877196,-7409.399511187826,0.0003345991047607439,0.0,-819.9032616423564,-26.607291434065978,-56427.0,18642.23045464861,128666.22640408267,-0.47028918537983394,10817.3701698493,-24984.881732891274,0.0004007119646034881,5.314929949378583e-5,1829.0829110718566,-91.55834698518673,-134878.0
