region,Resource,technology,Inv_Cost_per_MWyr,Inv_Cost_Inverter_per_MWyr,Inv_Cost_Solar_per_MWyr,Inv_Cost_Wind_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Inverter_Cost_per_MWyr,Fixed_OM_Solar_Cost_per_MWyr,Fixed_OM_Wind_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr
WECC_SNV,WECC_SNV_landbasedwind_class1_moderate_0,hybrid_wind,29940.369,8294.967694,0,65791.631,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_SNV,WECC_SNV_landbasedwind_class1_moderate_1,hybrid_wind,27824.303,8294.967694,0,65791.697,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_SNV,WECC_SNV_landbasedwind_class1_moderate_2,hybrid_wind,33312.096,8294.967694,0,65791.904,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_SNV,WECC_SNV_landbasedwind_class1_moderate_3,hybrid_wind,30232.361,8294.967694,0,65791.639,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_UT,WECC_UT_landbasedwind_class1_moderate_0,hybrid_wind,32287.935,8450.703254,0,65791.065,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_UT,WECC_UT_landbasedwind_class1_moderate_1,hybrid_wind,30739.41,8450.703254,0,65791.59,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_UT,WECC_UT_landbasedwind_class1_moderate_2,hybrid_wind,30251.873,8450.703254,0,65791.127,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_UT,WECC_UT_landbasedwind_class1_moderate_3,hybrid_wind,38018.874,8450.703254,0,65791.126,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_0,hybrid_wind,19688.91,8450.703254,0,65791.09,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_1,hybrid_wind,20475.711,8450.703254,0,65791.289,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_2,hybrid_wind,23856.367,8450.703254,0,65791.633,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_3,hybrid_wind,12217.907,8450.703254,0,65791.093,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_4,hybrid_wind,22162.59,8450.703254,0,65791.41,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_5,hybrid_wind,17005.014,8450.703254,0,65791.986,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_6,hybrid_wind,19713.436,8450.703254,0,65791.564,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_7,hybrid_wind,26553.498,8450.703254,0,65791.502,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_8,hybrid_wind,23131.653,8450.703254,0,65791.347,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_9,hybrid_wind,9032.656,8450.703254,0,65791.344,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_10,hybrid_wind,31374.24,8450.703254,0,65791.76,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_11,hybrid_wind,15869.802,8450.703254,0,65791.198,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_12,hybrid_wind,54378.432,8450.703254,0,65791.568,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_13,hybrid_wind,43075.663,8450.703254,0,65791.337,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_WY,WECC_WY_landbasedwind_class1_moderate_14,hybrid_wind,24727.228,8450.703254,0,65791.772,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WEC_SDGE,WEC_SDGE_landbasedwind_class1_moderate_1,hybrid_wind,20048.411,8540.865946,0,114091.589,25215.2265,1987.7,5366.79,0,43887.3,7473.050812
WEC_SDGE,WEC_SDGE_landbasedwind_class1_moderate_2,hybrid_wind,17308.034,8540.865946,0,114091.966,25215.2265,1987.7,5366.79,0,43887.3,7473.050812
