region,Resource,technology,Inv_Cost_per_MWyr,Inv_Cost_Inverter_per_MWyr,Inv_Cost_Solar_per_MWyr,Inv_Cost_Wind_per_MWyr,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Inverter_Cost_per_MWyr,Fixed_OM_Solar_Cost_per_MWyr,Fixed_OM_Wind_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr
WECC_MT,WECC_MT_utilitypv_class1_moderate_3,hybrid_pv,2112.095,7411.307737,25974.1802,0,21880.4281,1987.7,5366.79,12522.51,0,7473.050812
WECC_NM,WECC_NM_utilitypv_class1_moderate_0,hybrid_pv,5003.164,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_NM,WECC_NM_utilitypv_class1_moderate_1,hybrid_pv,3616.921,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_NM,WECC_NM_utilitypv_class1_moderate_2,hybrid_pv,10518.258,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_NM,WECC_NM_utilitypv_class1_moderate_3,hybrid_pv,9422.582,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_NM,WECC_NM_utilitypv_class1_moderate_4,hybrid_pv,15367.22,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_NM,WECC_NM_utilitypv_class1_moderate_5,hybrid_pv,16104.968,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_NM,WECC_NM_utilitypv_class1_moderate_6,hybrid_pv,21413.745,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_NM,WECC_NM_utilitypv_class1_moderate_7,hybrid_pv,21329.785,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_NNV,WECC_NNV_utilitypv_class1_moderate_0,hybrid_pv,4793.505,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_NNV,WECC_NNV_utilitypv_class1_moderate_1,hybrid_pv,3819.459,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_NNV,WECC_NNV_utilitypv_class1_moderate_2,hybrid_pv,10848.963,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_NNV,WECC_NNV_utilitypv_class1_moderate_3,hybrid_pv,10382.448,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_NNV,WECC_NNV_utilitypv_class1_moderate_4,hybrid_pv,17464.09,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_NNV,WECC_NNV_utilitypv_class1_moderate_5,hybrid_pv,15584.208,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_PNW,WECC_PNW_utilitypv_class1_moderate_0,hybrid_pv,2815.987,7411.307737,25974.1802,0,21880.4281,1987.7,5366.79,12522.51,0,7473.050812
WECC_PNW,WECC_PNW_utilitypv_class1_moderate_1,hybrid_pv,2007.696,7411.307737,25974.1802,0,21880.4281,1987.7,5366.79,12522.51,0,7473.050812
WECC_PNW,WECC_PNW_utilitypv_class1_moderate_2,hybrid_pv,5354.689,7411.307737,25974.1802,0,21880.4281,1987.7,5366.79,12522.51,0,7473.050812
WECC_PNW,WECC_PNW_utilitypv_class1_moderate_3,hybrid_pv,2591.564,7411.307737,25974.1802,0,21880.4281,1987.7,5366.79,12522.51,0,7473.050812
WECC_SNV,WECC_SNV_utilitypv_class1_moderate_0,hybrid_pv,5709.411,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_SNV,WECC_SNV_utilitypv_class1_moderate_1,hybrid_pv,4726.624,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_SNV,WECC_SNV_utilitypv_class1_moderate_2,hybrid_pv,14938.814,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_SNV,WECC_SNV_utilitypv_class1_moderate_3,hybrid_pv,12071.126,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_SNV,WECC_SNV_utilitypv_class1_moderate_4,hybrid_pv,20049.886,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_SNV,WECC_SNV_utilitypv_class1_moderate_5,hybrid_pv,20383.115,7324.456474,25343.86642,0,21624.01684,1987.7,5366.79,12522.51,0,7473.050812
WECC_UT,WECC_UT_utilitypv_class1_moderate_0,hybrid_pv,4640.771,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_UT,WECC_UT_utilitypv_class1_moderate_1,hybrid_pv,5461.524,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_UT,WECC_UT_utilitypv_class1_moderate_2,hybrid_pv,8956.109,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_UT,WECC_UT_utilitypv_class1_moderate_3,hybrid_pv,13870.761,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_WY,WECC_WY_utilitypv_class1_moderate_0,hybrid_pv,3635.726,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_WY,WECC_WY_utilitypv_class1_moderate_1,hybrid_pv,3117.486,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_WY,WECC_WY_utilitypv_class1_moderate_2,hybrid_pv,8298.762,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_WY,WECC_WY_utilitypv_class1_moderate_3,hybrid_pv,6839.795,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_WY,WECC_WY_utilitypv_class1_moderate_4,hybrid_pv,13184.975,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WECC_WY,WECC_WY_utilitypv_class1_moderate_5,hybrid_pv,12551.733,7461.970973,25895.39098,0,22030.00134,1987.7,5366.79,12522.51,0,7473.050812
WEC_SDGE,WEC_SDGE_utilitypv_class1_moderate_1,hybrid_pv,7225.84,7541.58463,27812.59538,0,22265.045,1987.7,5366.79,12522.51,0,7473.050812
WEC_SDGE,WEC_SDGE_utilitypv_class1_moderate_2,hybrid_pv,14489.906,7541.58463,27812.59538,0,22265.045,1987.7,5366.79,12522.51,0,7473.050812
CA_N,CA_N_battery_moderate_0,standalone_storage,4250.524463,8532.669338,0,0,25191.02763,1987.7,5366.79,0,0,7473.050812
CA_S,CA_S_battery_moderate_0,standalone_storage,4250.524463,8540.865946,0,0,25215.2265,1987.7,5366.79,0,0,7473.050812
WECC_AZ,WECC_AZ_battery_moderate_0,standalone_storage,1889.121984,8294.967694,0,0,24489.26029,1987.7,5366.79,0,0,7473.050812
WECC_CO,WECC_CO_battery_moderate_0,standalone_storage,1889.121984,8122.838918,0,0,23981.08394,1987.7,5366.79,0,0,7473.050812
WECC_ID,WECC_ID_battery_moderate_0,standalone_storage,1889.121984,8450.703254,0,0,24949.03889,1987.7,5366.79,0,0,7473.050812
WECC_IID,WECC_IID_battery_moderate_0,standalone_storage,4250.524463,8540.865946,0,0,25215.2265,1987.7,5366.79,0,0,7473.050812
WECC_MT,WECC_MT_battery_moderate_0,standalone_storage,1889.121984,8393.326995,0,0,24779.64678,1987.7,5366.79,0,0,7473.050812
WECC_NM,WECC_NM_battery_moderate_0,standalone_storage,1889.121984,8294.967694,0,0,24489.26029,1987.7,5366.79,0,0,7473.050812
WECC_NNV,WECC_NNV_battery_moderate_0,standalone_storage,1889.121984,8450.703254,0,0,24949.03889,1987.7,5366.79,0,0,7473.050812
WECC_PNW,WECC_PNW_battery_moderate_0,standalone_storage,1889.121984,8393.326995,0,0,24779.64678,1987.7,5366.79,0,0,7473.050812
WECC_SNV,WECC_SNV_battery_moderate_0,standalone_storage,1889.121984,8294.967694,0,0,24489.26029,1987.7,5366.79,0,0,7473.050812
WECC_UT,WECC_UT_battery_moderate_0,standalone_storage,1889.121984,8450.703254,0,0,24949.03889,1987.7,5366.79,0,0,7473.050812
WECC_WY,WECC_WY_battery_moderate_0,standalone_storage,1889.121984,8450.703254,0,0,24949.03889,1987.7,5366.79,0,0,7473.050812
WEC_SDGE,WEC_SDGE_battery_moderate_0,standalone_storage,4250.524463,8540.865946,0,0,25215.2265,1987.7,5366.79,0,0,7473.050812
CA_N,CA_N_landbasedwind_class1_moderate_1,hybrid_wind,24161.612,8532.669338,0,145265.388,25191.02763,1987.7,5366.79,0,43887.3,7473.050812
CA_N,CA_N_landbasedwind_class1_moderate_2,hybrid_wind,19921.047,8532.669338,0,145265.953,25191.02763,1987.7,5366.79,0,43887.3,7473.050812
CA_S,CA_S_landbasedwind_class1_moderate_1,hybrid_wind,14293.01,8540.865946,0,114091.99,25215.2265,1987.7,5366.79,0,43887.3,7473.050812
CA_S,CA_S_landbasedwind_class1_moderate_2,hybrid_wind,16977.86,8540.865946,0,114091.14,25215.2265,1987.7,5366.79,0,43887.3,7473.050812
WECC_AZ,WECC_AZ_landbasedwind_class1_moderate_0,hybrid_wind,27339.962,8294.967694,0,65791.038,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_AZ,WECC_AZ_landbasedwind_class1_moderate_1,hybrid_wind,9765.676,8294.967694,0,65791.324,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_AZ,WECC_AZ_landbasedwind_class1_moderate_2,hybrid_wind,21035.251,8294.967694,0,65791.749,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_AZ,WECC_AZ_landbasedwind_class1_moderate_3,hybrid_wind,30476.348,8294.967694,0,65791.652,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_AZ,WECC_AZ_landbasedwind_class1_moderate_4,hybrid_wind,17468.938,8294.967694,0,65791.062,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_AZ,WECC_AZ_landbasedwind_class1_moderate_5,hybrid_wind,31013.796,8294.967694,0,65791.204,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_AZ,WECC_AZ_landbasedwind_class1_moderate_6,hybrid_wind,13681.405,8294.967694,0,65791.595,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_AZ,WECC_AZ_landbasedwind_class1_moderate_7,hybrid_wind,25491.498,8294.967694,0,65791.502,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_0,hybrid_wind,23752.856,8122.838918,0,65791.144,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_1,hybrid_wind,22430.103,8122.838918,0,65791.897,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_2,hybrid_wind,21269.834,8122.838918,0,65791.166,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_3,hybrid_wind,20823.73,8122.838918,0,65791.27,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_4,hybrid_wind,26868.765,8122.838918,0,65791.235,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_5,hybrid_wind,23489.916,8122.838918,0,65791.084,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_6,hybrid_wind,26396.904,8122.838918,0,65791.096,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_7,hybrid_wind,142149.186,8122.838918,0,65791.814,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_8,hybrid_wind,16710.097,8122.838918,0,65791.903,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_9,hybrid_wind,144541.454,8122.838918,0,65791.546,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_10,hybrid_wind,26387.968,8122.838918,0,65791.032,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_11,hybrid_wind,139991.808,8122.838918,0,65791.192,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_12,hybrid_wind,30873.974,8122.838918,0,65791.026,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_13,hybrid_wind,162465.441,8122.838918,0,65791.559,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_CO,WECC_CO_landbasedwind_class1_moderate_14,hybrid_wind,144687.427,8122.838918,0,65791.573,23981.08394,1987.7,5366.79,0,43887.3,7473.050812
WECC_ID,WECC_ID_landbasedwind_class1_moderate_0,hybrid_wind,20176.033,8450.703254,0,65791.967,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_ID,WECC_ID_landbasedwind_class1_moderate_1,hybrid_wind,24798.57,8450.703254,0,65791.43,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_ID,WECC_ID_landbasedwind_class1_moderate_2,hybrid_wind,29740.496,8450.703254,0,65791.504,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_ID,WECC_ID_landbasedwind_class1_moderate_3,hybrid_wind,24475.133,8450.703254,0,65791.867,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_ID,WECC_ID_landbasedwind_class1_moderate_4,hybrid_wind,34067.6,8450.703254,0,65791.4,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_ID,WECC_ID_landbasedwind_class1_moderate_5,hybrid_wind,25778.794,8450.703254,0,65791.206,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_IID,WECC_IID_landbasedwind_class1_moderate_1,hybrid_wind,15251.406,8540.865946,0,114091.594,25215.2265,1987.7,5366.79,0,43887.3,7473.050812
WECC_IID,WECC_IID_landbasedwind_class1_moderate_2,hybrid_wind,20632.518,8540.865946,0,114091.482,25215.2265,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_0,hybrid_wind,28095.038,8393.326995,0,87200.962,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_1,hybrid_wind,26431.66,8393.326995,0,87200.34,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_2,hybrid_wind,24634.755,8393.326995,0,87200.245,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_3,hybrid_wind,22416.552,8393.326995,0,87200.448,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_4,hybrid_wind,20756.551,8393.326995,0,87200.449,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_5,hybrid_wind,22666.583,8393.326995,0,87200.417,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_6,hybrid_wind,18681.897,8393.326995,0,87200.103,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_7,hybrid_wind,24561.877,8393.326995,0,87200.123,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_8,hybrid_wind,21521.275,8393.326995,0,87200.725,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_9,hybrid_wind,22161.979,8393.326995,0,87200.021,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_10,hybrid_wind,25696.577,8393.326995,0,87200.423,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_MT,WECC_MT_landbasedwind_class1_moderate_11,hybrid_wind,26321.448,8393.326995,0,87200.552,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_0,hybrid_wind,21819.328,8294.967694,0,65791.672,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_1,hybrid_wind,18372.173,8294.967694,0,65791.827,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_2,hybrid_wind,20548.969,8294.967694,0,65791.031,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_3,hybrid_wind,10370.543,8294.967694,0,65791.457,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_4,hybrid_wind,25239.277,8294.967694,0,65791.723,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_5,hybrid_wind,29641.291,8294.967694,0,65791.709,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_6,hybrid_wind,18694.313,8294.967694,0,65791.687,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_7,hybrid_wind,44661.796,8294.967694,0,65791.204,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_8,hybrid_wind,22353.972,8294.967694,0,65791.028,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_9,hybrid_wind,26922.503,8294.967694,0,65791.497,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_10,hybrid_wind,36258.351,8294.967694,0,65791.649,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_11,hybrid_wind,28840.527,8294.967694,0,65791.473,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_12,hybrid_wind,23189.367,8294.967694,0,65791.633,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_13,hybrid_wind,28841.201,8294.967694,0,65791.799,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_14,hybrid_wind,33762.537,8294.967694,0,65791.463,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NM,WECC_NM_landbasedwind_class1_moderate_15,hybrid_wind,27850.081,8294.967694,0,65791.919,24489.26029,1987.7,5366.79,0,43887.3,7473.050812
WECC_NNV,WECC_NNV_landbasedwind_class1_moderate_0,hybrid_wind,26832.712,8450.703254,0,65791.288,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_NNV,WECC_NNV_landbasedwind_class1_moderate_1,hybrid_wind,31478.862,8450.703254,0,65791.138,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_NNV,WECC_NNV_landbasedwind_class1_moderate_2,hybrid_wind,31344.686,8450.703254,0,65791.314,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_NNV,WECC_NNV_landbasedwind_class1_moderate_3,hybrid_wind,31292.706,8450.703254,0,65791.294,24949.03889,1987.7,5366.79,0,43887.3,7473.050812
WECC_PNW,WECC_PNW_landbasedwind_class1_moderate_0,hybrid_wind,19441.58,8393.326995,0,87200.42,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_PNW,WECC_PNW_landbasedwind_class1_moderate_1,hybrid_wind,11598.39,8393.326995,0,87200.61,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_PNW,WECC_PNW_landbasedwind_class1_moderate_2,hybrid_wind,25566.198,8393.326995,0,87200.802,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_PNW,WECC_PNW_landbasedwind_class1_moderate_3,hybrid_wind,30899.849,8393.326995,0,87200.151,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_PNW,WECC_PNW_landbasedwind_class1_moderate_4,hybrid_wind,36711.683,8393.326995,0,87200.317,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
WECC_PNW,WECC_PNW_landbasedwind_class1_moderate_5,hybrid_wind,28143.298,8393.326995,0,87200.702,24779.64678,1987.7,5366.79,0,43887.3,7473.050812
