Time_Index,EIC_utilitypv_class1_moderate_0,EIC_utilitypv_class1_moderate_1,EIC_utilitypv_class1_moderate_2,EIC_utilitypv_class1_moderate_3,EIC_utilitypv_class1_moderate_4,EIC_utilitypv_class1_moderate_5,EIC_utilitypv_class1_moderate_6,EIC_utilitypv_class1_moderate_7,EIC_utilitypv_class1_moderate_8,EIC_utilitypv_class1_moderate_9,TRE_utilitypv_class1_moderate_0,TRE_utilitypv_class1_moderate_1,TRE_utilitypv_class1_moderate_2,TRE_utilitypv_class1_moderate_3,TRE_utilitypv_class1_moderate_4,TRE_utilitypv_class1_moderate_5,TRE_utilitypv_class1_moderate_6,TRE_utilitypv_class1_moderate_7,TRE_utilitypv_class1_moderate_8,TRE_utilitypv_class1_moderate_9,WECC_utilitypv_class1_moderate_0,WECC_utilitypv_class1_moderate_1,WECC_utilitypv_class1_moderate_2,WECC_utilitypv_class1_moderate_3,WECC_utilitypv_class1_moderate_4,WECC_utilitypv_class1_moderate_5,WECC_utilitypv_class1_moderate_6,WECC_utilitypv_class1_moderate_7,WECC_utilitypv_class1_moderate_8,WECC_utilitypv_class1_moderate_9
106,0.354,0.448,0.405,0.481,0.487,0.326,0.433,0.426,0.417,0.413,0.139,0.116,0.117,0.122,0.12,0.136,0.075,0.16,0.076,0.163,0.053,0.155,0.124,0.0,0.132,0.0,0.028,0.0,0.072,0.0
107,0.56,0.587,0.608,0.61,0.639,0.56,0.624,0.541,0.542,0.667,0.332,0.296,0.302,0.339,0.308,0.359,0.262,0.347,0.222,0.36,0.36,0.405,0.397,0.189,0.384,0.008,0.224,0.002,0.273,0.002
108,0.671,0.647,0.715,0.667,0.707,0.691,0.729,0.59,0.607,0.803,0.474,0.423,0.455,0.452,0.434,0.444,0.386,0.436,0.379,0.468,0.586,0.607,0.589,0.503,0.575,0.461,0.477,0.443,0.487,0.478
109,0.728,0.682,0.758,0.698,0.742,0.73,0.782,0.626,0.657,0.847,0.541,0.473,0.523,0.477,0.523,0.469,0.467,0.498,0.432,0.537,0.716,0.715,0.692,0.678,0.687,0.658,0.615,0.636,0.59,0.675
110,0.753,0.694,0.784,0.726,0.773,0.753,0.819,0.638,0.681,0.857,0.579,0.557,0.562,0.507,0.579,0.498,0.53,0.509,0.468,0.582,0.773,0.782,0.765,0.764,0.749,0.743,0.672,0.724,0.663,0.753
111,0.758,0.694,0.787,0.727,0.772,0.753,0.827,0.637,0.68,0.818,0.584,0.594,0.584,0.565,0.602,0.516,0.57,0.551,0.533,0.6,0.79,0.806,0.793,0.79,0.763,0.772,0.69,0.752,0.692,0.76
112,0.749,0.662,0.774,0.698,0.748,0.734,0.796,0.635,0.656,0.765,0.588,0.621,0.572,0.605,0.587,0.553,0.577,0.561,0.557,0.61,0.778,0.801,0.782,0.791,0.752,0.79,0.693,0.739,0.667,0.756
113,0.707,0.58,0.724,0.616,0.677,0.683,0.735,0.559,0.601,0.703,0.566,0.599,0.534,0.577,0.562,0.538,0.558,0.527,0.488,0.576,0.76,0.794,0.754,0.806,0.734,0.772,0.669,0.746,0.623,0.737
114,0.58,0.413,0.598,0.442,0.515,0.585,0.604,0.388,0.446,0.579,0.473,0.545,0.439,0.5,0.458,0.449,0.495,0.439,0.403,0.464,0.707,0.738,0.687,0.765,0.68,0.73,0.612,0.69,0.555,0.721
115,0.357,0.147,0.369,0.16,0.249,0.397,0.365,0.105,0.176,0.406,0.281,0.367,0.247,0.32,0.259,0.299,0.317,0.224,0.245,0.263,0.612,0.601,0.564,0.708,0.548,0.689,0.513,0.686,0.458,0.704
116,0.026,0.0,0.025,0.0,0.0,0.045,0.003,0.0,0.0,0.033,0.017,0.037,0.013,0.032,0.03,0.038,0.071,0.003,0.071,0.014,0.429,0.375,0.362,0.57,0.342,0.608,0.36,0.606,0.285,0.616
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.057,0.058,0.298,0.049,0.375,0.103,0.393,0.079,0.387
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.073,0.0,0.075,0.043,0.0,0.003,0.108,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.111,0.32,0.138,0.323,0.292,0.028,0.194,0.373,0.329,0.069,0.008,0.011,0.011,0.009,0.009,0.003,0.001,0.014,0.0,0.02,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0
130,0.437,0.51,0.445,0.508,0.525,0.374,0.484,0.551,0.546,0.466,0.21,0.302,0.214,0.272,0.245,0.278,0.268,0.243,0.305,0.212,0.2,0.136,0.209,0.004,0.222,0.0,0.135,0.0,0.194,0.0
131,0.599,0.606,0.612,0.595,0.642,0.561,0.625,0.638,0.649,0.591,0.374,0.516,0.406,0.477,0.414,0.497,0.459,0.416,0.555,0.39,0.492,0.293,0.476,0.048,0.496,0.001,0.386,0.0,0.441,0.0
132,0.668,0.652,0.675,0.635,0.673,0.647,0.677,0.667,0.681,0.635,0.486,0.621,0.485,0.581,0.513,0.6,0.564,0.52,0.664,0.498,0.684,0.492,0.667,0.155,0.687,0.087,0.575,0.07,0.612,0.121
133,0.696,0.67,0.703,0.656,0.677,0.697,0.692,0.673,0.68,0.684,0.549,0.669,0.54,0.621,0.564,0.629,0.606,0.574,0.705,0.597,0.783,0.559,0.775,0.282,0.767,0.221,0.656,0.181,0.703,0.322
134,0.715,0.667,0.715,0.65,0.647,0.724,0.685,0.653,0.672,0.711,0.58,0.668,0.588,0.64,0.616,0.643,0.647,0.639,0.739,0.663,0.802,0.627,0.818,0.374,0.805,0.327,0.691,0.27,0.747,0.377
135,0.721,0.654,0.697,0.633,0.622,0.736,0.672,0.635,0.656,0.736,0.629,0.65,0.628,0.642,0.64,0.636,0.657,0.632,0.753,0.681,0.821,0.679,0.827,0.413,0.826,0.368,0.712,0.347,0.771,0.442
136,0.7,0.617,0.671,0.596,0.591,0.735,0.663,0.615,0.631,0.73,0.64,0.599,0.652,0.62,0.658,0.649,0.656,0.599,0.74,0.652,0.827,0.68,0.834,0.398,0.827,0.423,0.711,0.383,0.759,0.403
137,0.658,0.548,0.625,0.505,0.536,0.718,0.626,0.57,0.578,0.73,0.62,0.577,0.644,0.589,0.654,0.626,0.647,0.615,0.732,0.614,0.836,0.712,0.83,0.362,0.815,0.394,0.689,0.355,0.733,0.445
138,0.577,0.4,0.526,0.36,0.419,0.659,0.528,0.412,0.443,0.675,0.549,0.517,0.57,0.545,0.582,0.55,0.555,0.58,0.676,0.525,0.807,0.706,0.777,0.341,0.766,0.393,0.631,0.364,0.68,0.425
139,0.412,0.169,0.346,0.15,0.197,0.488,0.34,0.163,0.208,0.506,0.401,0.349,0.387,0.368,0.375,0.391,0.38,0.4,0.495,0.371,0.736,0.608,0.689,0.272,0.671,0.363,0.559,0.321,0.588,0.403
140,0.158,0.008,0.122,0.013,0.023,0.183,0.074,0.008,0.008,0.176,0.123,0.114,0.118,0.126,0.116,0.122,0.102,0.121,0.264,0.103,0.561,0.401,0.501,0.178,0.471,0.312,0.405,0.254,0.404,0.441
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,0.028,0.163,0.053,0.125,0.175,0.155,0.144,0.076,0.278
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.014,0.0,0.014,0.009,0.0,0.0,0.031,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.022,0.157,0.027,0.191,0.125,0.0,0.047,0.224,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.242,0.4,0.241,0.435,0.37,0.236,0.337,0.473,0.452,0.143,0.262,0.322,0.254,0.317,0.266,0.327,0.302,0.282,0.291,0.257,0.029,0.148,0.074,0.0,0.091,0.0,0.027,0.0,0.118,0.0
154,0.459,0.531,0.441,0.565,0.528,0.466,0.554,0.589,0.589,0.36,0.519,0.595,0.513,0.599,0.53,0.605,0.584,0.533,0.585,0.538,0.282,0.447,0.316,0.14,0.334,0.015,0.255,0.005,0.369,0.006
155,0.574,0.582,0.553,0.61,0.601,0.59,0.648,0.633,0.648,0.481,0.707,0.752,0.69,0.753,0.697,0.759,0.737,0.701,0.749,0.705,0.535,0.636,0.539,0.398,0.537,0.324,0.487,0.339,0.564,0.361
156,0.627,0.625,0.631,0.639,0.658,0.652,0.721,0.662,0.689,0.544,0.804,0.825,0.788,0.82,0.787,0.834,0.816,0.8,0.84,0.787,0.657,0.741,0.665,0.544,0.653,0.497,0.631,0.537,0.666,0.564
157,0.663,0.639,0.676,0.658,0.681,0.688,0.742,0.686,0.716,0.597,0.822,0.835,0.816,0.833,0.812,0.842,0.823,0.821,0.857,0.8,0.715,0.773,0.724,0.594,0.699,0.59,0.708,0.642,0.719,0.673
158,0.691,0.65,0.71,0.676,0.698,0.711,0.744,0.696,0.73,0.658,0.826,0.838,0.824,0.838,0.82,0.845,0.831,0.823,0.865,0.807,0.758,0.784,0.756,0.632,0.735,0.645,0.74,0.672,0.745,0.694
159,0.702,0.654,0.711,0.682,0.699,0.719,0.725,0.686,0.725,0.677,0.823,0.836,0.819,0.834,0.815,0.84,0.825,0.818,0.861,0.789,0.791,0.777,0.781,0.669,0.749,0.679,0.746,0.699,0.741,0.7
160,0.7,0.633,0.7,0.655,0.678,0.715,0.705,0.657,0.704,0.689,0.815,0.829,0.812,0.827,0.806,0.825,0.812,0.805,0.855,0.763,0.812,0.747,0.794,0.664,0.766,0.684,0.733,0.689,0.719,0.693
161,0.664,0.5,0.67,0.539,0.592,0.682,0.663,0.503,0.563,0.685,0.78,0.797,0.784,0.799,0.778,0.795,0.775,0.735,0.837,0.713,0.837,0.699,0.785,0.655,0.752,0.678,0.711,0.684,0.716,0.7
162,0.641,0.484,0.653,0.512,0.546,0.648,0.617,0.459,0.546,0.662,0.731,0.762,0.731,0.76,0.721,0.773,0.742,0.687,0.804,0.656,0.82,0.665,0.771,0.619,0.736,0.625,0.677,0.638,0.662,0.656
163,0.499,0.284,0.501,0.309,0.37,0.527,0.471,0.266,0.346,0.535,0.568,0.604,0.558,0.607,0.558,0.617,0.592,0.518,0.653,0.444,0.758,0.631,0.722,0.595,0.694,0.572,0.65,0.596,0.61,0.607
164,0.252,0.046,0.246,0.051,0.112,0.31,0.227,0.047,0.1,0.315,0.309,0.346,0.307,0.353,0.305,0.377,0.363,0.261,0.355,0.196,0.624,0.489,0.588,0.564,0.543,0.505,0.538,0.559,0.468,0.572
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389,0.234,0.316,0.447,0.28,0.401,0.318,0.456,0.234,0.468
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.022,0.03,0.168,0.024,0.222,0.068,0.246,0.056,0.261
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.034,0.0,0.043,0.026,0.0,0.001,0.066,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.008,0.237,0.007,0.252,0.163,0.0,0.063,0.337,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.115,0.486,0.136,0.481,0.363,0.195,0.276,0.567,0.529,0.193,0.204,0.191,0.2,0.178,0.18,0.149,0.112,0.183,0.122,0.169,0.043,0.202,0.13,0.028,0.123,0.0,0.039,0.0,0.079,0.0
178,0.281,0.612,0.302,0.603,0.496,0.394,0.422,0.7,0.65,0.291,0.403,0.404,0.408,0.415,0.375,0.41,0.305,0.356,0.364,0.357,0.292,0.478,0.379,0.369,0.361,0.271,0.303,0.26,0.326,0.244
179,0.384,0.66,0.411,0.645,0.569,0.48,0.52,0.744,0.71,0.416,0.539,0.538,0.538,0.551,0.51,0.539,0.47,0.475,0.529,0.486,0.498,0.678,0.576,0.616,0.548,0.54,0.524,0.54,0.512,0.491
180,0.453,0.685,0.495,0.674,0.614,0.544,0.593,0.747,0.732,0.486,0.572,0.6,0.577,0.591,0.57,0.584,0.551,0.551,0.63,0.591,0.625,0.77,0.685,0.742,0.67,0.677,0.658,0.682,0.603,0.621
181,0.541,0.69,0.555,0.681,0.642,0.583,0.63,0.736,0.738,0.416,0.614,0.629,0.632,0.637,0.64,0.623,0.634,0.636,0.713,0.648,0.694,0.785,0.728,0.785,0.725,0.707,0.712,0.716,0.652,0.672
182,0.6,0.688,0.592,0.667,0.651,0.591,0.629,0.721,0.735,0.407,0.646,0.638,0.657,0.66,0.667,0.658,0.679,0.672,0.767,0.693,0.733,0.786,0.743,0.789,0.74,0.729,0.736,0.736,0.673,0.684
183,0.605,0.665,0.594,0.63,0.63,0.561,0.617,0.701,0.711,0.394,0.649,0.642,0.663,0.669,0.673,0.674,0.704,0.689,0.758,0.713,0.736,0.783,0.752,0.761,0.749,0.756,0.734,0.757,0.688,0.709
184,0.606,0.63,0.579,0.581,0.589,0.535,0.577,0.656,0.671,0.302,0.627,0.62,0.65,0.648,0.667,0.67,0.717,0.685,0.761,0.708,0.719,0.713,0.728,0.751,0.727,0.76,0.71,0.76,0.695,0.705
185,0.567,0.586,0.523,0.534,0.546,0.474,0.512,0.596,0.597,0.238,0.592,0.584,0.611,0.612,0.626,0.639,0.71,0.646,0.746,0.679,0.703,0.612,0.677,0.708,0.684,0.765,0.688,0.756,0.683,0.72
186,0.479,0.486,0.444,0.414,0.445,0.377,0.413,0.48,0.457,0.206,0.546,0.522,0.556,0.565,0.573,0.607,0.69,0.588,0.726,0.631,0.64,0.477,0.569,0.663,0.59,0.731,0.641,0.752,0.632,0.694
187,0.321,0.288,0.282,0.227,0.261,0.253,0.262,0.276,0.271,0.194,0.4,0.371,0.414,0.437,0.435,0.503,0.557,0.44,0.61,0.458,0.601,0.36,0.47,0.649,0.495,0.712,0.588,0.751,0.55,0.696
188,0.142,0.046,0.101,0.021,0.042,0.107,0.076,0.037,0.057,0.124,0.168,0.154,0.179,0.222,0.188,0.283,0.304,0.193,0.386,0.209,0.51,0.263,0.362,0.589,0.357,0.677,0.504,0.727,0.407,0.681
189,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.33,0.128,0.195,0.449,0.182,0.595,0.328,0.633,0.219,0.609
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.053,0.029,0.214,0.028,0.325,0.103,0.388,0.073,0.398
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.017,0.092,0.013,0.117,0.061,0.0,0.006,0.099,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.09,0.325,0.128,0.37,0.3,0.018,0.151,0.361,0.319,0.009,0.003,0.0,0.001,0.0,0.002,0.0,0.001,0.009,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.319,0.515,0.371,0.556,0.506,0.259,0.387,0.56,0.508,0.258,0.232,0.239,0.219,0.214,0.218,0.261,0.274,0.277,0.31,0.3,0.126,0.05,0.12,0.061,0.14,0.001,0.159,0.0,0.069,0.0
202,0.532,0.617,0.534,0.639,0.605,0.431,0.496,0.647,0.611,0.351,0.409,0.456,0.428,0.472,0.426,0.532,0.517,0.475,0.569,0.52,0.441,0.251,0.371,0.313,0.393,0.261,0.467,0.253,0.295,0.246
203,0.631,0.763,0.616,0.77,0.697,0.547,0.587,0.804,0.748,0.418,0.548,0.636,0.552,0.645,0.581,0.694,0.684,0.615,0.733,0.657,0.649,0.396,0.56,0.492,0.561,0.457,0.637,0.452,0.466,0.484
204,0.686,0.699,0.653,0.706,0.676,0.579,0.625,0.698,0.687,0.447,0.626,0.742,0.651,0.736,0.685,0.754,0.765,0.704,0.82,0.739,0.77,0.514,0.684,0.592,0.655,0.584,0.719,0.58,0.598,0.61
205,0.718,0.719,0.69,0.728,0.691,0.634,0.641,0.724,0.705,0.48,0.698,0.785,0.703,0.77,0.737,0.788,0.791,0.764,0.83,0.782,0.818,0.614,0.756,0.638,0.72,0.645,0.769,0.636,0.664,0.629
206,0.742,0.723,0.699,0.733,0.687,0.666,0.664,0.73,0.709,0.502,0.753,0.81,0.747,0.792,0.756,0.808,0.802,0.793,0.842,0.811,0.829,0.73,0.782,0.656,0.761,0.658,0.799,0.65,0.708,0.644
207,0.75,0.722,0.675,0.726,0.678,0.67,0.66,0.725,0.71,0.551,0.789,0.821,0.769,0.812,0.759,0.816,0.793,0.798,0.842,0.821,0.839,0.787,0.797,0.636,0.77,0.632,0.808,0.629,0.728,0.652
208,0.721,0.706,0.657,0.714,0.64,0.673,0.613,0.707,0.691,0.52,0.783,0.802,0.754,0.791,0.745,0.801,0.763,0.79,0.817,0.805,0.843,0.771,0.806,0.62,0.779,0.644,0.803,0.604,0.722,0.653
209,0.673,0.652,0.617,0.678,0.6,0.671,0.572,0.671,0.641,0.483,0.744,0.788,0.721,0.767,0.717,0.776,0.73,0.762,0.782,0.779,0.852,0.749,0.821,0.62,0.778,0.641,0.798,0.593,0.719,0.649
210,0.632,0.558,0.568,0.574,0.515,0.62,0.5,0.571,0.543,0.414,0.685,0.743,0.674,0.72,0.66,0.706,0.651,0.708,0.764,0.73,0.835,0.735,0.796,0.597,0.739,0.575,0.744,0.568,0.694,0.588
211,0.514,0.365,0.434,0.372,0.346,0.524,0.363,0.375,0.373,0.377,0.52,0.584,0.492,0.568,0.511,0.58,0.517,0.534,0.622,0.575,0.8,0.708,0.761,0.581,0.699,0.566,0.705,0.55,0.633,0.545
212,0.288,0.085,0.236,0.08,0.099,0.3,0.176,0.055,0.087,0.276,0.254,0.371,0.255,0.356,0.27,0.362,0.296,0.286,0.431,0.312,0.672,0.601,0.631,0.563,0.585,0.517,0.623,0.521,0.545,0.503
213,0.04,0.0,0.033,0.0,0.0,0.039,0.015,0.0,0.0,0.013,0.0,0.0,0.0,0.011,0.0,0.018,0.019,0.0,0.124,0.0,0.439,0.384,0.408,0.446,0.383,0.41,0.452,0.409,0.371,0.428
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.075,0.077,0.254,0.086,0.229,0.163,0.236,0.091,0.246
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
