Resource,Zone,Resource_Type,Cluster,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
TRE_natural_gas_fired_combined_cycle_2,2,Natural Gas Fired Combined Cycle,2,6317.6,0.0002003574655886248,0.0,6317.599799642535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_fired_combustion_turbine_1,2,Natural Gas Fired Combustion Turbine,1,2924.0,0.00012722188061174727,0.0,2923.9998727781194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_fired_combustion_turbine_2,2,Natural Gas Fired Combustion Turbine,2,2826.9,2.1643595439780963e-5,0.0,2826.899978356405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_internal_combustion_engine_1,2,Natural Gas Internal Combustion Engine,1,502.70000000000005,0.0,0.0,502.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_natural_gas_steam_turbine_1,2,Natural Gas Steam Turbine,1,8249.5,0.00044531499213536164,0.0,8249.499554685008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_nuclear_1,2,Nuclear,1,5120.0,5119.97518371172,0.0,0.024816288280327115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_onshore_wind_turbine_1,2,Onshore Wind Turbine,1,21683.1,21683.071696135587,0.0,0.028303864411327595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_petroleum_liquids_1,2,Petroleum Liquids,1,23.7,0.0016043080316178481,0.0,23.698395691968383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_small_hydroelectric_1,2,Small Hydroelectric,1,11.2,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_solar_photovoltaic_1,2,Solar Photovoltaic,1,1821.5,1821.4461980289004,0.0,0.05380197109938756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_batteries_1,3,Batteries,1,1357.5,0.0,0.0,1357.5,3611.0,0.0,0.0,3611.0,0.0,0.0,0.0,0.0
WECC_biomass_1,3,Biomass,1,551.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_conventional_hydroelectric_1,3,Conventional Hydroelectric,1,46528.0,0.0,0.0,46528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_conventional_steam_coal_1,3,Conventional Steam Coal,1,11415.2,11415.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_conventional_steam_coal_2,3,Conventional Steam Coal,2,2074.5,2074.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_geothermal_1,3,Geothermal,1,1752.4,0.0,0.0,1752.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_hydroelectric_pumped_storage_1,3,Hydroelectric Pumped Storage,1,4567.1,0.0,0.0,4567.1,70790.0,0.0,0.0,70790.0,0.0,0.0,0.0,0.0
WECC_natural_gas_fired_combined_cycle_1,3,Natural Gas Fired Combined Cycle,1,37593.3,3.433778642277611e-5,0.0,37593.29996566222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_natural_gas_fired_combined_cycle_2,3,Natural Gas Fired Combined Cycle,2,12502.4,1.595651859350614e-5,0.0,12502.399984043483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_natural_gas_fired_combustion_turbine_1,3,Natural Gas Fired Combustion Turbine,1,15252.7,3.7614774169795676e-5,0.0,15252.699962385228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_natural_gas_fired_combustion_turbine_2,3,Natural Gas Fired Combustion Turbine,2,6281.6,3.205337870621486e-5,0.0,6281.599967946621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_natural_gas_internal_combustion_engine_1,3,Natural Gas Internal Combustion Engine,1,1282.7,0.0,0.0,1282.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_natural_gas_steam_turbine_1,3,Natural Gas Steam Turbine,1,2669.5,0.0003231834087239539,0.0,2669.499676816591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_nuclear_1,3,Nuclear,1,5175.0,5174.9792168271915,0.0,0.02078317280851394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_onshore_wind_turbine_1,3,Onshore Wind Turbine,1,20644.2,20644.16842599713,0.0,0.03157400287179257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_petroleum_liquids_1,3,Petroleum Liquids,1,636.2,0.0,0.0,636.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_small_hydroelectric_1,3,Small Hydroelectric,1,1064.3,0.0,0.0,1064.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_solar_photovoltaic_1,3,Solar Photovoltaic,1,14659.8,14659.766180707364,0.0,0.03381929263568395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WECC_distributed_generation_1,3,distributed_generation,1,250535.0,0.0,0.0,250535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_distributed_generation_1,1,distributed_generation,1,1.77e6,0.0,0.0,1.77e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_distributed_generation_1,2,distributed_generation,1,17006.0,0.0,0.0,17006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_naturalgas_ccavgcf_moderate_0,1,NaturalGas_CCAvgCF_Moderate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_naturalgas_ctavgcf_moderate_0,1,NaturalGas_CTAvgCF_Moderate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_battery_moderate_0,1,Battery_*_Moderate,0,0.0,0.0,6830.463547004057,6830.463547004057,0.0,0.0,69962.80661198637,69962.80661198637,0.0,0.0,0.0,0.0
EIC_naturalgas_ccccsavgcf_conservative_0,1,NaturalGas_CCCCSAvgCF_Conservative,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_advnuclear_atb_moderate_0,1,AdvNuclear_ATB_Moderate,0,0.0,0.0,0.0058127145727165,0.0058127145727165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_storage_metalair_advanced_0,1,Storage_MetalAir_Advanced,0,0.0,0.0,1.132149862999068e6,1.132149862999068e6,0.0,0.0,2.2642997259981364e8,2.2642997259981364e8,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_0,1,LandbasedWind_Class1_Moderate_,0,0.0,0.0,314580.3837059005,314580.3837059005,0.0,0.0,1.3329353926843077,1.3329353926843077,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_1,1,LandbasedWind_Class1_Moderate_,1,0.0,0.0,0.2871100035888265,0.2871100035888265,0.0,0.0,1.1913393350668906,1.1913393350668906,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_2,1,LandbasedWind_Class1_Moderate_,2,0.0,0.0,0.2140637975043395,0.2140637975043395,0.0,0.0,1.252326845617352,1.252326845617352,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_3,1,LandbasedWind_Class1_Moderate_,3,0.0,0.0,0.04818867448816437,0.04818867448816437,0.0,0.0,1.3964675085921416,1.3964675085921416,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_4,1,LandbasedWind_Class1_Moderate_,4,0.0,0.0,0.17577721671473304,0.17577721671473304,0.0,0.0,1.3708585407815688,1.3708585407815688,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_5,1,LandbasedWind_Class1_Moderate_,5,0.0,0.0,0.04636553440141487,0.04636553440141487,0.0,0.0,1.402190940571321,1.402190940571321,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_6,1,LandbasedWind_Class1_Moderate_,6,0.0,0.0,0.07302985792020251,0.07302985792020251,0.0,0.0,1.3484540609089395,1.3484540609089395,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_7,1,LandbasedWind_Class1_Moderate_,7,0.0,0.0,0.028281361997817576,0.028281361997817576,0.0,0.0,1.4139475837332662,1.4139475837332662,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_8,1,LandbasedWind_Class1_Moderate_,8,0.0,0.0,0.03578507716431209,0.03578507716431209,0.0,0.0,1.3524006947938796,1.3524006947938796,0.0,0.0,0.0,0.0
EIC_landbasedwind_class1_moderate_9,1,LandbasedWind_Class1_Moderate_,9,0.0,0.0,0.0034157230943158844,0.0034157230943158844,0.0,0.0,1.4765500275818289,1.4765500275818289,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_0,1,UtilityPV_Class1_Moderate_,0,0.0,0.0,0.14412686579467818,0.14412686579467818,0.0,0.0,1.0954791599040126,1.0954791599040126,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_1,1,UtilityPV_Class1_Moderate_,1,0.0,0.0,0.46725155446902983,0.46725155446902983,0.0,0.0,4.056466534203088,4.056466534203088,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_2,1,UtilityPV_Class1_Moderate_,2,0.0,0.0,0.07136931949668825,0.07136931949668825,0.0,0.0,0.5341700019577937,0.5341700019577937,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_3,1,UtilityPV_Class1_Moderate_,3,0.0,0.0,0.11910547477518373,0.11910547477518373,0.0,0.0,0.8996308768529496,0.8996308768529496,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_4,1,UtilityPV_Class1_Moderate_,4,0.0,0.0,0.06199960436635174,0.06199960436635174,0.0,0.0,0.46360335343832293,0.46360335343832293,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_5,1,UtilityPV_Class1_Moderate_,5,0.0,0.0,0.040132354982755906,0.040132354982755906,0.0,0.0,0.2989382296044943,0.2989382296044943,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_6,1,UtilityPV_Class1_Moderate_,6,0.0,0.0,0.036603336231549745,0.036603336231549745,0.0,0.0,0.27367965729887256,0.27367965729887256,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_7,1,UtilityPV_Class1_Moderate_,7,0.0,0.0,0.04399689194810651,0.04399689194810651,0.0,0.0,0.3272021681814269,0.3272021681814269,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_8,1,UtilityPV_Class1_Moderate_,8,0.0,0.0,0.026492139397964645,0.026492139397964645,0.0,0.0,0.19666483136068547,0.19666483136068547,0.0,0.0,0.0,0.0
EIC_utilitypv_class1_moderate_9,1,UtilityPV_Class1_Moderate_,9,0.0,0.0,0.005626026237225971,0.005626026237225971,0.0,0.0,0.13757535720119043,0.13757535720119043,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_0,1,OffShoreWind_Class3_Moderate_fixed_1,0,0.0,0.0,0.001998734443743856,0.001998734443743856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_1,1,OffShoreWind_Class3_Moderate_fixed_1,1,0.0,0.0,0.0016556046208987063,0.0016556046208987063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_2,1,OffShoreWind_Class3_Moderate_fixed_1,2,0.0,0.0,0.0018210523263539932,0.0018210523263539932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_3,1,OffShoreWind_Class3_Moderate_fixed_1,3,0.0,0.0,0.0013909267273064796,0.0013909267273064796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_4,1,OffShoreWind_Class3_Moderate_fixed_1,4,0.0,0.0,0.001218919907021165,0.001218919907021165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_5,1,OffShoreWind_Class3_Moderate_fixed_1,5,0.0,0.0,0.0016252539980549214,0.0016252539980549214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_6,1,OffShoreWind_Class3_Moderate_fixed_1,6,0.0,0.0,0.0015210512899866183,0.0015210512899866183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_7,1,OffShoreWind_Class3_Moderate_fixed_1,7,0.0,0.0,0.0008668421496856558,0.0008668421496856558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_8,1,OffShoreWind_Class3_Moderate_fixed_1,8,0.0,0.0,0.0005341465033398833,0.0005341465033398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_1_9,1,OffShoreWind_Class3_Moderate_fixed_1,9,0.0,0.0,0.0013062172825046878,0.0013062172825046878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_0,1,OffShoreWind_Class3_Moderate_fixed_0,0,0.0,0.0,0.001998734443743856,0.001998734443743856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_1,1,OffShoreWind_Class3_Moderate_fixed_0,1,0.0,0.0,0.0016556046208987063,0.0016556046208987063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_4,1,OffShoreWind_Class3_Moderate_fixed_0,4,0.0,0.0,0.0018210523263539932,0.0018210523263539932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_5,1,OffShoreWind_Class3_Moderate_fixed_0,5,0.0,0.0,0.0013909267273064796,0.0013909267273064796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_10,1,OffShoreWind_Class3_Moderate_fixed_0,10,0.0,0.0,0.001218919907021165,0.001218919907021165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_11,1,OffShoreWind_Class3_Moderate_fixed_0,11,0.0,0.0,0.0016252539980549214,0.0016252539980549214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_18,1,OffShoreWind_Class3_Moderate_fixed_0,18,0.0,0.0,0.0015210512899866183,0.0015210512899866183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_19,1,OffShoreWind_Class3_Moderate_fixed_0,19,0.0,0.0,0.0008668421496856558,0.0008668421496856558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_28,1,OffShoreWind_Class3_Moderate_fixed_0,28,0.0,0.0,0.0005341465033398833,0.0005341465033398833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class3_moderate_fixed_0_29,1,OffShoreWind_Class3_Moderate_fixed_0,29,0.0,0.0,0.0013062172825046878,0.0013062172825046878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_0,1,OffShoreWind_Class12_Moderate_floating_1,0,0.0,0.0,0.0023489443896794614,0.0023489443896794614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_1,1,OffShoreWind_Class12_Moderate_floating_1,1,0.0,0.0,0.0013275389475263196,0.0013275389475263196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_6,1,OffShoreWind_Class12_Moderate_floating_1,6,0.0,0.0,0.0014696059167286619,0.0014696059167286619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_7,1,OffShoreWind_Class12_Moderate_floating_1,7,0.0,0.0,0.0009944718954412704,0.0009944718954412704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_18,1,OffShoreWind_Class12_Moderate_floating_1,18,0.0,0.0,0.000686311288284706,0.000686311288284706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_19,1,OffShoreWind_Class12_Moderate_floating_1,19,0.0,0.0,0.0013369620616419506,0.0013369620616419506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_38,1,OffShoreWind_Class12_Moderate_floating_1,38,0.0,0.0,0.0010368857503276283,0.0010368857503276283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_39,1,OffShoreWind_Class12_Moderate_floating_1,39,0.0,0.0,0.000689727608490684,0.000689727608490684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_68,1,OffShoreWind_Class12_Moderate_floating_1,68,0.0,0.0,0.0004628378982068318,0.0004628378982068318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_1_69,1,OffShoreWind_Class12_Moderate_floating_1,69,0.0,0.0,0.0007644866433207855,0.0007644866433207855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_0,1,OffShoreWind_Class12_Moderate_floating_0,0,0.0,0.0,0.0023489443896794614,0.0023489443896794614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_1,1,OffShoreWind_Class12_Moderate_floating_0,1,0.0,0.0,0.0013275389475263196,0.0013275389475263196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_8,1,OffShoreWind_Class12_Moderate_floating_0,8,0.0,0.0,0.0014696059167286619,0.0014696059167286619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_9,1,OffShoreWind_Class12_Moderate_floating_0,9,0.0,0.0,0.0009944718954412704,0.0009944718954412704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_28,1,OffShoreWind_Class12_Moderate_floating_0,28,0.0,0.0,0.000686311288284706,0.000686311288284706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_29,1,OffShoreWind_Class12_Moderate_floating_0,29,0.0,0.0,0.0013369620616419506,0.0013369620616419506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_68,1,OffShoreWind_Class12_Moderate_floating_0,68,0.0,0.0,0.0010368857503276283,0.0010368857503276283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_69,1,OffShoreWind_Class12_Moderate_floating_0,69,0.0,0.0,0.000689727608490684,0.000689727608490684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_138,1,OffShoreWind_Class12_Moderate_floating_0,138,0.0,0.0,0.0004628378982068318,0.0004628378982068318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC_offshorewind_class12_moderate_floating_0_139,1,OffShoreWind_Class12_Moderate_floating_0,139,0.0,0.0,0.0007644866433207855,0.0007644866433207855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_naturalgas_ccavgcf_moderate_0,2,NaturalGas_CCAvgCF_Moderate,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_naturalgas_ctavgcf_moderate_0,2,NaturalGas_CTAvgCF_Moderate,0,0.0,0.0,164060.3512285569,164060.3512285569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_battery_moderate_0,2,Battery_*_Moderate,0,0.0,0.0,1544.3137988291896,1544.3137988291896,0.0,0.0,15884.655019208747,15884.655019208747,0.0,0.0,0.0,0.0
TRE_naturalgas_ccccsavgcf_conservative_0,2,NaturalGas_CCCCSAvgCF_Conservative,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_advnuclear_atb_moderate_0,2,AdvNuclear_ATB_Moderate,0,0.0,0.0,0.0065052008258397525,0.0065052008258397525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE_storage_metalair_advanced_0,2,Storage_MetalAir_Advanced,0,0.0,0.0,133959.9907590109,133959.9907590109,0.0,0.0,2.6791998151802175e7,2.6791998151802175e7,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_0,2,LandbasedWind_Class1_Moderate_,0,0.0,0.0,6.518436163744422,6.518436163744422,0.0,0.0,2.447834716187276,2.447834716187276,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_1,2,LandbasedWind_Class1_Moderate_,1,0.0,0.0,0.13472240452906076,0.13472240452906076,0.0,0.0,1.3320859577863773,1.3320859577863773,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_2,2,LandbasedWind_Class1_Moderate_,2,0.0,0.0,0.5141091941593579,0.5141091941593579,0.0,0.0,1.9187854206895818,1.9187854206895818,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_3,2,LandbasedWind_Class1_Moderate_,3,0.0,0.0,0.07359158588780518,0.07359158588780518,0.0,0.0,1.3708648161841883,1.3708648161841883,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_4,2,LandbasedWind_Class1_Moderate_,4,0.0,0.0,87318.71893191806,87318.71893191806,0.0,0.0,3.2335199153188023,3.2335199153188023,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_5,2,LandbasedWind_Class1_Moderate_,5,0.0,0.0,0.06972983978947196,0.06972983978947196,0.0,0.0,1.3809591255141132,1.3809591255141132,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_6,2,LandbasedWind_Class1_Moderate_,6,0.0,0.0,0.2822131875014576,0.2822131875014576,0.0,0.0,1.7559654314561914,1.7559654314561914,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_7,2,LandbasedWind_Class1_Moderate_,7,0.0,0.0,0.039507318861362224,0.039507318861362224,0.0,0.0,1.4164604320879957,1.4164604320879957,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_8,2,LandbasedWind_Class1_Moderate_,8,0.0,0.0,0.020985991895284294,0.020985991895284294,0.0,0.0,1.4204619118370014,1.4204619118370014,0.0,0.0,0.0,0.0
TRE_landbasedwind_class1_moderate_9,2,LandbasedWind_Class1_Moderate_,9,0.0,0.0,0.005207672178371689,0.005207672178371689,0.0,0.0,1.4483756771668475,1.4483756771668475,0.0,0.0,0.0,0.0
TRE_utilitypv_class1_moderate_0,2,UtilityPV_Class1_Moderate_,0,0.0,0.0,0.2505446920956934,0.2505446920956934,0.0,0.0,2.0077595468409775,2.0077595468409775,0.0,0.0,0.0,0.0
