BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t9,292906.97597652616,318262.1031735808,-2568.910052239228,108857.24081262795,-52404.088914526496,0.00019971829601958874,0.0,-1703.9321908085947,-109.38899190833696,-663240.0,571.95282514838,72866.48488265616,-6294.592768571554,10017.321936782297,-844.5804327893837,0.0001865481679356861,0.0,-125.78174790583421,-17.804875091738836,-76173.0,16907.024193572302,112827.33005415867,-3205.7403576761317,15082.775941939148,-3129.519827398927,0.00018668501761289624,0.0,1829.713938714429,-91.58411681659813,-140220.0
t10,764335.4923735206,179582.19447451315,-227460.7174486256,73681.53936229434,-157547.48569267173,0.00021577826584485442,0.0,-2649.8256765119913,-118.19759981161472,-629823.0,5061.528801053874,87475.72199097136,-12711.771987453943,7412.979926416373,-14367.698574341446,0.00020739772337247572,0.0,819.8461746296668,-26.60653115668325,-73664.0,34717.54922306641,109945.78546705742,-0.09642054353225804,23600.662868034426,-11127.28977385142,0.00021047918921069915,0.0,1829.9795018823247,-91.59106865493146,-158875.0
t11,1.2162834351869877e6,143473.41430024742,-744805.2435266023,70576.47834424162,-80359.77070291464,0.00019705226728254792,0.0,-2649.13504556373,-118.17873980248827,-602401.0,10248.366265656423,87326.61540731633,-24862.05855012389,5994.868308694278,-8992.029817240853,0.00018185133995884413,0.0,819.8446785046735,-26.606466512242786,-70509.0,66076.30721587612,105589.08238651232,-10130.064932556521,24686.44359390748,-21060.486526586763,0.0001833131945561484,0.0,1829.290367059056,-91.57227329024548,-166899.0
t12,1.4542765433319674e6,118533.41885087767,-979549.9324317963,76267.69238235595,-75766.4029881479,0.0002140402990935998,0.0,-2649.139753719693,-118.17959674312289,-590994.0,12782.263531188113,81295.47204270754,-18596.30760464135,6513.975115076765,-13991.642297763427,0.00020445870223528492,0.0,819.8455675554434,-26.606553188439147,-68797.0,121791.57778601215,105589.15083977404,-58948.27558109217,21966.832613277496,-28196.00699763736,0.0002055442393943544,0.0,1829.29418616425,-91.57304355468374,-163941.0
t13,1.5625733551467583e6,146069.11734087177,-1.1217204096343992e6,81371.9543572593,-77786.54372959069,0.00020540337872056437,0.0,-2649.2918515725896,-118.1818257232541,-587740.0,14271.229546374707,68542.50681226797,-22960.546335565446,8915.54788261811,-738.1163714679354,0.00020764643820896865,2.690460706226005e-5,819.9870210557261,-26.608782846036604,-68824.0,174731.8644653343,105589.11293678901,-120045.26616690852,20573.52729204081,-22011.970501241463,0.00019431511046384318,0.0,1829.3048305168636,-91.57304287721749,-160575.0
t14,1.4227207618741435e6,162170.18710906702,-996479.3192017411,81191.3192725384,-85583.47864997183,0.00020498849979089926,0.0,-2649.2887873272402,-118.18181269319051,-581252.0,14450.087480729331,70284.82075932987,-24969.011759572117,9502.466852176476,-1124.739843801894,0.00020696644346682408,2.6857291017027463e-5,819.9850445081738,-26.608759625213374,-68937.0,201484.4397263137,105130.94645557113,-145140.71718400548,22663.037206151188,-22945.437121556344,0.00020649664237805905,2.8947888564352772e-5,1829.3037428190667,-91.57305306797713,-162930.0
t15,1.1691065536813915e6,180689.1159797767,-742244.1217732925,82472.94549067793,-106240.02119707131,0.00020455984426406173,0.0,-2649.2905505455865,-118.18182649412601,-581017.0,12733.730831783698,65060.10231707627,-18477.059437194293,9927.76933202877,-1538.9193505662,0.0001962678372850455,0.0,819.984877474057,-26.60876166122248,-68499.0,202755.71351316985,102738.40305071438,-138815.9523115261,25020.23884207642,-27489.13593029291,0.0002062865797714779,2.897548754143624e-5,1829.3056730715293,-91.57306483290354,-165947.0
t16,844328.1629605086,204095.73886920908,-341387.4856730858,96039.51312081149,-193580.44720132908,0.00021518757366065713,0.0,-2649.3003840543665,-118.18189841530616,-606728.0,8916.432874034615,66186.76604516941,-13840.96670640235,10862.339037809114,-3994.9491450934615,0.00021028640784673047,0.0,819.9864728716643,-26.608784205581,-68923.0,189906.72755786302,103889.98032003286,-114705.59649428322,25808.14087105592,-38127.99328658744,0.00021341586685281073,2.90292886839639e-5,1829.3139111827024,-91.57311420972515,-168509.0
t17,438087.5087422857,269658.8478050174,-36040.48514096702,138900.32706630917,-143818.56844766907,0.00021600000580738115,0.0,-851.7522788997572,-87.87795324100412,-665848.0,3839.091026335101,69696.79258324235,-6472.445698472339,14021.755282935563,-9659.569080288229,0.00021112225654870554,0.0,819.9844301800858,-26.60875067707081,-72219.0,161228.7563099009,63674.43702421274,-31935.35328494689,26467.88185842147,-49368.220789663894,0.00021437230093114423,2.9030880617136935e-5,31.76784871967142,-61.26920256393331,-170038.0
t18,111179.05899578465,500075.5611600746,-6840.452820664591,192224.23301365992,-51393.62945758899,0.00021162036053741441,0.0,862.686292727535,-114.45738623092247,-745993.0,1133.2180064855957,70191.18248540118,-12465.539806711526,18127.369266035672,-1015.5574853191736,0.00019788214475427703,0.0,819.9353158558945,-26.607973988331956,-76764.0,130590.33295433952,65486.74484685651,-16915.921426787914,33984.98640871538,-34050.67199387067,0.0002107750056195365,2.8957058972936195e-5,-1682.6216085834296,-87.84941224259052,-177325.0
t19,13143.373424419266,648188.2185622392,-7024.238905457275,173706.88035061923,-73396.35372812896,0.00019960254468101086,0.0,-2649.6871974720166,-118.19269709358446,-751850.0,44.8239543226429,68261.35178302575,-7049.739960280737,21910.606367037766,-1086.3693698923043,0.00018636558033140047,0.0,819.9350154479339,-26.607970752890694,-82874.0,74402.24231102454,108821.02443812127,-1436.1106496695677,45252.80024321959,-35563.124020482916,0.00020623659796696262,2.8874026413304478e-5,1829.752182024083,-91.58472634069378,-193215.0
t20,9623.434809983064,648440.3476517187,-7025.514534978006,120769.17067590046,-78820.22141235667,0.0002113136507636491,0.0,-1731.7979231276008,-109.41947000690077,-691146.0,44.76394364263289,85427.76881576124,-2500.3493216837132,18576.05962206104,-18432.45982401318,0.00019706666177532966,0.0,-97.94842327803812,-17.835003920276332,-83000.0,28659.965731975404,143941.33191755286,-2593.1253865185226,61940.627272894155,-19514.96165015116,0.00021278715178459464,2.8842133522934486e-5,1829.7463464056389,-91.58446608662443,-214172.0
t21,9578.837530662655,630398.0164505331,-7024.251953261053,88643.06587259861,-75740.35348141189,0.00021038313617082415,0.0,-1706.8399412007116,-109.47468008387668,-644039.0,44.76702398669788,83912.1662681616,-2702.548444014391,11504.631770802216,-17713.23912508237,0.00019707364884947133,0.0,-122.88741239721892,-17.890272016526357,-74905.0,14325.187475496783,169640.64799010096,-3205.6119168062933,66480.06301476833,-21977.429700863893,0.0001995031457646513,0.0,1829.7273535979307,-91.58440806735032,-227001.0
t22,26207.16118690156,565108.322239661,-0.2468918458574636,65041.57185927768,-86080.11070940591,0.00019493600621909928,0.0,-2649.5139170640973,-118.18394990927021,-567509.0,44.86995073629733,83136.31762573677,-21709.161504640724,8909.763913078104,-0.11449027857360648,0.00018491821536893415,0.0,819.932164021637,-26.607833138720494,-71175.0,43554.85506537222,139025.32026709168,-107.05649874833517,47922.25977379231,-27920.384462478156,0.00020526416629932607,2.8380510711703755e-5,1829.5817530424606,-91.57611677054972,-204213.0
t23,9081.989214720303,551731.0478664436,-6906.868693472092,50794.05226064462,-83087.7930832708,0.00020746848574692075,0.0,-1549.8033617061776,-110.62440274098137,-519952.0,44.7576419563011,80880.28106787716,-3602.1731708087964,6933.192510483899,-16953.094092043943,0.000197491790384065,0.0,-279.92414533300774,-19.04000233364205,-67004.0,10905.196840735149,163111.92803007585,-3206.869159001758,30581.805149875177,-24454.204158812274,0.00019821863010269193,0.0,1829.7275070391854,-91.58440040733933,-178676.0
t24,9081.98048987254,531956.1087337207,-3293.0891044678838,41138.948417162595,-91095.49285658888,0.00019417812881381545,0.0,-1011.2890911969758,-118.16677232809964,-486659.0,44.762348354606296,82269.7789831327,-3150.1291209548167,4981.160582480849,-21904.55659894263,0.00018615675496502838,0.0,-818.4335220619438,-26.582850450955007,-61396.0,10904.136581001501,157369.77482155146,-3206.0065710163053,24811.27047746116,-25289.314174671745,0.00018712644405453956,0.0,1829.7226132589196,-91.58392187714463,-166328.0
t25,14089.791416040865,465450.59575381875,-162.81742730509484,32396.456669976233,-75619.98060225493,0.00011746859159757444,0.0,-1009.8525989053251,-118.19332278243702,-435026.0,44.74291403903824,82041.54986053862,-3233.0878605544317,4845.5811018147615,-22338.226293215033,0.00010951978924525241,0.0,-819.9516299025311,-26.608193895994997,-60514.0,17493.844470273303,149196.7235844933,-602.3736926657524,18719.53706448817,-31437.95063100881,0.00011093270444160237,0.0,1829.8042288078561,-91.58512888644204,-155108.0
t26,17159.8249572041,437301.2954541106,-0.16553124364907787,28186.865428240304,-61208.830778863274,0.00011714027379452403,0.0,-1009.7979851960472,-118.19165462842626,-420311.0,44.73234798650153,76227.29298535273,-5132.707322880185,3469.4796548909826,-16571.220357139977,0.00010921374677918345,0.0,-819.9689327287047,-26.608476349027207,-57191.0,22885.716652790845,135698.54140747295,-0.17370380017989792,13802.040232504407,-32575.308433312708,0.00011047160496871378,0.0,1829.7669179247519,-91.58317827939906,-141549.0
t27,15261.124702705072,426556.0563275234,-0.17504462706719165,25714.40420508796,-53205.42573473314,0.00011211911679796133,0.0,-1009.7932590402958,-118.19129898744008,-413198.0,44.73350032299041,71854.5599301794,-6813.9587497813945,3149.16421416233,-12198.921382030552,0.00010432582747348847,0.0,-819.9691552455472,-26.608446112932196,-55189.0,20899.573251198224,128806.88012808938,-0.18949029479272195,10775.320158716144,-29491.763704414712,0.00010622248066196036,0.0,1829.762414285843,-91.58285287450788,-132728.0
t28,15656.376479327062,420743.3935232841,-0.18453646226969497,26435.45308734835,-46574.038955211254,0.00011205792754033442,0.0,-1009.8080349497411,-118.19166578912457,-415133.0,44.73352865903461,71464.58867057855,-6943.646233668943,2911.012439341215,-12291.1124135093,0.00010420706763014266,0.0,-819.9676157461424,-26.60846455335661,-54339.0,23493.392693138394,119022.3532401141,-0.20926907711761253,8683.303046027198,-25713.0322543912,0.00010583299552595804,0.0,1829.7756506958835,-91.58320123576796,-127224.0
t29,16389.868177630873,428430.4655210169,-0.19546282770703355,27155.6631257626,-43824.819036725676,0.00011259948549107892,0.0,-1009.7911164836246,-118.19130971276117,-427023.0,44.73474330392934,69838.81657392453,-7523.788796847743,3209.0925537232106,-10036.277401262172,0.00010454184143406147,0.0,-819.9693123943886,-26.60844916919869,-54686.0,23281.92943493414,115228.85670504154,-0.23759940385513464,8358.388972842904,-23815.115176923497,0.00010607696334005369,0.0,1829.760428878013,-91.58286054356248,-124792.0
t30,16315.974435456514,442024.9942256678,-0.20239240337993647,34852.95306882783,-29451.73925033194,0.00011404283512200363,0.0,-1009.7889293421327,-118.19126000006696,-462614.0,44.73680873141252,67177.9835097444,-8510.297087332196,3767.592232908785,-5390.4376357032,0.00010525914246166383,0.0,-819.9694665284565,-26.608451260135205,-56243.0,17965.82876990671,114198.81289247546,-0.2967324921650419,8027.8324493164955,-17949.35306235144,0.00010677143637528213,0.0,1829.758395870589,-91.58280873993176,-123981.0
t31,16388.203555958193,477759.0996022211,-0.23775030033235897,57055.869696158916,-21629.955210736072,0.00012063406475282006,0.0,-1009.788569896509,-118.1914364369455,-528445.0,44.738093147875354,69796.8351598464,-7550.694251214791,5131.543311532628,-4667.843639296097,0.00011029628108646952,0.0,-819.9702943248266,-26.60847458089328,-61908.0,13601.484928899094,115207.67817743606,-509.63318196631934,8838.35124248272,-12415.057174705322,0.00011135253647476426,0.0,1829.7588642213357,-91.58296185605221,-126461.0
t32,53029.8939059538,469103.5167462093,-6867.802488503561,87351.52201991528,-13165.041795988967,0.000128184845963043,0.0,-1352.4499469800116,-112.6385614515644,-587987.0,89.32464195673846,71844.76155923457,-6644.838596258396,9364.256091409936,-0.06571942628634116,0.00011814480865247339,0.0,-477.38695327598214,-21.05113361384523,-74155.0,10886.99167877672,121887.55392780328,-3207.5697176151784,10586.98527890458,-8382.210753940722,0.00011919892683243901,0.0,1829.8369002559937,-91.58742783771916,-133510.0
t33,316759.82685396133,266821.00615429424,-32101.138424232075,93649.74146425902,-49560.73285442214,0.00012139174535653579,0.0,-1798.3173990430992,-109.38590824528924,-593661.0,384.85627734956176,75459.1720763415,-5427.111606039551,11237.982238802186,-2522.4439675587914,0.00011063440930557726,0.0,-31.66027116930409,-17.794850014309198,-79083.0,13666.590555510811,122340.36559735089,-1074.4779572433506,18163.955801133838,-4435.820715182496,0.00011216915467067787,0.0,1829.9776702124034,-91.59105823098004,-150399.0
t34,817926.8992888645,181702.62725932783,-347373.2708799751,64828.88360448413,-137882.03817367862,0.00012009400327999664,0.0,-2649.9022384977275,-118.19897265907697,-576435.0,3513.9595659677584,88870.9947813264,-9505.233969624493,8497.988151653955,-14957.011096354494,0.00010980470470898359,0.0,819.910041446813,-26.607568211943516,-77214.0,46489.445574057514,109945.86162036982,-0.06349222269374041,27140.232673961757,-14319.877275781682,0.00011277242027576402,0.0,1829.9921970509142,-91.59140444713346,-170994.0
t35,1.2067024515483947e6,144041.006276613,-778325.1480751554,65430.152372279976,-71132.75335761347,0.0001193713071903325,0.0,-2649.519885253623,-118.1889903262218,-563948.0,8530.73359676048,88870.97844417687,-22454.066977704337,7612.45211391151,-7777.400464519428,0.0001095156889838456,0.0,819.9107560740604,-26.60756953464165,-75576.0,80190.5970644476,105589.00015758147,-11331.872192756424,28098.026012057584,-24833.77885511978,0.00011116412198464181,0.0,1829.6091291795624,-91.58142079158014,-179450.0
t36,1.4271839008785922e6,116381.39703315895,-982251.6884197558,69776.40672442027,-68586.31267713457,0.00012470266726146253,0.0,-2649.514765983236,-118.18889003754342,-559736.0,12527.149614520973,88870.95733040526,-27269.55303595896,7908.9401399249255,-7611.797438553792,0.00011474479040543232,0.0,819.9108532112372,-26.607569774449498,-75219.0,135034.99310051778,105589.03771607835,-60438.29809772199,24388.127296588907,-31513.882718967696,0.00011679903436718133,0.0,1829.6039127719985,-91.58132026309391,-174798.0
t37,1.4824022264899903e6,107541.5301642851,-1.0271277608285972e6,74894.35467920627,-73382.64332627952,0.00011852452070065644,0.0,-2649.5183851822344,-118.18890468260507,-561560.0,14006.674420874773,88870.93855426916,-28210.70414480287,8542.350079021682,-7740.563128414342,0.00010892904460172672,0.0,819.9116932910921,-26.60757445849086,-76262.0,180576.40146001495,104606.49545018113,-115418.70439998803,22386.39848060863,-25178.61645676423,0.00011030508695196564,0.0,1829.6066918911424,-91.5813302241142,-168710.0
t38,1.3849867491244406e6,116555.87276096262,-933421.3805063881,75273.5315469679,-81448.06551248215,0.00011873796031076638,0.0,-2649.518606818496,-118.18891815643582,-559179.0,14720.92771080299,88870.92255645437,-28221.031604795477,9196.51781046411,-8502.641906972784,0.00010920327363156687,0.0,819.9129148569273,-26.607581306655124,-76858.0,212809.09499184662,101636.8984670781,-146007.46206762176,24110.154891346057,-25500.710742243064,0.00011046675950029147,0.0,1829.6056919615692,-91.58133684978068,-168786.0
t39,1.152375554457115e6,139699.55219953865,-704586.7397292054,76936.04046354443,-101517.6996841891,0.00011915668762678712,0.0,-2649.518893497604,-118.1889245850861,-560139.0,14601.890781712613,88870.90030845259,-26617.344802202675,9007.566944703463,-9999.318550767592,0.00010945153970667596,0.0,819.9128079916464,-26.607583225513853,-76657.0,226134.25742667002,101025.96956184441,-153724.1918658907,26284.692845539485,-30204.75281719863,0.00011088144547768816,0.0,1829.6060855059575,-91.58134135957226,-171254.0
t40,807748.3550797419,173930.05978352143,-300128.2034264768,91127.86956015292,-183740.36758499846,0.00012611409757097583,0.0,-2649.524592948938,-118.18893784170812,-586170.0,12510.145696091256,88870.89362173357,-21122.04601987923,9565.159675618477,-13241.459881521256,0.00011638019195233179,0.0,819.9143852707022,-26.607585148426146,-77376.0,220439.00084039877,101565.5601018228,-134954.5178538051,26987.165784756682,-43049.23784091965,0.00011838138375990542,0.0,1829.6102076782356,-91.58135269328197,-172726.0
t41,403489.6623939407,277304.79570331343,-35554.23146201825,131926.75280647576,-135920.14062563868,0.00012606020507600676,0.0,-818.8731059307622,-87.96582907118821,-640340.0,8020.553642076625,88338.8158943372,-6861.2590054792545,12534.804752687158,-21381.195109884266,0.0001154219087141935,0.0,819.8868260595647,-26.607106585058418,-81445.0,190521.44740870368,42843.981109387074,-41285.400332875986,28169.667679107737,-46442.32353326856,0.00011745254193402295,0.0,-1.013720128802409,-61.35872248612979,-173745.0
t42,102832.26299282876,481449.77345721354,-9723.41989280283,180211.66364012402,-48254.94261381723,0.00012333115760178418,0.0,2649.8600350801808,-118.19773411918284,-709047.0,2476.6202287704077,87346.84863748119,-1483.512416653635,17757.80175066433,-18128.224989649112,0.00011144167845945513,0.0,-819.925516547657,-26.60779676322293,-87123.0,151029.05766166814,53510.90740632592,-21900.13260737327,35412.278638004755,-35473.586749589645,0.00011335442279075655,0.0,-1829.9345185325237,-91.5899373559599,-180657.0
t43,13917.282592261134,611559.1017894256,-13478.435125124573,163952.6442056389,-63574.11716575308,0.0001230502491400972,0.0,-1708.7534201916403,-109.72299233249484,-710558.0,196.846786176847,74323.58499823688,-5759.468043580483,25706.162578977266,-175.88611181980895,0.00011163302611897201,0.0,-121.10482336089618,-18.135487568477508,-94152.0,85538.00677060417,107041.73308045085,-3207.448427422927,46937.15551347444,-40420.71778317494,0.00011413379969720102,0.0,1829.8582435525366,-91.58750476401734,-197627.0
t44,10828.961847110406,608245.5294181192,-6962.68284072508,111519.79158688041,-72800.00719620749,0.00012195319193052394,0.0,-1700.8055761852302,-109.78735423452828,-649021.0,76.04941035985905,76960.85309434016,-4851.093640311578,22000.112674624488,-354.66757523483955,0.00011109291417319191,0.0,-129.05425991852866,-18.199806606331137,-93684.0,26487.0703892009,151046.10599413188,-3207.4562473440656,64285.464296070444,-20724.456827505473,0.00011433103967014899,0.0,1829.8598361037589,-91.58754762819714,-219625.0
t45,10901.66865376605,590949.8747739204,-6958.040373506948,80695.40497018326,-72000.92799064532,0.00012109129752303183,0.0,-1683.1069841660396,-109.87316366258581,-601795.0,76.03540881388984,76134.39174728697,-5146.309379953374,13678.709957592137,-246.80346325738523,0.00011079547918257198,0.0,-146.73870265271242,-18.285670278812304,-84331.0,15027.588634355221,176159.6981134515,-3207.4779614468566,68997.59901030309,-24529.666097336845,0.00011399349202074868,0.0,1829.845686818752,-91.5874933837735,-234186.0
t46,11619.164046346235,546396.9596219512,-6871.559029332049,60299.4346652746,-76607.32810624303,0.00012568071828385522,0.0,-1433.6264796519963,-112.04483739287787,-533291.0,75.59336952672675,75362.84055896442,-5420.618986012704,10574.00200545692,-211.1411747354527,0.00011555664849157629,0.0,-396.2185571885308,-20.457323352843755,-79964.0,15327.71433966879,174703.14756566778,-3207.4906598469383,50005.82102868041,-26776.4499103855,0.00011901133499814084,0.0,1829.8450368405272,-91.58751404003411,-211791.0
t47,14706.745939828386,513729.183657709,-6830.599409638786,45899.995176618504,-80231.21937938774,0.00011896151340902813,0.0,-1009.9122071270492,-118.19388977465158,-486146.0,44.74430046356013,77090.51881582213,-4964.907005839978,8092.026458474226,-4674.862319931027,0.00011013271049928035,0.0,-819.912781537307,-26.60756426945998,-74741.0,18181.087429943138,165716.04590166314,-1078.9376530203817,30909.77791901337,-29395.21236666061,0.00011232615804789452,0.0,1829.8249886643562,-91.5863255051916,-186071.0
t48,13473.029542538921,492459.5631738111,-6830.760673617674,36863.32351079525,-81116.0506653205,0.0001179969768819394,0.0,-1009.9111522216293,-118.19384663749723,-453721.0,44.74528874274778,87260.91067306446,-1565.358621982173,6030.625400580478,-22771.40231218315,0.00010988119372345433,0.0,-819.9129730663827,-26.60755669415742,-68153.0,16806.798340759608,162854.7943403493,-2386.436186819274,24982.769718794232,-30472.164153586393,0.00011158267894154825,0.0,1829.824125288012,-91.5862899433398,-173524.0
t49,14088.889597167394,485438.5876876423,-648.8505272059995,33872.05713083018,-85700.36637095369,0.00021588313142603072,0.0,-1010.1344187121231,-118.18329974960646,-445922.0,44.728512363895895,80636.8540120174,-3794.5539314422003,4263.459346920235,-20795.34707395582,0.00020903202569875882,0.0,-819.540268250398,-26.600791738005533,-59509.0,17492.933034808124,164166.06612083514,-1065.3841085582526,21924.086948555137,-36116.79442228998,0.00022965298221300207,3.079871564069895e-5,1829.6746869625208,-91.58250801160094,-168139.0
t50,17573.45833735513,452213.6003122534,-0.26045594527400884,31348.144935464446,-68386.17529562353,0.0002143065556205924,0.0,-1009.5861614245097,-118.18187196643679,-431621.0,44.72651849067175,76295.40955512674,-5521.4141529744475,2899.525516712231,-15744.702683298714,0.00020745341904871776,0.0,-819.9370796488976,-26.607866041493903,-57127.0,23689.27701623224,149365.43920781565,-0.2598532393957043,16789.276498440002,-38131.682351228796,0.00022914605724349622,3.0684753929262255e-5,1829.5232410734072,-91.57400592494288,-153450.0
t51,15467.46318389714,439446.52933074144,-0.26431240031633807,29001.502201596977,-57096.46311579483,0.00021401496953508015,0.0,-1009.5856201852736,-118.18186790492058,-425691.0,44.729330579053304,72345.69006494067,-6834.962703998796,2726.647158451826,-11598.559031231991,0.00020750056314350132,0.0,-819.9371407027838,-26.607869892941647,-55837.0,20917.44667936535,141193.28325355187,-0.26418204346977114,13783.847408528944,-34025.26216968499,0.0002291561904807104,3.057122359857595e-5,1829.5227608880573,-91.57399801197893,-143607.0
t52,15384.599951486009,432917.5798064699,-0.26664896386116654,30261.644120707937,-48712.789853902446,0.00021305406634030544,0.0,-1009.5856895645585,-118.18188475223651,-428723.0,44.73208274290282,70678.98042676105,-7384.961198934284,2808.2184511630066,-9867.425137626566,0.00020635324742081232,0.0,-819.9369452630585,-26.60786955089172,-55433.0,20226.576915231213,132115.24025173276,-0.26932091791737783,11654.853727071464,-28244.350439844533,0.0002283937630837786,3.052473877082267e-5,1829.522634827617,-91.57401520134479,-137490.0
