Line,1,2,Total
AnnualSum,4.509674606784719e8,1.4590886185344615e9,1.9100560792129335e9
t1,53193.02399009211,183166.77184977106,236359.79583986316
t2,53216.13349053745,183151.9265256973,236368.06001623475
t3,53216.01547598586,183151.9877977632,236368.00327374905
t4,53216.13431764429,183152.03225447814,236368.16657212243
t5,53216.058988458884,183152.22824230912,236368.287230768
t6,53216.118467043576,183153.44556032785,236369.5640273714
t7,38632.094690552236,183168.42589026486,221800.5205808171
t8,35997.06706351033,183168.75700883335,219165.82407234368
t9,35609.75018347767,183168.23363319627,218777.98381667395
t10,53213.0623133665,183182.13730986294,236395.19962322945
t11,53212.933024485574,183144.54658049095,236357.4796049765
t12,53213.1063768783,183146.08710936748,236359.1934862458
t13,53217.56569207321,183146.085754435,236363.6514465082
t14,53217.51925042675,183146.10613595424,236363.625386381
t15,53217.52332244496,183146.12966580706,236363.65298825203
t16,53217.568411162,183146.22841945032,236363.79683061232
t17,53217.50135414162,122538.40512786663,175755.90648200826
t18,53215.94797666391,175698.82448518105,228914.77246184496
t19,53215.94150578138,183169.45268138754,236385.39418716892
t20,35670.007840552666,183168.93217324888,218838.94001380153
t21,35780.54403305271,183168.81613470064,218949.36016775336
t22,53215.666277440985,183152.23354109944,236367.89981854043
t23,38080.004667284105,183168.80081467866,221248.80548196277
t24,53165.700901910015,183167.84375428926,236333.5446561993
t25,53216.38779198999,183170.25777288407,236386.64556487405
t26,53216.95269805441,183166.3565587981,236383.30925685252
t27,53216.892225864394,183165.70574901576,236382.59797488016
t28,53216.92910671322,183166.40247153593,236383.33157824914
t29,53216.898338397375,183165.72108712496,236382.61942552234
t30,53216.90252027041,183165.61747986355,236382.52000013395
t31,53216.94916178656,183165.9237121044,236382.87287389097
t32,42102.26722769046,183174.8556754383,225277.12290312877
t33,35589.7000286184,183182.11646196007,218771.81649057847
t34,53215.13642388703,183182.80889426693,236397.94531815394
t35,53215.1390692833,183162.8415831603,236377.9806524436
t36,53215.139548898995,183162.64052618784,236377.78007508683
t37,53215.148916981714,183162.66044822842,236377.80936521012
t38,53215.16261331025,183162.6736995614,236377.83631287163
t39,53215.166451027704,183162.6827191445,236377.8491701722
t40,53215.170296852295,183162.70538656396,236377.87568341626
t41,53214.21317011683,122717.44497225959,175931.65814237643
t42,53215.59352644586,183179.8747119198,236395.46823836566
t43,36270.975136955014,183175.00952803466,219445.98466498966
t44,36399.613212662276,183175.09525639427,219574.70846905655
t45,36571.34055762461,183174.986767547,219746.32732517162
t46,40914.646705687504,183175.0280800682,224089.67478575572
t47,53215.12853891996,183172.65101038318,236387.77954930314
t48,53215.11338831484,183172.57988667962,236387.69327499447
t49,53201.58347601107,183165.01602320187,236366.59949921293
t50,53215.73208298781,183148.01184988578,236363.7439328736
t51,53215.73978588329,183147.99602395788,236363.73580984116
t52,53215.73910178344,183148.0304026896,236363.76950447302
t53,53215.740075627815,183148.03465340618,236363.774729034
t54,53215.73836321237,183148.06222258435,236363.8005857967
t55,53205.75661512537,183165.085633357,236370.84224848237
t56,35160.91664844597,183166.55474428055,218327.47139272653
t57,53212.56577179105,183182.24074789876,236394.8065196898
t58,53212.49802475253,183182.23224113559,236394.73026588812
t59,53212.240857645265,183138.85411610495,236351.0949737502
t60,53212.316831956894,183139.2747221062,236351.59155406308
t61,53217.5433706175,183141.22889517454,236358.77226579204
t62,53217.501581346296,183139.3043567809,236356.8059381272
t63,53217.46653869006,183139.2859230098,236356.75246169986
t64,53217.455527450045,183139.2952332299,236356.75076067995
t65,53217.43421865422,183141.20283676314,236358.63705541735
t66,53215.74190682883,170944.53168899645,224160.27359582527
t67,53215.74637105116,183167.1776357128,236382.92400676396
t68,53215.73826742395,183167.19818760484,236382.93645502877
t69,35820.12343678794,183167.11126812093,218987.23470490886
t70,35932.92118974155,183167.09345779126,219100.0146475328
t71,36067.29892627359,183167.08057913205,219234.37950540564
t72,36632.78098274635,183167.04926923104,219799.83025197737
t73,53213.832698113176,183118.19787727552,236332.0305753887
t74,53213.94827128279,183117.07525913426,236331.02353041706
t75,53213.95577108042,183116.67674196284,236330.63251304327
t76,53213.9416253282,183117.08213470705,236331.02376003526
t77,53213.91724513973,183117.21255996238,236331.12980510213
t78,53213.91226797909,183117.17317464322,236331.0854426223
t79,53213.903411213694,183117.13061688215,236331.03402809583
t80,53213.9225250381,183116.94317348962,236330.86569852772
t81,53206.898009752,183180.9373503172,236387.8353600692
t82,53207.4664675339,183180.95143393823,236388.41790147213
t83,53207.46895747261,183101.61356127498,236309.0825187476
t84,53207.47473155689,183101.9745688461,236309.449300403
t85,53207.369536604514,183104.45851362858,236311.82805023307
t86,53207.48713432686,183101.86442648133,236309.3515608082
t87,53207.63739929007,183101.70062244084,236309.33802173092
t88,53206.97913933047,183099.59327557767,236306.57241490815
t89,53207.67741203884,183103.74526893342,236311.42268097226
t90,53209.977665750484,183170.2749914038,236380.25265715428
t91,38578.153099094685,145691.4871227268,184269.6402218215
t92,35875.81521645032,183152.95000279797,219028.76521924828
t93,36504.262941827226,183152.76553172345,219657.0284735507
t94,37940.84296273457,183152.89585691434,221093.73881964892
t95,39302.82325480007,183153.14771634675,222455.97097114683
t96,40085.097823104654,183153.2081231678,223238.30594627245
t97,53217.080032640275,183109.85564275857,236326.93567539885
