Zone,1,2,3
t1,0.33687977201792546,4.898011049665371e-6,1.0000057721957403
t2,2.72571073764825,2.831324016524752e-6,3.388836030943099
t3,2.725836867360314,2.5277186898091967e-6,3.3889601049106184
t4,2.725849176427684,1.915708331273971e-6,3.3889674865514126
t5,2.7258468862491347,1.9337282043975596e-6,3.3889572338478113
t6,2.7257909726571734,1.6612942016999435e-6,3.3888911418931444
t7,0.00017958813364765043,1.6981088788481564e-6,0.6632839274827321
t8,7.035527872143013e-5,2.3820454508192746e-6,0.6631819953189994
t9,4.04817576024707e-5,2.884281036798501e-6,0.6631897969761834
t10,8.935915890270836e-8,1.1001837261307534,5.964598731142534
t11,-1.7795093802562986e-7,1.1001823955773034,0.28018994326344804
t12,-5.229979077640513e-7,1.1001835024294773,0.28017140929674095
t13,-8.494315702610433e-8,8.899462464188758,0.28017132452887256
t14,6.547070176840466e-8,8.89944998725753,0.2801713508898095
t15,2.3892097728007623e-7,8.899450064122577,0.28017150326851753
t16,4.441259866444535e-7,8.899383374383392,0.2801716848757458
t17,1.5889942059805908e-6,8.6191902131024,6.507162483733306e-7
t18,0.0014812721272954184,2.6054573708967665,5.863297786638713e-7
t19,6.896370778515986e-5,2.6040095302479136,0.6631813871779915
t20,6.892239766861645e-5,2.1465654505016355e-5,0.6631946875950616
t21,6.919183713024266e-5,1.3131391941889268e-5,0.6631954112480924
t22,2.7258572516660524,5.3298344996094,3.3889829554809063
t23,0.00017521469277989574,7.503841505520337e-6,0.6633013550719206
t24,0.13298131759900125,9.334380961696531e-6,0.7961074158612623
t25,1.8678223706817352,4.580011158152921e-6,2.530962927759403
t26,2.725925990947022,2.091674579977271e-6,3.3890664192655233
t27,2.725956300058548,1.3961020529219213e-6,3.3890965635736823
t28,2.725978196707452,1.3898671147964117e-6,3.3891176154948357
t29,2.7259793891976045,1.1941962307291577e-6,3.3891175154628463
t30,2.725940298033959,9.247615271674794e-7,3.389077461602461
t31,2.7258453150324797,1.1930648935954653e-6,3.3889834405965598
t32,0.00020275358827073571,1.329157132227647e-6,0.663342399322583
t33,8.88280908194878e-7,1.7939896042246739e-6,3.38894974878195
t34,1.4226695163910591e-7,1.1001937015195495,6.395007980418502
t35,-2.2714407340638983e-8,1.1001914856776263,0.2801892264783585
t36,-2.6202941963191647e-7,1.1001909417881248,0.28017741458539697
t37,-4.797710999889725e-7,1.100190675638386,0.2801768075830574
t38,-2.7402174216347014e-7,1.1001908405796732,0.28017695318361663
t39,-3.1881143735562546e-8,1.1001910993078161,0.28017718407008874
t40,1.729498976766206e-7,1.1001914482104362,0.28017734587597964
t41,1.190136814547292e-6,0.8200133837207602,-7.311816084477733e-7
t42,1.3496568045154749,0.03247228664748288,-1.3622806177308115e-7
t43,6.45267883871395e-5,1.8062852028289506e-6,0.6631921527107301
t44,6.246781013929356e-5,2.480331817673049e-6,0.6632029106072986
t45,6.506069333507187e-5,2.234444908851751e-6,0.6632057116005121
t46,0.0001759763972250658,2.049521074451643e-6,0.6633166312499249
t47,1.10497908869656,2.5889660188606713e-6,1.7681196653103226
t48,1.1054410129860064,0.0004293489157759216,1.768581610006264
t49,0.48718244759038215,7.287778688843806e-6,1.150314447201957
t50,2.725831243989712,4.080964385171367e-6,3.388963075075547
t51,2.725858911495359,2.7062585465420626e-6,3.38899057288436
t52,2.7258712920313384,2.3752645212724523e-6,3.3890023976655597
t53,2.7258652877264815,2.082057546501315e-6,3.388996246599834
t54,2.725842583165494,2.3330056057186416e-6,3.388972702275219
t55,0.6091207674679285,2.003031148826825e-6,1.2722517327503944
t56,6.486060443423819e-5,3.5983950861435165e-6,0.6631961673929758
t57,3.9497532592438774e-7,1.1001734954896676,6.95858632757629
t58,-8.121278503336978e-8,1.1001878604403297,6.958606290252718
t59,-4.50530562035903e-7,1.1001865005226057,0.30794129990744606
t60,-4.368439082075931e-6,1.1001828012109987,0.28017114606274085
t61,-3.4335395739134343e-7,8.899461669105374,0.28017381231696425
t62,-2.4949820800636864e-7,8.899462955166154,0.28017361519610073
