Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,208,586940.0,93471.0,167740.0
,,,,,,,,209,629298.0,99182.0,170396.0
,,,,,,,,210,659531.0,104069.0,177149.0
,,,,,,,,211,632499.0,104850.0,192160.0
,,,,,,,,212,566122.0,96039.0,207169.0
,,,,,,,,213,528809.0,86939.0,208053.0
,,,,,,,,214,478887.0,80679.0,185078.0
,,,,,,,,215,429212.0,73151.0,164193.0
,,,,,,,,216,390892.0,65105.0,157036.0
,,,,,,,,217,396713.0,72025.0,158484.0
,,,,,,,,218,377948.0,66971.0,142108.0
,,,,,,,,219,365290.0,63707.0,130418.0
,,,,,,,,220,362251.0,61482.0,121858.0
,,,,,,,,221,368849.0,61417.0,116491.0
,,,,,,,,222,390119.0,62751.0,113392.0
,,,,,,,,223,428146.0,66612.0,113598.0
,,,,,,,,224,475967.0,70556.0,115973.0
,,,,,,,,225,510116.0,77190.0,126272.0
,,,,,,,,226,530482.0,81749.0,141575.0
,,,,,,,,227,553697.0,85554.0,154820.0
,,,,,,,,228,578622.0,89995.0,160200.0
,,,,,,,,229,602410.0,95953.0,164689.0
,,,,,,,,230,617374.0,101100.0,174369.0
,,,,,,,,231,630015.0,102422.0,184274.0
,,,,,,,,232,658400.0,103451.0,191829.0
,,,,,,,,233,696932.0,106314.0,197580.0
,,,,,,,,234,720178.0,108671.0,209467.0
,,,,,,,,235,681242.0,109750.0,227878.0
,,,,,,,,236,598159.0,101434.0,244725.0
,,,,,,,,237,544938.0,89188.0,244084.0
,,,,,,,,238,507595.0,83411.0,214371.0
,,,,,,,,239,458673.0,75902.0,186208.0
,,,,,,,,240,415069.0,67834.0,174387.0
,,,,,,,,241,384312.0,61780.0,159465.0
,,,,,,,,242,364636.0,57714.0,143281.0
,,,,,,,,243,352287.0,55291.0,131946.0
,,,,,,,,244,350122.0,54117.0,123296.0
,,,,,,,,245,355996.0,54734.0,117989.0
,,,,,,,,246,376687.0,56738.0,114704.0
,,,,,,,,247,413151.0,60737.0,114963.0
,,,,,,,,248,461604.0,64956.0,117388.0
,,,,,,,,249,496144.0,70690.0,127202.0
,,,,,,,,250,517072.0,74735.0,141935.0
,,,,,,,,251,541466.0,78212.0,155125.0
,,,,,,,,252,570363.0,82465.0,160777.0
,,,,,,,,253,596735.0,88152.0,165285.0
,,,,,,,,254,612490.0,93642.0,174509.0
,,,,,,,,255,627450.0,97963.0,183009.0
,,,,,,,,256,658166.0,103156.0,189884.0
,,,,,,,,257,698821.0,110331.0,195649.0
,,,,,,,,258,724258.0,117095.0,206672.0
,,,,,,,,259,684719.0,119320.0,224862.0
,,,,,,,,260,598535.0,109265.0,240523.0
,,,,,,,,261,545775.0,95734.0,240498.0
,,,,,,,,262,509020.0,90215.0,211513.0
,,,,,,,,263,460154.0,82647.0,184552.0
,,,,,,,,264,415681.0,74005.0,173659.0
,,,,,,,,265,399444.0,70330.0,188862.0
,,,,,,,,266,361918.0,60555.0,168748.0
,,,,,,,,267,350905.0,57265.0,145152.0
,,,,,,,,268,350366.0,55788.0,123630.0
,,,,,,,,269,357886.0,56206.0,118289.0
,,,,,,,,270,379762.0,57993.0,115631.0
,,,,,,,,271,420579.0,61555.0,116178.0
,,,,,,,,272,476430.0,66192.0,119289.0
,,,,,,,,273,518745.0,73271.0,129425.0
,,,,,,,,274,547373.0,78679.0,146285.0
,,,,,,,,275,579151.0,82967.0,161664.0
,,,,,,,,276,612306.0,87806.0,169509.0
,,,,,,,,277,643544.0,93485.0,175542.0
,,,,,,,,278,663507.0,98719.0,186220.0
,,,,,,,,279,680924.0,101496.0,195362.0
,,,,,,,,280,713444.0,105033.0,202037.0
,,,,,,,,281,755856.0,111126.0,207605.0
,,,,,,,,282,781266.0,116871.0,218414.0
,,,,,,,,283,736855.0,119049.0,236228.0
,,,,,,,,284,646121.0,109556.0,251928.0
,,,,,,,,285,588690.0,96262.0,249923.0
,,,,,,,,286,547905.0,91097.0,219105.0
,,,,,,,,287,493984.0,83511.0,190740.0
,,,,,,,,288,446206.0,74796.0,178280.0
,,,,,,,,289,416697.0,76256.0,165762.0
,,,,,,,,290,390869.0,70545.0,149878.0
,,,,,,,,291,374791.0,67065.0,137255.0
,,,,,,,,292,369982.0,64844.0,127863.0
,,,,,,,,293,374908.0,64686.0,121801.0
,,,,,,,,294,394243.0,65934.0,119185.0
,,,,,,,,295,432341.0,69245.0,119378.0
,,,,,,,,296,488359.0,73825.0,121818.0
,,,,,,,,297,538905.0,82050.0,131045.0
,,,,,,,,298,577255.0,88618.0,147211.0
,,,,,,,,299,618151.0,93830.0,162844.0
,,,,,,,,300,664981.0,99370.0,170162.0
,,,,,,,,301,709835.0,105952.0,176423.0
,,,,,,,,302,739638.0,110660.0,187203.0
,,,,,,,,303,764861.0,112401.0,197586.0
,,,,,,,,304,804530.0,114898.0,205754.0
,,,,,,,,305,852619.0,119941.0,210990.0
,,,,,,,,306,879938.0,125465.0,221627.0
,,,,,,,,307,828680.0,127937.0,239591.0
,,,,,,,,308,726982.0,118483.0,254734.0
,,,,,,,,309,658676.0,104028.0,253787.0
,,,,,,,,310,613142.0,98204.0,223576.0
,,,,,,,,311,554447.0,90286.0,195137.0
,,,,,,,,312,500988.0,81358.0,182637.0
,,,,,,,,313,445987.0,70234.0,161682.0
,,,,,,,,314,418838.0,65708.0,146904.0
,,,,,,,,315,399725.0,62670.0,135712.0
,,,,,,,,316,391072.0,60463.0,127615.0
,,,,,,,,317,387989.0,60060.0,122061.0
,,,,,,,,318,393479.0,60033.0,118783.0
,,,,,,,,319,413199.0,60817.0,117700.0
,,,,,,,,320,457782.0,63482.0,118012.0
,,,,,,,,321,510567.0,71766.0,123203.0
,,,,,,,,322,553114.0,78728.0,133489.0
,,,,,,,,323,596294.0,83793.0,144003.0
,,,,,,,,324,644108.0,89385.0,149760.0
,,,,,,,,325,684096.0,96101.0,154114.0
,,,,,,,,326,703995.0,100683.0,162466.0
,,,,,,,,327,717839.0,102653.0,170911.0
,,,,,,,,328,748608.0,104916.0,176176.0
,,,,,,,,329,787910.0,110320.0,179430.0
,,,,,,,,330,808337.0,116592.0,188771.0
,,,,,,,,331,762089.0,119013.0,205222.0
,,,,,,,,332,664024.0,109314.0,219796.0
,,,,,,,,333,599895.0,94306.0,220455.0
,,,,,,,,334,565338.0,87862.0,193527.0
,,,,,,,,335,523693.0,81799.0,166962.0
,,,,,,,,336,484229.0,75452.0,157495.0
,,,,,,,,337,461517.0,71123.0,159954.0
,,,,,,,,338,433379.0,66014.0,144744.0
,,,,,,,,339,414433.0,62835.0,133492.0
,,,,,,,,340,407649.0,60605.0,125424.0
,,,,,,,,341,409554.0,60534.0,120062.0
,,,,,,,,342,426462.0,61744.0,116658.0
,,,,,,,,343,464737.0,64588.0,116574.0
,,,,,,,,344,527351.0,68671.0,118772.0
,,,,,,,,345,587352.0,77034.0,127530.0
,,,,,,,,346,628232.0,83321.0,140639.0
,,,,,,,,347,670056.0,88163.0,156329.0
,,,,,,,,348,717788.0,93749.0,163579.0
,,,,,,,,349,759240.0,100545.0,168803.0
,,,,,,,,350,781480.0,105928.0,179201.0
,,,,,,,,351,797295.0,108509.0,189923.0
,,,,,,,,352,829100.0,111373.0,197780.0
,,,,,,,,353,869614.0,116953.0,203675.0
,,,,,,,,354,891339.0,122568.0,214721.0
,,,,,,,,355,835991.0,124514.0,232577.0
,,,,,,,,356,726639.0,114720.0,248675.0
,,,,,,,,357,658745.0,100092.0,248297.0
,,,,,,,,358,612148.0,94030.0,217416.0
,,,,,,,,359,556680.0,86668.0,186704.0
,,,,,,,,360,508256.0,78832.0,174221.0
,,,,,,,,361,439964.0,81932.0,189570.0
,,,,,,,,362,398620.0,70659.0,170011.0
,,,,,,,,363,384678.0,66702.0,146949.0
,,,,,,,,364,383022.0,64691.0,124789.0
,,,,,,,,365,390714.0,64615.0,119412.0
,,,,,,,,366,414165.0,65664.0,116465.0
,,,,,,,,367,453721.0,69054.0,117241.0
,,,,,,,,368,507019.0,72811.0,120474.0
,,,,,,,,369,558512.0,81419.0,129875.0
,,,,,,,,370,593226.0,88362.0,144665.0
,,,,,,,,371,628465.0,94013.0,159684.0
,,,,,,,,372,669083.0,100404.0,168077.0
,,,,,,,,373,704634.0,107800.0,175293.0
,,,,,,,,374,725275.0,113774.0,187218.0
,,,,,,,,375,741433.0,116943.0,199693.0
,,,,,,,,376,772291.0,120001.0,208608.0
,,,,,,,,377,811851.0,125890.0,215164.0
,,,,,,,,378,837978.0,132387.0,226887.0
,,,,,,,,379,791960.0,135413.0,244607.0
,,,,,,,,380,694429.0,125315.0,260377.0
,,,,,,,,381,631045.0,109908.0,259386.0
,,,,,,,,382,584119.0,102466.0,227610.0
,,,,,,,,383,527218.0,93403.0,196552.0
,,,,,,,,384,478094.0,83948.0,183996.0
,,,,,,,,385,412545.0,74070.0,173101.0
,,,,,,,,386,391751.0,69656.0,155090.0
,,,,,,,,387,378887.0,66970.0,142167.0
,,,,,,,,388,376885.0,65260.0,132312.0
,,,,,,,,389,384394.0,65247.0,125836.0
,,,,,,,,390,408631.0,66968.0,122133.0
,,,,,,,,391,447083.0,71523.0,122357.0
,,,,,,,,392,491162.0,75003.0,125790.0
,,,,,,,,393,531564.0,81608.0,135530.0
,,,,,,,,394,558683.0,87014.0,150949.0
,,,,,,,,395,586590.0,91073.0,165017.0
,,,,,,,,396,620364.0,95667.0,172751.0
,,,,,,,,397,651176.0,101257.0,180035.0
,,,,,,,,398,667776.0,105843.0,192250.0
,,,,,,,,399,679458.0,107938.0,205643.0
,,,,,,,,400,706185.0,110910.0,215950.0
,,,,,,,,401,742068.0,116646.0,224603.0
,,,,,,,,402,763046.0,122547.0,237155.0
,,,,,,,,403,719465.0,124934.0,254939.0
,,,,,,,,404,632498.0,115618.0,270691.0
,,,,,,,,405,579008.0,102499.0,269866.0
,,,,,,,,406,531972.0,95591.0,238144.0
,,,,,,,,407,478066.0,87750.0,205598.0
,,,,,,,,408,434274.0,79253.0,191896.0
,,,,,,,,409,383749.0,63309.0,176169.0
,,,,,,,,410,352408.0,57937.0,158003.0
,,,,,,,,411,339041.0,53954.0,140814.0
,,,,,,,,412,334567.0,52712.0,125801.0
,,,,,,,,413,331029.0,52015.0,117576.0
,,,,,,,,414,334461.0,51431.0,115720.0
,,,,,,,,415,346049.0,52334.0,113583.0
,,,,,,,,416,360458.0,53331.0,112203.0
,,,,,,,,417,387611.0,55825.0,113292.0
,,,,,,,,418,425557.0,60581.0,116295.0
,,,,,,,,419,460435.0,66288.0,122592.0
,,,,,,,,420,494067.0,71125.0,135105.0
,,,,,,,,421,529057.0,75833.0,149276.0
,,,,,,,,422,546923.0,79954.0,163513.0
,,,,,,,,423,552763.0,80736.0,177426.0
,,,,,,,,424,558308.0,81079.0,188793.0
,,,,,,,,425,568506.0,81587.0,194850.0
,,,,,,,,426,565587.0,82582.0,200882.0
,,,,,,,,427,570687.0,80344.0,206461.0
,,,,,,,,428,583410.0,83577.0,209516.0
,,,,,,,,429,565150.0,84945.0,206186.0
,,,,,,,,430,521270.0,79887.0,209961.0
,,,,,,,,431,472301.0,73059.0,204794.0
,,,,,,,,432,424471.0,65982.0,190155.0
,,,,,,,,433,359992.0,54891.0,144780.0
,,,,,,,,434,346006.0,52379.0,130930.0
,,,,,,,,435,338345.0,50538.0,121499.0
,,,,,,,,436,340469.0,49248.0,114527.0
,,,,,,,,437,353605.0,49862.0,110809.0
,,,,,,,,438,383974.0,52316.0,109971.0
,,,,,,,,439,437664.0,58474.0,112541.0
,,,,,,,,440,481778.0,61802.0,118407.0
,,,,,,,,441,493332.0,63406.0,131204.0
,,,,,,,,442,492750.0,65707.0,147340.0
,,,,,,,,443,497393.0,66694.0,156303.0
,,,,,,,,444,510206.0,68411.0,156750.0
,,,,,,,,445,524449.0,71121.0,157470.0
,,,,,,,,446,531100.0,74083.0,162531.0
,,,,,,,,447,538022.0,75696.0,168908.0
,,,,,,,,448,563015.0,77736.0,173665.0
,,,,,,,,449,602967.0,82379.0,177635.0
,,,,,,,,450,642401.0,86126.0,186481.0
,,,,,,,,451,635345.0,87832.0,201325.0
,,,,,,,,452,574327.0,84160.0,215880.0
,,,,,,,,453,519427.0,74274.0,218434.0
,,,,,,,,454,468236.0,67754.0,195814.0
,,,,,,,,455,420676.0,61082.0,170831.0
,,,,,,,,456,385568.0,54439.0,156863.0
,,,,,,,,457,363450.0,64461.0,169562.0
,,,,,,,,458,332816.0,55394.0,152305.0
,,,,,,,,459,327161.0,52661.0,132220.0
,,,,,,,,460,331972.0,51594.0,113564.0
,,,,,,,,461,346752.0,52598.0,110790.0
,,,,,,,,462,378715.0,55576.0,109891.0
,,,,,,,,463,432125.0,62046.0,112385.0
,,,,,,,,464,473853.0,66483.0,118773.0
,,,,,,,,465,485739.0,68943.0,132251.0
,,,,,,,,466,485561.0,72157.0,149351.0
,,,,,,,,467,492177.0,74610.0,159188.0
,,,,,,,,468,505328.0,78142.0,159305.0
,,,,,,,,469,520104.0,82510.0,160007.0
,,,,,,,,470,527919.0,85960.0,165027.0
,,,,,,,,471,535586.0,86793.0,170854.0
,,,,,,,,472,560725.0,88596.0,174597.0
,,,,,,,,473,599377.0,93158.0,177197.0
,,,,,,,,474,637504.0,97201.0,185447.0
,,,,,,,,475,628810.0,99218.0,201171.0
,,,,,,,,476,565936.0,94816.0,218186.0
,,,,,,,,477,510657.0,83179.0,223879.0
,,,,,,,,478,460795.0,75661.0,201906.0
,,,,,,,,479,415383.0,68670.0,174689.0
,,,,,,,,480,379502.0,61299.0,161060.0
,,,,,,,,481,394876.0,60201.0,169705.0
,,,,,,,,482,365053.0,57180.0,153372.0
,,,,,,,,483,354400.0,54945.0,136301.0
,,,,,,,,484,353230.0,55193.0,123155.0
,,,,,,,,485,353057.0,55723.0,116587.0
,,,,,,,,486,360665.0,56375.0,115545.0
,,,,,,,,487,377041.0,57542.0,114164.0
,,,,,,,,488,394807.0,60301.0,114467.0
,,,,,,,,489,413760.0,59702.0,117376.0
,,,,,,,,490,439573.0,61713.0,121821.0
,,,,,,,,491,463761.0,64063.0,125398.0
,,,,,,,,492,484928.0,66308.0,133291.0
,,,,,,,,493,510060.0,69157.0,143812.0
,,,,,,,,494,522881.0,72583.0,153623.0
,,,,,,,,495,524450.0,72811.0,163118.0
,,,,,,,,496,527941.0,73216.0,172048.0
,,,,,,,,497,542687.0,74330.0,175531.0
,,,,,,,,498,549016.0,75917.0,178825.0
,,,,,,,,499,573816.0,73954.0,183503.0
,,,,,,,,500,590560.0,79072.0,187929.0
,,,,,,,,501,563537.0,79078.0,189229.0
,,,,,,,,502,522125.0,73612.0,198146.0
,,,,,,,,503,479924.0,67281.0,194210.0
,,,,,,,,504,434417.0,61133.0,180098.0
,,,,,,,,505,408552.0,59719.0,163568.0
,,,,,,,,506,381855.0,51869.0,146517.0
,,,,,,,,507,377534.0,49766.0,128672.0
,,,,,,,,508,385154.0,48820.0,110382.0
,,,,,,,,509,401645.0,50134.0,107334.0
,,,,,,,,510,439393.0,52835.0,105695.0
,,,,,,,,511,504512.0,58925.0,108119.0
,,,,,,,,512,553878.0,64061.0,113372.0
,,,,,,,,513,561129.0,66001.0,125725.0
,,,,,,,,514,551806.0,67410.0,140121.0
,,,,,,,,515,550979.0,68914.0,150022.0
,,,,,,,,516,553856.0,71717.0,150090.0
,,,,,,,,517,561857.0,75303.0,152612.0
,,,,,,,,518,563531.0,78389.0,158773.0
,,,,,,,,519,566995.0,78933.0,165815.0
,,,,,,,,520,592647.0,80516.0,170389.0
,,,,,,,,521,640147.0,84452.0,173331.0
,,,,,,,,522,695207.0,88100.0,181992.0
,,,,,,,,523,690030.0,90206.0,196524.0
,,,,,,,,524,625672.0,86951.0,212003.0
,,,,,,,,525,573975.0,76622.0,217875.0
,,,,,,,,526,505355.0,70066.0,195983.0
,,,,,,,,527,457412.0,64015.0,170226.0
,,,,,,,,528,429016.0,57510.0,156091.0
,,,,,,,,529,429122.0,56356.0,147810.0
,,,,,,,,530,415731.0,52851.0,134087.0
,,,,,,,,531,409545.0,50936.0,125129.0
,,,,,,,,532,411365.0,50018.0,119673.0
,,,,,,,,533,422577.0,50452.0,117354.0
,,,,,,,,534,457586.0,51992.0,115861.0
,,,,,,,,535,519189.0,57483.0,117915.0
,,,,,,,,536,571209.0,67835.0,123199.0
,,,,,,,,537,576349.0,71122.0,136708.0
,,,,,,,,538,558828.0,69593.0,154708.0
,,,,,,,,539,547997.0,67620.0,162901.0
,,,,,,,,540,546644.0,67018.0,159878.0
,,,,,,,,541,551220.0,67820.0,156973.0
,,,,,,,,542,551542.0,68519.0,159782.0
,,,,,,,,543,557415.0,68769.0,163949.0
,,,,,,,,544,587956.0,69667.0,167146.0
